date,qoe_tk_per_kwh,c7_binding,consumer,substation,slot,action,value,private_tk_per_kwh,system_tk_per_kwh,discomfort_tk_per_kwh,margin,pi_i_t,kappa,lambda_h,y_max_h,at_cap,lambda_star,energy_kwh,clock,pi_off
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,1,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,19.650252275576648,00:30,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,2,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,19.59388716262196,01:00,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,3,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,19.543101946391833,01:30,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,5,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,19.456116347461535,02:30,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,6,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,19.41896983219299,03:00,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,10,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,19.303693397091433,05:00,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,11,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,33.953133487434265,05:30,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,12,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,25.57461301364065,06:00,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,13,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,19.876244361856184,06:30,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,14,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,34.74988537853759,07:00,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,16,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,20.628151256372426,08:00,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,17,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,8.649108520879365,08:30,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,19,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,21.26787751435145,09:30,
2026-07-01,1.0507057308825107,True,DHNC0130,Dhanmondi,20,curtail,0.39692719372563895,4.195390345328458,9.62808611082345,12.7727707252694,-1.7763568394002505e-15,8.39,1.147566878524845,0.34672647482053376,0.39692719372563895,True,0.31353086569947913,21.447871102682296,10:00,
