date,F_tk,F_Dhanmondi,F_Kalyanpur,G_id_kwh_Dhanmondi,B_id_kwh_Dhanmondi,T_ijd_kwh_Dhanmondi,f_cost_tk_Dhanmondi,f_rel_tk_Dhanmondi,f_wel_tk_Dhanmondi,G_id_kwh_Kalyanpur,B_id_kwh_Kalyanpur,T_ijd_kwh_Kalyanpur,f_cost_tk_Kalyanpur,f_rel_tk_Kalyanpur,f_wel_tk_Kalyanpur,varpi_Dhanmondi,varpi_Kalyanpur,soc_end_Dhanmondi,soc_end_Kalyanpur,kappa_Dhanmondi,kappa_Kalyanpur,kappa_refday_Dhanmondi,kappa_refday_Kalyanpur,scale_gmax_Dhanmondi,scale_gmax_Kalyanpur,scale_pmax_Dhanmondi,scale_pmax_Kalyanpur,g_max_kw_eff_Dhanmondi,g_max_kw_eff_Kalyanpur,p_max_kw_eff_Dhanmondi,p_max_kw_eff_Kalyanpur,rho_used_tk_per_kwh,rho_current_policy,individual_rationality_on,curtail_scope_used,max_c1_slack_kw,n_c7_binding,n_ir_binding
2026-06-14,63792137.72736457,30276844.670073774,33515293.0572908,2075840.2588819605,60739.98584165196,34799.961856531285,17838009.388419177,257052.75498367153,12181782.526670925,1855112.4021535683,52189.805508779325,0.0,15642677.762331607,6006325.132697703,11866290.16226149,0.0,0.009285989136148174,7999.999999999998,6000.000000000002,0.9839735821785526,0.933268070690634,0.9421245421245421,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,702
2026-06-15,65185187.4379158,31260810.981575266,33924376.45634054,2104562.599355181,76632.37676370429,9306.232523794919,17860637.98271158,922186.2742849538,12477986.724578733,1840937.7881995009,54276.028974822,0.0,15526882.086456047,6277683.4338782225,12119810.93600627,0.0,0.0024466341828996113,7999.999999999995,5999.999999999999,0.990058262751697,0.8980968995964964,0.9743589743589743,0.8913043478260869,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,701
2026-06-16,57711329.32027598,28485623.379147388,29225705.941128593,1780340.4113218123,3287.2511194298136,126092.52647765577,16139865.92920688,0.0,12345757.44994051,1849036.5627179365,86934.5214973036,0.0,15643818.543449443,1556544.5808342407,12025342.81684491,0.0,0.032153263100580955,8000.0,6000.000000000001,0.7829517956139519,0.9237101266056562,0.7765567765567766,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,693
2026-06-17,67778741.92226693,31932120.712384515,35846621.20988241,2130405.558585071,77015.41408002633,20308.60305215684,18182557.486644275,1213943.8217411877,12535619.403999051,1885555.4523221888,60336.75975250131,0.0,15910315.384611916,7922407.125615455,12013898.69965504,0.0,0.005432827465088878,8000.0,6000.000000000005,0.9950348768872176,0.9396239785823317,0.9772893772893773,0.9347826086956522,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,2.9103830456733704e-11,0,647
2026-06-18,61272744.36034256,30340328.3954074,30932415.964935157,2060295.0042020413,84098.64732014993,28495.610264653005,17682731.353749555,278580.8849520909,12379016.156705756,1815963.0576273934,52149.27125401588,0.0,15314153.960374855,3585160.5958698676,12033101.408690434,0.0,0.007379122969664918,8000.000000000001,5999.999999999998,0.9610850860145514,0.8800652977744716,0.945054945054945,0.8695652173913043,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,701
2026-06-19,51676950.225367114,24866970.076964036,26809980.148403082,1487534.7326073674,9.094947017729282e-13,53875.773067292146,12992236.25071509,0.0,11874733.826248944,1797262.2288855198,54901.79180186031,0.0,15161382.788052302,44071.270094798325,11604526.090255981,0.0,0.013904212618489807,8000.0,6000.000000000005,0.6980437668395768,0.8765893435852959,0.6593406593406593,0.8478260869565217,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,694
2026-06-20,59849231.327994235,29962440.151763238,29886791.176230997,1889196.419245006,26020.085053561575,134266.21037631173,17164917.083620906,0.0,12797523.06814233,1864067.2223798546,88497.2707262017,0.0,15772269.901856285,1943460.4341415637,12171060.840233145,0.0,0.033847022500538,7999.999999999999,6000.000000000004,0.8096573106701263,0.9240403340180752,0.8205128205128205,0.9347826086956522,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,638
2026-06-21,70768052.93453988,34513407.89088174,36254645.043658145,2125350.344975681,69873.19631534582,10969.391267186842,18040708.405857258,3906095.203592953,12566604.281431528,1844008.2635082859,58267.34513603128,0.0,15558630.348538566,8521745.015240772,12174269.679878809,0.0,0.002924890354294922,8000.000000000002,6000.000000000001,1.017464726330321,0.9138456698239537,1.0285714285714285,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,2.9103830456733704e-11,0,700
2026-06-22,61606730.923329175,30235370.39102813,31371360.53230105,2057925.0989464142,84404.09337949171,45982.25814870934,17829429.172642395,159056.63195041846,12246884.586435314,1840068.4094345504,54479.65895451176,0.0,15519893.443587648,3930402.0383359483,11921065.050377455,0.0,0.01201752402872226,8000.000000000004,6000.000000000002,0.957906092564557,0.9074357342586847,0.9282051282051282,0.8913043478260869,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,702
2026-06-23,60579581.89388393,30028614.701166667,30550967.19271726,1891467.9308932796,18302.254508319544,160081.2479135531,17417641.177135848,0.0,12610973.524030821,1885488.9367883857,104456.75402295108,0.0,15975937.310688984,2517097.7770330813,12057932.1049952,0.0,0.04087114796867036,8000.0,5999.999999999997,0.8067327871742036,0.9571121161420331,0.8095238095238095,0.9565217391304348,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,9.0,False,True,dr_window,2.9103830456733704e-11,0,636
