substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,76927.56052435575,60.26007327888625,63434492.74370754,62281016.15381932,1153476.589888215,1.8183744205988557,0.0,1153476.5898882097,739372874.3537774,722182443.3838456,17190430.96993184,2.3250015744703276,134.65871306496933,7.855145982455042,5791.768682808172,496.90477055158215,7548934.9009484295,222,76256.68629850795,17183213.545669008,7556152.325211186,0.2369741985165438,0.9865252803129203,0.8964119446258454,0,543575352.67229,722182443.3838456,178607090.7115556
Kalyanpur,30,400,221002.06240130056,91715.85623378464,41.500000152598076,65093121.64351699,63739984.52600168,1353137.1175153106,2.078771279284741,144118.28246032004,1353137.1175152995,714351184.0479002,694659165.443462,19692018.604438186,2.756629938352248,89.10332505712536,0.0,3232.3281343445797,294.536263310156,13305496.612739103,195,91405.23038609087,20815355.7993249,12182159.417852405,0.342865637128093,0.9844110799353739,0.8992882711860138,0,510233940.69712085,694659165.443462,184425224.74634117
