substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,60783.243823067256,47.61366020110278,63434492.74370754,62655677.27660799,778815.4670995474,1.2277476076717,0.0,778815.4670995465,739372874.3537774,727650246.4722948,11722627.881482601,1.5854825471827523,91.82748163911995,0.0,5791.768682808172,496.90477055158215,6697018.446899874,178,49992.83894662572,16362233.476264633,2057412.8521178411,0.061913240217425045,0.9911462505808885,0.9209919912101341,0,546676092.5362082,727650246.4722948,180974153.93608665
Kalyanpur,30,400,221002.06240130056,56362.04888420513,25.502951543439284,65093121.64351699,64053295.237223044,1039826.4062939435,1.5974443689896474,135290.0727787919,1039826.4062939461,714351184.0479002,698773910.9570982,15577273.090801954,2.1806183623204345,70.48474082796743,0.0,3232.3281343445797,294.536263310156,11024167.979134586,142,50964.82500798209,22667273.624506734,3934167.445429908,0.18617304406367238,0.9887624424675061,0.8992882711860138,0,512733901.4946474,698773910.9570982,186040009.46245086
