n_total,n_acting,n_topn,hits,precision,baseline_random,lift,date,precision_random_draw,precision_mean_relative,precision_no_phi2,precision_nextday,precision_nextday_random,precision_nextday_lift,precision_nextday_persistence,precision_nextday_persistence_lift
6250,399,52,52,1.0,0.06384,15.664160401002508,2026-06-14,0.11538461538461539,1.0,0.11538461538461539,1.0,0.06384,15.664160401002508,1.0,15.664160401002508
6250,399,52,52,1.0,0.06384,15.664160401002508,2026-06-15,0.11538461538461539,1.0,0.11538461538461539,0.9807692307692307,0.06352,15.440321643092425,1.0,15.743073047858944
6250,397,52,52,1.0,0.06352,15.743073047858944,2026-06-16,0.11538461538461539,1.0,0.11538461538461539,1.0,0.10576,9.4553706505295,1.0,9.4553706505295
6250,661,52,52,1.0,0.10576,9.4553706505295,2026-06-17,0.15384615384615385,1.0,0.4807692307692308,0.40384615384615385,0.06384,6.32591093117409,0.7307692307692307,11.446886446886447
6250,399,52,52,1.0,0.06384,15.664160401002508,2026-06-18,0.11538461538461539,1.0,0.11538461538461539,0.9230769230769231,0.0616,14.985014985014985,0.9615384615384616,15.609390609390609
6250,385,52,52,1.0,0.0616,16.233766233766232,2026-06-19,0.11538461538461539,1.0,0.11538461538461539,1.0,0.10576,9.4553706505295,1.0,9.4553706505295
6250,661,52,52,1.0,0.10576,9.4553706505295,2026-06-20,0.15384615384615385,1.0,0.4807692307692308,0.40384615384615385,0.06384,6.32591093117409,0.7307692307692307,11.446886446886447
6250,399,52,52,1.0,0.06384,15.664160401002508,2026-06-21,0.11538461538461539,1.0,0.11538461538461539,0.9615384615384616,0.06304,15.252830925419758,1.0,15.862944162436548
6250,394,52,52,1.0,0.06304,15.862944162436548,2026-06-22,0.11538461538461539,1.0,0.11538461538461539,1.0,0.10576,9.4553706505295,1.0,9.4553706505295
6250,661,52,52,1.0,0.10576,9.4553706505295,2026-06-23,0.15384615384615385,1.0,0.4807692307692308,1.0,0.10576,9.4553706505295,1.0,9.4553706505295
6250,661,52,52,1.0,0.10576,9.4553706505295,2026-06-24,0.15384615384615385,1.0,0.4807692307692308,0.40384615384615385,0.06384,6.32591093117409,0.7307692307692307,11.446886446886447
6250,399,52,52,1.0,0.06384,15.664160401002508,2026-06-25,0.11538461538461539,1.0,0.11538461538461539,1.0,0.10576,9.4553706505295,1.0,9.4553706505295
6250,661,52,52,1.0,0.10576,9.4553706505295,2026-06-26,0.15384615384615385,1.0,0.4807692307692308,1.0,0.10816,9.245562130177515,1.0,9.245562130177515
6250,676,52,52,1.0,0.10816,9.245562130177515,2026-06-27,0.15384615384615385,1.0,0.4807692307692308,1.0,0.10576,9.4553706505295,0.9807692307692307,9.27353659955778
6250,661,52,52,1.0,0.10576,9.4553706505295,2026-06-28,0.15384615384615385,1.0,0.4807692307692308,1.0,0.10576,9.4553706505295,1.0,9.4553706505295
6250,661,52,52,1.0,0.10576,9.4553706505295,2026-06-29,0.15384615384615385,1.0,0.4807692307692308,1.0,0.10432,9.585889570552148,1.0,9.585889570552148
6250,652,52,52,1.0,0.10432,9.585889570552148,2026-06-30,0.15384615384615385,1.0,0.4807692307692308,1.0,0.18112,5.521201413427562,1.0,5.521201413427562
6250,1132,52,52,1.0,0.18112,5.521201413427562,2026-07-01,0.25,1.0,0.6923076923076923,1.0,0.18112,5.521201413427562,1.0,5.521201413427562
6250,1132,52,52,1.0,0.18112,5.521201413427562,2026-07-02,0.25,1.0,0.6923076923076923,0.7692307692307693,0.10432,7.373761208117037,0.5769230769230769,5.530320906087777
6250,652,52,52,1.0,0.10432,9.585889570552148,2026-07-03,0.15384615384615385,1.0,0.4807692307692308,1.0,0.10432,9.585889570552148,1.0,9.585889570552148
6250,652,52,52,1.0,0.10432,9.585889570552148,2026-07-04,0.15384615384615385,1.0,0.4807692307692308,1.0,0.18032,5.545696539485359,1.0,5.545696539485359
6250,1127,52,52,1.0,0.18032,5.545696539485359,2026-07-05,0.25,1.0,0.6730769230769231,1.0,0.18032,5.545696539485359,1.0,5.545696539485359
6250,1127,52,52,1.0,0.18032,5.545696539485359,2026-07-06,0.25,1.0,0.6730769230769231,1.0,0.18112,5.521201413427562,1.0,5.521201413427562
6250,1132,52,52,1.0,0.18112,5.521201413427562,2026-07-07,0.25,1.0,0.6923076923076923,0.5576923076923077,0.14064,3.965388990986261,0.7692307692307693,5.469502056532774
6250,879,52,52,1.0,0.14064,7.1103526734926055,2026-07-08,0.21153846153846154,1.0,0.6923076923076923,1.0,0.14,7.142857142857142,0.9807692307692307,7.005494505494505
6250,875,52,52,1.0,0.14,7.142857142857142,2026-07-09,0.21153846153846154,1.0,0.6923076923076923,0.2692307692307692,0.06304,4.270792659117532,0.4423076923076923,7.016302225693089
6250,394,52,52,1.0,0.06304,15.862944162436548,2026-07-10,0.11538461538461539,1.0,0.11538461538461539,1.0,0.13968,7.15922107674685,1.0,7.15922107674685
6250,873,52,52,1.0,0.13968,7.15922107674685,2026-07-11,0.21153846153846154,1.0,0.6923076923076923,1.0,0.14,7.142857142857142,1.0,7.142857142857142
6250,875,52,52,1.0,0.14,7.142857142857142,2026-07-12,0.21153846153846154,1.0,0.6923076923076923,1.0,0.14,7.142857142857142,1.0,7.142857142857142
6250,875,52,52,1.0,0.14,7.142857142857142,2026-07-13,0.21153846153846154,1.0,0.6923076923076923,,,,,
