date,qoe_tk_per_kwh,c7_binding,ir_tk_per_kwh,ir_binding,consumer,substation,slot,action,value,private_tk_per_kwh,system_tk_per_kwh,discomfort_tk_per_kwh,margin,pi_i_t,kappa,lambda_h,y_max_h,at_cap,price_tau_tk_per_kwh,lambda_star,energy_kwh,clock,pi_off,price_off_mean_tk_per_kwh
2026-06-30,0.0,False,-0.0,False,DHNC0299,Dhanmondi,43,curtail,0.2602642222062006,12.282343784672262,9.537341261900039,8.690097669281919,13.129587377290385,8.39,1.1367510443265838,0.6663597973455004,0.2602642222062006,True,18.432,0.3711690396421526,3.40878263983647,21:30,,
2026-06-30,0.0,False,-0.0,False,DHNC0299,Dhanmondi,44,curtail,0.2602642222062006,12.282343784672262,9.537341261900039,8.690097669281919,13.129587377290385,8.39,1.1367510443265838,0.6663597973455004,0.2602642222062006,True,18.432,0.3711690396421526,25.150675999140955,22:00,,
2026-06-30,0.0,False,-0.0,False,DHNC0299,Dhanmondi,45,curtail,0.2602642222062006,12.282343784672262,9.537341261900039,8.690097669281919,13.129587377290385,8.39,1.1367510443265838,0.6663597973455004,0.2602642222062006,True,18.432,0.3711690396421526,8.095858769611613,22:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,0,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,46.19373092874537,00:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,1,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,12.156418118018212,00:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,2,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,1.4961745376022415,01:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,3,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,57.45636678620464,01:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,4,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,1.4961745376022415,02:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,7,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,1.4961745376022415,03:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,8,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,10.660243580415969,04:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,11,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,10.660243580415969,05:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,12,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,45.65852115973641,06:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,15,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,1.4961745376022415,07:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,16,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,51.01829400524593,08:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,17,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,64.37587179313681,08:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,20,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,67.48932232106822,10:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,21,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,68.33578401463262,10:30,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,22,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,69.07447711159504,11:00,,
2026-06-30,5.693075042599997,True,0.0,False,DHNC0300,Dhanmondi,23,curtail,0.2229072829537041,7.221486361687271,9.537341261900039,11.065752580987313,-1.7763568394002505e-15,8.39,1.1367510443265838,0.5223876129692759,0.2229072829537041,True,13.824,0.5223876129692759,69.69942168063854,11:30,,
