date,F_tk,F_Dhanmondi,F_Kalyanpur,G_id_kwh_Dhanmondi,B_id_kwh_Dhanmondi,T_ijd_kwh_Dhanmondi,f_cost_tk_Dhanmondi,f_rel_tk_Dhanmondi,f_wel_tk_Dhanmondi,G_id_kwh_Kalyanpur,B_id_kwh_Kalyanpur,T_ijd_kwh_Kalyanpur,f_cost_tk_Kalyanpur,f_rel_tk_Kalyanpur,f_wel_tk_Kalyanpur,varpi_Dhanmondi,varpi_Kalyanpur,soc_end_Dhanmondi,soc_end_Kalyanpur,kappa_Dhanmondi,kappa_Kalyanpur,kappa_refday_Dhanmondi,kappa_refday_Kalyanpur,scale_gmax_Dhanmondi,scale_gmax_Kalyanpur,scale_pmax_Dhanmondi,scale_pmax_Kalyanpur,g_max_kw_eff_Dhanmondi,g_max_kw_eff_Kalyanpur,p_max_kw_eff_Dhanmondi,p_max_kw_eff_Kalyanpur,rho_used_tk_per_kwh,rho_current_policy,individual_rationality_on,curtail_scope_used,max_c1_slack_kw,n_c7_binding,n_ir_binding
2026-06-14,63792137.72736457,30276844.670073774,33515293.0572908,2075840.2588819605,60739.98584165196,34799.961856531285,17838009.388419177,257052.75498367153,12181782.526670925,1855112.4021535683,52189.805508779325,0.0,15642677.762331607,6006325.132697703,11866290.16226149,0.0,0.009285989136148174,7999.999999999998,6000.000000000002,0.9839735821785526,0.933268070690634,0.9421245421245421,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,702
2026-06-15,65185187.4379158,31260810.981575266,33924376.45634054,2104562.599355181,76632.37676370429,9306.232523794919,17860637.98271158,922186.2742849538,12477986.724578733,1840937.7881995009,54276.028974822,0.0,15526882.086456047,6277683.4338782225,12119810.93600627,0.0,0.0024466341828996113,7999.999999999995,5999.999999999999,0.990058262751697,0.8980968995964964,0.9743589743589743,0.8913043478260869,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,701
2026-06-16,57711329.32027598,28485623.379147388,29225705.941128593,1780340.4113218123,3287.2511194298136,126092.52647765577,16139865.92920688,0.0,12345757.44994051,1849036.5627179365,86934.5214973036,0.0,15643818.543449443,1556544.5808342407,12025342.81684491,0.0,0.032153263100580955,8000.0,6000.000000000001,0.7829517956139519,0.9237101266056562,0.7765567765567766,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,693
2026-06-17,69120770.43393558,31973385.818936966,37147384.614998624,2128966.2661404368,76051.78257970623,20064.8059692822,18166720.303496003,1271046.1114419156,12535619.403999051,1881567.9950746857,61200.70882279366,0.0,15878156.541910805,9097746.125189496,12171481.947898323,0.0,0.005376295520352676,7999.999999999997,5999.999999999997,0.9950348768872176,0.9396239785823317,0.9772893772893773,0.9347826086956522,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,701
2026-06-18,61272744.36034256,30340328.3954074,30932415.964935157,2060295.0042020413,84098.64732014995,28495.610264653005,17682731.353749555,278580.8849520909,12379016.156705756,1815963.0576273934,52149.27125401588,0.0,15314153.960374855,3585160.5958698676,12033101.408690434,0.0,0.007379122969664916,8000.000000000002,5999.999999999998,0.9610850860145514,0.8800652977744716,0.945054945054945,0.8695652173913043,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,701
2026-06-19,51676950.225367114,24866970.076964036,26809980.148403082,1487534.7326073674,1.8189894035458565e-12,53875.773067292146,12992236.25071509,0.0,11874733.826248944,1797262.2288855198,54901.79180186031,0.0,15161382.788052302,44071.270094798325,11604526.090255981,0.0,0.013904212618489807,8000.0,6000.000000000005,0.6980437668395768,0.8765893435852959,0.6593406593406593,0.8478260869565217,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,694
2026-06-20,60517572.563186675,30251606.434715785,30265966.12847089,1905099.8972493326,30559.657204926472,149942.70977306995,17454083.366573453,0.0,12797523.06814233,1862023.3132736944,112253.81251875951,0.0,15790756.317144435,2138616.119579568,12336593.691746889,0.0,0.03756565805398359,7999.999999999998,5999.999999999998,0.8096573106701263,0.9240403340180752,0.8205128205128205,0.9347826086956522,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,694
2026-06-21,70768052.93453988,34513407.89088174,36254645.043658145,2125350.344975681,69873.19631534582,10969.391267186842,18040708.405857258,3906095.203592953,12566604.281431528,1844008.2635082859,58267.34513603129,0.0,15558630.348538566,8521745.015240772,12174269.679878809,0.0,0.0029248903542949223,8000.000000000001,6000.000000000001,1.017464726330321,0.9138456698239537,1.0285714285714285,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,2.9103830456733704e-11,0,700
2026-06-22,61606730.923329175,30235370.39102813,31371360.53230105,2057925.0989464142,84404.09337949171,45982.25814870934,17829429.172642395,159056.63195041846,12246884.586435314,1840068.4094345504,54479.65895451176,0.0,15519893.443587648,3930402.0383359483,11921065.050377455,0.0,0.01201752402872226,8000.0000000000055,6000.000000000002,0.957906092564557,0.9074357342586847,0.9282051282051282,0.8913043478260869,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,702
2026-06-23,61399728.33645844,30245702.10715855,31154026.229299888,1903547.710522166,19258.49688012511,172113.215423849,17634728.583127726,0.0,12610973.524030821,1883371.8427334111,126815.28655678195,0.0,15991712.690368492,2942594.415287651,12219719.123643747,0.0,0.04375295694754529,7999.999999999999,6000.0,0.8067327871742036,0.9571121161420331,0.8095238095238095,0.9565217391304348,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,0.0,True,True,dr_window,1.4551915228366852e-11,0,693
