substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,22327.964415487913,17.490282581100143,63434492.74370754,62956231.917511806,478260.82619573176,0.7539444322949574,75428.48228011443,478260.82619573025,739372874.3537774,731912062.2656996,7460812.088077784,1.009073005903637,58.443174342597906,-0.06376691163200121,5791.768682808172,496.90477055158215,0.0,59,2389.4190950687025,9786589.036827594,-2325776.9487499916,0.013854869163108983,0.9946033754562293,0.9174341271923494,0,548757850.5514047,731912062.2656996,183154211.7142949
Kalyanpur,30,400,221002.06240130056,24720.126355382854,11.18547315205389,65093121.64351699,64435500.688026465,657620.9554905221,1.010277182729058,357498.9396138389,657620.9554905165,714351184.0479002,704924816.9685187,9426367.079381466,1.3195704423651364,42.65284666106353,-1.6734015733749175,3232.3281343445797,294.536263310156,0.0,88,0.0,14485792.221181236,-5059425.141799712,0.052356128122504654,0.9923865280047727,0.88819624385129,0,474977218.7568598,704924816.9685187,229947598.21165895
