date,F_tk,F_Dhanmondi,F_Kalyanpur,G_id_kwh_Dhanmondi,B_id_kwh_Dhanmondi,T_ijd_kwh_Dhanmondi,f_cost_tk_Dhanmondi,f_rel_tk_Dhanmondi,f_wel_tk_Dhanmondi,G_id_kwh_Kalyanpur,B_id_kwh_Kalyanpur,T_ijd_kwh_Kalyanpur,f_cost_tk_Kalyanpur,f_rel_tk_Kalyanpur,f_wel_tk_Kalyanpur,varpi_Dhanmondi,varpi_Kalyanpur,soc_end_Dhanmondi,soc_end_Kalyanpur,kappa_Dhanmondi,kappa_Kalyanpur,kappa_refday_Dhanmondi,kappa_refday_Kalyanpur,scale_gmax_Dhanmondi,scale_gmax_Kalyanpur,scale_pmax_Dhanmondi,scale_pmax_Kalyanpur,g_max_kw_eff_Dhanmondi,g_max_kw_eff_Kalyanpur,p_max_kw_eff_Dhanmondi,p_max_kw_eff_Kalyanpur,rho_used_tk_per_kwh,rho_current_policy,individual_rationality_on,curtail_scope_used,gamma_scale_used,max_c1_slack_kw,n_c7_binding,n_ir_binding
2026-07-04,69831917.55400833,33584826.351395935,36247091.20261241,2243943.1119138147,116913.83657369329,56068.93217519254,19534708.31948177,1729114.8471862874,12321003.184727876,1924273.4755752254,62691.7240157683,49362.8295676102,16707638.926992092,7488177.803732846,12051274.47188747,0.013623722818811945,0.015809168564219333,8000.000000000002,5999.999999999999,1.129907885795111,0.9988914375192233,1.0570147614856198,0.9645857371212303,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,2.9103830456733704e-11,1,0
2026-07-05,82658880.4115349,43910942.26333622,38747938.148198694,2344350.883511401,102583.63149056626,13078.836248951047,19947228.30426154,11739630.646847667,12224083.312227009,1925359.0769217175,66512.99944068902,47011.91904885718,16700145.385498386,9990836.018178377,12056956.744521935,0.01416877168617214,0.003768026481222897,7999.999999999998,5999.999999999998,1.2838196295403164,0.9999802909556897,1.2019231863940447,0.9658900849473172,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,1.4551915228366852e-11,1,0
2026-07-06,79755188.52972451,41643888.30088345,38111300.22884107,2330219.159120494,128675.5391842586,15829.458702861162,19893931.91147451,9523295.087210417,12226661.30219852,1921813.3987901567,66431.18965413088,53106.492552438984,16728172.879578782,9313122.050037052,12070005.29922523,0.015682048086946048,0.004532759834686113,8000.000000000001,5999.999999999995,1.2590567311046157,0.9909824125707872,1.179715586279151,0.9573393603096361,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,1.4551915228366852e-11,1,0
2026-07-07,76388209.06106956,38516366.24469583,37871842.816373736,2301991.2826363966,137203.50994478742,17477.635755292227,19685549.665911824,6568761.257130242,12262055.321653765,1920098.8836372574,67360.32503514981,54138.964582934124,16724990.28480719,9063586.40241763,12083266.12914892,0.01555927608649135,0.004989151419850519,7999.999999999996,5999.999999999997,1.2188783059094057,0.9875359049927387,1.1439646705282354,0.9547306646574621,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,1.4551915228366852e-11,1,0
2026-07-08,78800389.6771723,42232180.077674665,36568209.59949763,2330927.036705085,134538.1764292147,10250.155674740043,19855661.581509516,10092632.799999548,12283885.6961656,1906795.8964149696,67305.06369987829,59281.02902502823,16662144.942209182,7701475.636992377,12204589.020296074,0.017545930610747707,0.002887538448003635,8000.000000000004,5999.999999999999,1.2665378816436261,0.9628297428932134,1.191583718147283,0.9319045777009404,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,1.4551915228366852e-11,1,0
2026-07-09,75288936.12155384,40057244.50019057,35231691.62136326,2306779.812011189,136238.4931628838,5847.561781412156,19613792.199441615,8092951.085704129,12350501.21504483,1893477.6504542737,68922.91000577563,59979.16720535591,16559463.940770902,6405692.654790588,12266535.025801769,0.017392086782828126,0.001625077804257379,8000.000000000013,6000.000000000001,1.2373690229249916,0.9411986556252825,1.1679939745575394,0.9127016791502157,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,2.9103830456733704e-11,1,0
2026-07-10,60404099.707729965,31170062.47803484,29234037.22969513,2138944.4043903546,85716.02289783329,50371.61153669053,18552847.896780387,334696.332733138,12282518.248521313,1853367.3182233593,89904.10288058469,13661.69779768149,15814394.083292838,1345563.6467266986,12074079.499675594,0.0036903365394389664,0.013368189275096021,8000.000000000005,6000.0,1.0416753881580576,0.9204326689716422,0.9841779170860374,0.8931837943291567,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,2.9103830456733704e-11,0,0
2026-07-11,70006157.58157262,35895357.48406493,34110800.097507685,2263903.2333523887,143886.19018815702,10012.651384819896,19305097.601264566,4196738.151906037,12393521.730894327,1884582.278984528,68380.0849265681,57861.525286654374,16463899.93829326,5363331.248690624,12283568.910523804,0.01616336024117539,0.002750917348799808,7999.999999999997,6000.000000000003,1.176742233267392,0.9291723495991754,1.1152209607637877,0.9029664030248089,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,1.4551915228366852e-11,0,0
2026-07-12,83550279.1387594,48187733.97517186,35362545.16358754,2368791.835802502,108418.00379206327,3327.8392438800693,20068404.98088795,15711164.03458669,12408164.959697215,1893190.4885459212,76453.52011283005,64525.89510669386,16611544.482583117,6425519.3761749575,12325481.304829467,0.019971974022588483,0.0009217661581936808,7999.999999999999,5999.999999999999,1.3299916257258249,0.9345489443055758,1.2616678472106742,0.9088359682422003,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,1.4551915228366852e-11,1,0
2026-07-13,79718819.77234265,44548527.55179123,35170292.22055142,2342416.9784728456,121159.72850877896,4888.425490727888,19881058.08431226,12239261.28154022,12428208.185938746,1891735.1856652314,70873.69637960813,60735.28263956682,16554953.93737659,6285195.55649019,12330142.726684641,0.018168176382900813,0.0013503648064631941,8000.000000000005,6000.000000000003,1.2833804933491075,0.9340581075740136,1.2196165651593922,0.9092707508508959,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,dr_window,1.0,2.9103830456733704e-11,1,0
