substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,34809.45407223902,27.26747395723057,63434492.74370754,60824234.552434415,2610258.191273123,4.114887781666782,0.0,2610258.1912731174,739372874.3537774,700572122.1563014,38800752.19747603,5.247792222752079,303.9399864961978,0.0,5791.768682808172,496.90477055158215,3209491.292472478,110,3657.64809468368,54379697.63321547,-12369454.14326711,0.5800525588943897,0.9695981416048501,0.8499999999999999,0,530624803.75435114,700572122.1563014,169947318.40195024
Kalyanpur,30,400,221002.06240130056,30371.19543138174,13.742494120363924,65093121.64351699,62531960.58884962,2561161.0546673685,3.9346108928276444,93995.30593437495,2561161.0546673536,714351184.0479002,675921892.110312,38429291.937588215,5.379607788962715,173.8865760800342,0.0,3232.3281343445797,294.536263310156,4533127.657238234,97,3265.0465599563945,53262563.27342172,-10300143.678595245,0.38843145641751886,0.9758238868358251,0.8499999999999999,0,500573034.2905022,675921892.110312,175348857.8198098
