date,F_tk,F_Dhanmondi,F_Kalyanpur,G_id_kwh_Dhanmondi,B_id_kwh_Dhanmondi,T_ijd_kwh_Dhanmondi,f_cost_tk_Dhanmondi,f_rel_tk_Dhanmondi,f_wel_tk_Dhanmondi,G_id_kwh_Kalyanpur,B_id_kwh_Kalyanpur,T_ijd_kwh_Kalyanpur,f_cost_tk_Kalyanpur,f_rel_tk_Kalyanpur,f_wel_tk_Kalyanpur,varpi_Dhanmondi,varpi_Kalyanpur,soc_end_Dhanmondi,soc_end_Kalyanpur,kappa_Dhanmondi,kappa_Kalyanpur,kappa_refday_Dhanmondi,kappa_refday_Kalyanpur,scale_gmax_Dhanmondi,scale_gmax_Kalyanpur,scale_pmax_Dhanmondi,scale_pmax_Kalyanpur,g_max_kw_eff_Dhanmondi,g_max_kw_eff_Kalyanpur,p_max_kw_eff_Dhanmondi,p_max_kw_eff_Kalyanpur,rho_used_tk_per_kwh,rho_current_policy,individual_rationality_on,curtail_scope_used,max_c1_slack_kw,n_c7_binding,n_ir_binding
2026-06-14,66333180.14695004,30554694.267440375,35778485.87950966,2076957.9276304552,69185.15646263747,25075.843378322978,17767675.259607546,570655.9508133841,12216363.057019446,1848370.8997003976,55547.751128320495,0.0,15591153.47517882,8273365.798281856,11913966.606048984,0.0,0.006740775805266041,7999.999999999998,5999.999999999996,0.9839735821785526,0.933268070690634,0.9421245421245421,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,0.0,0,0
2026-06-15,67872887.69207582,32533611.496774092,35339276.19530173,2106193.4698815434,81150.39458473708,13035.231323162474,17916523.5017533,2101559.076428557,12515528.918592239,1834443.3309672135,56373.09147186359,0.0,15475539.184022717,7694733.670243802,12169003.34103521,0.0,0.003428106018608193,7999.999999999996,6000.0,0.990058262751697,0.8980968995964964,0.9743589743589743,0.8913043478260869,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,1.4551915228366852e-11,0,0
2026-06-16,59088199.788171,28854761.692681782,30233438.09548922,1805062.8080151551,11992.61044524499,137646.84087708622,16470110.863247339,0.0,12384650.829434445,1842835.515730714,108402.6510895168,0.0,15623993.953614967,2534849.513277768,12074594.628596485,0.0,0.03500554694938788,8000.0,5999.999999999999,0.7829517956139519,0.9237101266056562,0.7765567765567766,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,1.4551915228366852e-11,0,0
2026-06-17,71923580.85959366,33070018.78402368,38853562.07556999,2124754.2350480473,76866.10075895052,17809.502065551387,18111177.45281428,2385808.9614974004,12573032.369711997,1876710.737418884,62321.815302184616,0.0,15839085.809897713,10793445.982643852,12221030.28302842,0.0,0.004785586635003397,7999.999999999997,6000.000000000002,0.9950348768872176,0.9396239785823317,0.9772893772893773,0.9347826086956522,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,7.275957614183426e-12,0,0
2026-06-18,63696061.57129461,30460493.54310569,33235568.02818892,2058421.1567691164,79144.08401150363,16021.482780097784,17541073.71772107,502902.3490216309,12416517.47636299,1809136.9911991882,52245.604568784634,0.0,15257027.763014367,5896797.302167433,12081742.963007124,0.0,0.004181529143662621,8000.000000000004,6000.0,0.9610850860145514,0.8800652977744716,0.945054945054945,0.8695652173913043,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,1.4551915228366852e-11,0,0
2026-06-19,52498268.764272004,25353478.73502121,27144790.029250793,1518111.5473208756,-3.8294513758860134e-12,74316.27985800698,13442960.540673213,0.0,11910518.194348,1790295.5053043813,58378.68569144887,0.0,15108147.318040933,387491.8179174197,11649150.89329244,0.0,0.019039345235206343,8000.0,5999.999999999997,0.6980437668395768,0.8765893435852959,0.6593406593406593,0.8478260869565217,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,7.275957614183426e-12,0,0
2026-06-20,62255954.59806678,30538664.849410884,31717289.748655893,1924760.9609772079,63762.63333522524,153269.0764705834,17700444.639072154,0.0,12838220.210338732,1857147.0726162372,127835.99830562757,0.0,15773217.936708672,3556690.1314241975,12387381.680523021,0.0,0.03841051690614533,7999.999999999999,6000.000000000005,0.8096573106701263,0.9240403340180752,0.8205128205128205,0.9347826086956522,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,1.4551915228366852e-11,0,0
2026-06-21,73650642.91849625,35827633.54900412,37823009.36949212,2124157.388737077,73166.26241044121,11769.093701611475,18043236.27528505,5178355.627448724,12606041.646270348,1837382.8046224155,56924.97759992252,0.0,15501029.197181951,10098362.440510668,12223617.731799502,0.0,0.003144045283258875,8000.0,5999.999999999995,1.017464726330321,0.9138456698239537,1.0285714285714285,0.9130434782608695,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,1.4551915228366852e-11,0,0
2026-06-22,64013312.72345428,30281094.11945098,33732218.6040033,2056654.7745457608,79735.56773213,33477.7811641344,17692975.831096407,305967.90312927816,12282150.385225292,1833534.1010031442,56967.251526390035,0.0,15468801.984705966,6294434.534276797,11968982.085020537,0.0,0.008821042099199502,7999.999999999995,5999.999999999999,0.957906092564557,0.9074357342586847,0.9282051282051282,0.8913043478260869,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,7.275957614183426e-12,0,0
2026-06-23,63248198.58525639,30476157.762586057,32772040.822670333,1920043.7719998613,49987.58820764032,172594.74254415737,17823798.683559794,0.0,12652359.079026261,1878420.7938396623,136924.12116784058,0.0,15965336.642066529,4537331.237808304,12269372.942795502,0.0,0.04395789544561056,7999.999999999996,5999.999999999997,0.8067327871742036,0.9571121161420331,0.8095238095238095,0.9565217391304348,0.55,0.55,0.62,0.62,110000.00000000001,88000.0,124000.0,99200.0,3.0,False,False,all,1.4551915228366852e-11,0,0
