date,F_tk,F_Dhanmondi,F_Kalyanpur,G_id_kwh_Dhanmondi,B_id_kwh_Dhanmondi,T_ijd_kwh_Dhanmondi,f_cost_tk_Dhanmondi,f_rel_tk_Dhanmondi,f_wel_tk_Dhanmondi,G_id_kwh_Kalyanpur,B_id_kwh_Kalyanpur,T_ijd_kwh_Kalyanpur,f_cost_tk_Kalyanpur,f_rel_tk_Kalyanpur,f_wel_tk_Kalyanpur,varpi_Dhanmondi,varpi_Kalyanpur,soc_end_Dhanmondi,soc_end_Kalyanpur,kappa_Dhanmondi,kappa_Kalyanpur,kappa_refday_Dhanmondi,kappa_refday_Kalyanpur,scale_gmax_Dhanmondi,scale_gmax_Kalyanpur,scale_pmax_Dhanmondi,scale_pmax_Kalyanpur,g_max_kw_eff_Dhanmondi,g_max_kw_eff_Kalyanpur,p_max_kw_eff_Dhanmondi,p_max_kw_eff_Kalyanpur,rho_used_tk_per_kwh,rho_current_policy,individual_rationality_on,curtail_scope_used,max_c1_slack_kw,n_c7_binding,n_ir_binding
2026-06-14,57881836.554172575,29335644.58416616,28546191.970006414,2042785.1183536644,12000.0,0.0,17156967.142987244,0.0,12178677.441178918,1987166.5898426685,9000.0,0.0,16685827.68877999,0.0,11860364.281226423,0.0,0.0,8000.0,6000.0,0.9839735821785526,0.933268070690634,0.9421245421245421,0.9130434782608695,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,681
2026-06-15,58640508.78062604,30149607.737233996,28490901.043392047,2106644.201527683,0.0,0.0,17674744.850817263,0.0,12474862.886416731,1951977.0795790427,0.0,0.0,16377087.69766817,0.0,12113813.345723875,0.0,0.0,8000.0,6000.0,0.990058262751697,0.8980968995964964,0.9743589743589743,0.8913043478260869,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,679
2026-06-16,54974190.0236499,26222655.197922707,28751534.825727195,1654083.522288185,0.0,0.0,13877760.751997873,0.0,12344894.445924833,1994207.9905313598,0.0,0.0,16731405.040558109,0.0,12020129.785169084,0.0,0.0,8000.0,6000.0,0.7829517956139519,0.9237101266056562,0.7765567765567766,0.9130434782608695,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,680
2026-06-17,59438057.138991356,30369430.3534965,29068626.785494857,2125975.3740567295,0.0,0.0,17836933.38833596,0.0,12532496.965160538,2034481.164085935,0.0,0.0,17069296.966680996,0.0,11999329.818813862,0.0,0.0,8000.0,6000.0,0.9950348768872176,0.9396239785823317,0.9772893772893773,0.9347826086956522,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,628
2026-06-18,57390638.85991272,29413792.1714615,27976846.68845122,2030738.8898001765,0.0,0.0,17037899.285423484,0.0,12375892.886038015,1901051.6599963633,0.0,0.0,15949823.42736949,0.0,12027023.26108173,0.0,0.0,8000.0,6000.0,0.9610850860145514,0.8800652977744716,0.945054945054945,0.8695652173913043,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,678
2026-06-19,51006963.80045097,23903132.496790174,27103831.3036608,1433658.9595400752,0.0,0.0,12028398.67054123,0.0,11874733.826248944,1848067.539469671,0.0,0.0,15505286.65615054,0.0,11598544.647510258,0.0,0.0,8000.0,6000.0,0.6980437668395768,0.8765893435852959,0.6593406593406593,0.8478260869565217,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,681
2026-06-20,56647433.09076464,27508386.96103324,29139046.129731398,1753629.2046160162,0.0,0.0,14712949.026728377,0.0,12795437.934304865,2023613.280585914,0.0,0.0,16978115.424115818,0.0,12160930.70561558,0.0,0.0,8000.0,6000.0,0.8096573106701263,0.9240403340180752,0.8205128205128205,0.9347826086956522,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,627
2026-06-21,59712185.84817217,30815281.363360465,28896904.48481171,2175438.882770668,0.0,0.0,18251932.226445902,0.0,12563349.136914562,1993878.9974154858,0.0,0.0,16728644.788315928,0.0,12168259.696495783,0.0,0.0,8000.0,6000.0,1.017464726330321,0.9138456698239537,1.0285714285714285,0.9130434782608695,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,678
2026-06-22,57359446.56910888,29101289.899302647,28258156.669806235,2009239.392904629,0.0,0.0,16857518.50646984,0.0,12243771.392832808,1947918.7190759452,0.0,0.0,16343038.053047182,0.0,11915118.61675905,0.0,0.0,8000.0,6000.0,0.957906092564557,0.9074357342586847,0.9282051282051282,0.8913043478260869,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,680
2026-06-23,56619371.02220513,27128652.64109046,29490718.38111467,1730471.5702543105,0.0,0.0,14518656.474433666,0.0,12609996.166656796,2079097.3516597385,0.0,0.0,17443626.780425206,0.0,12047091.600689463,0.0,0.0,8000.0,6000.0,0.8067327871742036,0.9571121161420331,0.8095238095238095,0.9565217391304348,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,627
2026-06-24,59326430.37162422,29975703.89815766,29350726.47346656,2090792.6568008414,0.0,0.0,17541750.390559062,0.0,12433953.507598598,2078288.029671618,0.0,0.0,17436836.568944875,0.0,11913889.904521685,0.0,0.0,8000.0,6000.0,0.9854083393737474,0.9657294952313036,0.967032967032967,0.9565217391304348,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,628
2026-06-25,58939559.16775246,29987886.582281772,28951672.58547069,2074374.4126403476,0.0,0.0,17404001.322052516,0.0,12583885.260229256,1998046.9157209878,0.0,0.0,16763613.622899089,0.0,12188058.962571602,0.0,0.0,8000.0,6000.0,0.9688343954435716,0.914468135295299,0.9743589743589743,0.9130434782608695,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,678
2026-06-26,54733675.07973656,24808608.538132638,29925066.541603923,1449950.1415797225,0.0,0.0,12165081.687853873,0.0,12643526.850278763,2127570.7864489728,0.0,0.0,17850318.898306884,0.0,12074747.643297039,0.0,0.0,8000.0,6000.0,0.6744008870610252,0.9774504500983394,0.676923076923077,0.9782608695652174,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,627
2026-06-27,59638642.46094399,29337019.391689427,30301623.069254562,1932160.9927693647,0.0,0.0,16210830.729334971,0.0,13126188.662354458,2123202.7508517406,0.0,0.0,17813671.079646103,0.0,12487951.989608461,0.0,0.0,8000.0,6000.0,0.8776652592790941,0.9552410716665093,0.8901098901098901,0.9782608695652174,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,623
2026-06-28,62164196.909944095,31137897.65462207,31026299.255322024,2168404.0100003416,0.0,0.0,18192909.643902868,0.0,12944988.010719202,2224608.087575148,0.0,0.0,18664461.85475549,0.0,12361837.400566531,0.0,0.0,8000.0,6000.0,0.9921581771756754,1.007388410915333,1.0036630036630036,1.0217391304347827,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,626
2026-06-29,60975205.93211863,30657128.276602022,30318077.65551661,2148344.9781261226,0.0,0.0,18024614.36647817,0.0,12632513.910123851,2175414.3040937004,0.0,0.0,18251726.011346146,0.0,12066351.644170463,0.0,0.0,8000.0,6000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,627
2026-06-30,61370548.38832067,31520576.448998902,29849971.939321768,2338820.802907264,0.0,0.0,19622706.536391944,0.0,11897869.912606958,2188640.806713935,0.0,0.0,18362696.368329916,0.0,11487275.570991851,0.0,0.0,8000.0,6000.0,1.1367510443265838,1.0440440804232594,1.067544182835452,1.0104250239859682,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,631
2026-07-01,62226329.04119109,32600825.038558796,29625504.002632298,2487155.352762241,0.0,0.0,20867233.409675203,0.0,11733591.628883593,2163200.636549402,0.0,0.0,18149253.340649486,0.0,11476250.66198281,0.0,0.0,8000.0,6000.0,1.2236247977945467,1.0327623182011803,1.147566878524845,0.9987712010205279,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,543
2026-07-02,61537961.33209611,32459688.52249173,29078272.809604377,2471184.794461349,0.0,0.0,20733240.42553072,0.0,11726448.096961012,2098706.7583115576,0.0,0.0,17608149.70223397,0.0,11470123.107370408,0.0,0.0,8000.0,6000.0,1.2164289699990856,1.0024354264456334,1.1402408711988377,0.9690610560929916,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,543
2026-07-03,57750048.57923991,29040414.513640538,28709634.065599374,2049821.7163040324,0.0,0.0,17198004.19979083,0.0,11842410.313849708,2056306.1904871468,0.0,0.0,17252408.938187163,0.0,11457225.127412211,0.0,0.0,8000.0,6000.0,0.9988600017996484,0.9830398844404861,0.9349122634427213,0.9495683024698032,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,631
2026-07-04,60261320.25450765,31283738.653281353,28977581.6012263,2317831.702762952,0.0,0.0,19446607.98618117,0.0,11837130.667100184,2088769.652374844,0.0,0.0,17524777.38342494,0.0,11452804.21780136,0.0,0.0,8000.0,6000.0,1.129907885795111,0.9988914375192233,1.0570147614856198,0.9645857371212303,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,631
2026-07-05,62556179.34375721,33550585.588141643,29005593.75561557,2605388.865298246,0.0,0.0,21859212.579852287,0.0,11691373.008289358,2091647.732511177,0.0,0.0,17548924.475768775,0.0,11456669.279846795,0.0,0.0,8000.0,6000.0,1.2838196295403164,0.9999802909556897,1.2019231863940447,0.9658900849473172,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,2.9103830456733704e-11,0,544
2026-07-06,61985724.66285918,33134224.65571528,28851500.0071439,2555520.671287805,0.0,0.0,21440818.432104684,0.0,11693406.223610597,2073078.456519294,0.0,0.0,17393128.250196878,0.0,11458371.756947024,0.0,0.0,8000.0,6000.0,1.2590567311046157,0.9909824125707872,1.179715586279151,0.9573393603096361,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,0.0,0,544
2026-07-07,61323349.19951761,32504602.27422744,28818746.925290167,2476384.340013629,0.0,0.0,20776864.612714346,0.0,11727737.661513096,2067650.1288408912,0.0,0.0,17347584.580975078,0.0,11471162.344315091,0.0,0.0,8000.0,6000.0,1.2188783059094057,0.9875359049927387,1.1439646705282354,0.9547306646574621,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,7.275957614183426e-12,0,543
2026-07-08,62076626.01789139,33370371.874618076,28706254.14327332,2577162.1250389665,0.0,0.0,21622390.22907693,0.0,11747981.645541145,2033426.808148472,0.0,0.0,17060450.920365684,0.0,11645803.222907636,0.0,0.0,8000.0,6000.0,1.2665378816436261,0.9628297428932134,1.191583718147283,0.9319045777009404,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,595
2026-07-09,61428644.07250827,32992865.92738527,28435778.145122997,2524484.637997807,0.0,0.0,21180426.112801604,0.0,11812439.814583667,1992236.420550047,0.0,0.0,16714863.568414895,0.0,11720914.576708103,0.0,0.0,8000.0,6000.0,1.2373690229249916,0.9411986556252825,1.1679939745575394,0.9127016791502157,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,2.9103830456733704e-11,0,595
2026-07-10,58120289.708323285,30026791.807354532,28093497.900968753,2151099.0494634705,0.0,0.0,18047721.02499852,0.0,11979070.78235601,1950010.1937698775,0.0,0.0,16360585.525729274,0.0,11732912.37523948,0.0,0.0,8000.0,6000.0,1.0416753881580576,0.9204326689716422,0.9841779170860374,0.8931837943291567,1.0,1.0,1.0,1.0,200000.0,160000.0,200000.0,160000.0,9.0,False,True,dr_window,1.4551915228366852e-11,0,681
