substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,93874.05254607857,73.53485859754666,63434492.74370754,61334100.97067005,2100391.773037486,3.3111193645445156,0.0,2100391.7730374793,739372874.3537774,710259184.3569772,29113689.996800184,3.9376194348820235,228.05780927766517,92.4089645030781,5791.768682808172,496.90477055158215,6301175.319112439,256,9070.600784628572,45232364.84731418,-9817499.531401707,0.0,0.9707412293222254,0.95,0,531938992.8449024,710259184.3569772,178320191.51207483
Kalyanpur,30,400,221002.06240130056,101896.05082349516,46.10638005652183,65093121.64351699,61971564.53132722,3121557.1121897697,4.795525292649203,88570.99597893184,3121557.1121897646,714351184.0479002,671956520.3776824,42394663.67021775,5.93470895225324,191.8292671551479,19.04747256052144,3232.3281343445797,294.536263310156,9364671.336569294,204,9703.468036679787,66019612.37489131,-14260277.368104342,0.19809378796958413,0.9622845506316073,0.9089879391714736,0,495347027.7840186,671956520.3776824,176609492.59366387
