date,F_tk,F_Dhanmondi,F_Kalyanpur,G_id_kwh_Dhanmondi,B_id_kwh_Dhanmondi,T_ijd_kwh_Dhanmondi,f_cost_tk_Dhanmondi,f_rel_tk_Dhanmondi,f_wel_tk_Dhanmondi,G_id_kwh_Kalyanpur,B_id_kwh_Kalyanpur,T_ijd_kwh_Kalyanpur,f_cost_tk_Kalyanpur,f_rel_tk_Kalyanpur,f_wel_tk_Kalyanpur,varpi_Dhanmondi,varpi_Kalyanpur,soc_end_Dhanmondi,soc_end_Kalyanpur,kappa_Dhanmondi,kappa_Kalyanpur,kappa_refday_Dhanmondi,kappa_refday_Kalyanpur,scale_gmax_Dhanmondi,scale_gmax_Kalyanpur,scale_pmax_Dhanmondi,scale_pmax_Kalyanpur,g_max_kw_eff_Dhanmondi,g_max_kw_eff_Kalyanpur,p_max_kw_eff_Dhanmondi,p_max_kw_eff_Kalyanpur,rho_used_tk_per_kwh,rho_current_policy,individual_rationality_on,curtail_scope_used,max_c1_slack_kw,n_c7_binding,n_ir_binding
2026-06-14,55811739.143501535,28161062.403273605,27650676.740227934,1869517.2438392963,12000.0,0.0,15703249.675811697,0.0,12457812.72746191,1848331.3435200131,9000.0,0.0,15520999.972132912,0.0,12129676.768095022,0.0,0.0,8000.0,6000.0,0.9839735821785526,0.933268070690634,0.9421245421245421,0.9130434782608695,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,301,0
2026-06-15,56561248.191567376,28942691.89895016,27618556.292617217,1929229.842344339,0.0,0.0,16186238.377269005,0.0,12756453.521681156,1817638.2744797305,0.0,0.0,15249985.12288494,0.0,12368571.169732274,0.0,0.0,8000.0,6000.0,0.990058262751697,0.8980968995964964,0.9743589743589743,0.8913043478260869,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,302,0
2026-06-16,53177833.52185875,25323243.952739347,27854589.5691194,1529312.4619156427,0.0,0.0,12830931.555472244,0.0,12492312.397267103,1855528.57812932,0.0,0.0,15567884.770504996,0.0,12286704.798614405,0.0,0.0,8000.0,6000.0,0.7829517956139519,0.9237101266056562,0.7765567765567766,0.9130434782608695,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,281,0
2026-06-17,57271478.39661096,29147084.969550073,28124393.42706089,1946403.628066246,0.0,0.0,16330326.439475805,0.0,12816758.530074269,1889341.280771602,0.0,0.0,15851573.345673742,0.0,12272820.08138715,0.0,0.0,8000.0,6000.0,0.9950348768872176,0.9396239785823317,0.9772893772893773,0.9347826086956522,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,325,0
2026-06-18,55395453.55210581,28262011.98414041,27133441.567965396,1862617.6470532436,0.0,0.0,15627362.058776714,0.0,12634649.925363699,1772609.7161237288,0.0,0.0,14872195.518278085,0.0,12261246.04968731,0.0,0.0,8000.0,6000.0,0.9610850860145514,0.8800652977744716,0.945054945054945,0.8695652173913043,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,295,0
2026-06-19,49443310.098216966,23142395.981592897,26300914.116624065,1330204.8270776733,0.0,0.0,11160418.49918168,0.0,11981977.482411217,1723807.8575282618,0.0,0.0,14462747.924662117,0.0,11838166.191961946,0.0,0.0,8000.0,6000.0,0.6980437668395768,0.8765893435852959,0.6593406593406593,0.8478260869565217,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,265,0
2026-06-20,54746929.5449958,26540683.655037764,28206245.88995804,1619754.1299369244,0.0,0.0,13589737.150170797,0.0,12950946.504866967,1879895.1763719334,0.0,0.0,15772320.529760523,0.0,12433925.360197516,0.0,0.0,8000.0,6000.0,0.8096573106701263,0.9240403340180752,0.8205128205128205,0.9347826086956522,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,309,0
2026-06-21,57574136.312072605,29572705.62178363,28001430.690288976,1991949.8916250863,0.0,0.0,16712459.590734474,0.0,12860246.031049153,1855951.0308013442,0.0,0.0,15571429.148423279,0.0,12430001.541865699,0.0,0.0,8000.0,6000.0,1.017464726330321,0.9138456698239537,1.0285714285714285,0.9130434782608695,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,307,0
2026-06-22,55351607.305359244,27960858.522548627,27390748.78281062,1842538.8190798988,0.0,0.0,15458900.692080352,0.0,12501957.830468275,1813731.3757821955,0.0,0.0,15217206.24281262,0.0,12173542.539998002,0.0,0.0,8000.0,6000.0,0.957906092564557,0.9074357342586847,0.9282051282051282,0.8913043478260869,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,298,0
2026-06-23,54703334.36398077,26183218.044169083,28520116.319811687,1598511.8537116558,0.0,0.0,13411514.452640794,0.0,12771703.591528287,1929943.2032473409,0.0,0.0,16192223.47524519,0.0,12327892.844566496,0.0,0.0,8000.0,6000.0,0.8067327871742036,0.9571121161420331,0.8095238095238095,0.9565217391304348,0.7,0.7,0.7,0.7,140000.0,112000.0,140000.0,112000.0,3.0,False,False,all,2.9103830456733704e-11,309,0
