substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,47079.58452987047,36.87910021287229,63434492.74370754,62728200.97239271,706291.7713148296,1.113419120680036,133327.86058684546,706291.7713148242,739372874.3537774,728643494.308438,10729380.045339465,1.4511460208378755,84.04702077670501,-0.02994617597175875,5791.768682808172,496.90477055158215,3365497.806077426,140,17977.16095589882,14917429.074616013,-822551.2231991626,-0.004539885524026352,0.9915025089811976,0.9174341271923494,0,548772218.9213146,728643494.308438,179871275.38712335
Kalyanpur,30,400,221002.06240130056,47278.56683778369,21.3928170280756,65093121.64351699,64179564.787661016,913556.8558559716,1.4034614300095687,492442.6716768606,913556.8558559658,714351184.0479002,701301618.1295911,13049565.918309093,1.8267717909226655,59.047258548263656,-1.3512462672746892,3232.3281343445797,294.536263310156,5477160.156246173,123,13893.37446214478,20538422.48980317,-2011696.4152477803,0.08819744652111931,0.9891920582951351,0.8883168450871155,0,475345461.66446376,701301618.1295911,225956156.46512735
