substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,7,400,127659.25485741055,93874.05254607857,73.53485859754666,14558248.306902494,13103525.433584124,1454722.8733183704,9.992430700805148,0.0,1454722.8733183672,725107254.5850444,641128386.6540462,83978867.9309982,11.58157878023943,657.8361124291279,271.43167451971476,5680.021048179824,488.7424167840972,16246447.698081514,256,4291.762594491168,134181826.04884692,-33956510.41976737,1.7123022862890631,0.9126165112408863,0.8499999999999999,0,134245542.82625437,641128386.6540462,506882843.8277918
Kalyanpur,7,400,221002.06240130056,97049.95646477715,43.913597642610064,14978975.107194055,13773266.715810392,1205708.3913836628,8.049338374323014,13762.963353960184,1205708.3913836647,702230426.3849574,631332486.519913,70897939.86504447,10.096107659422145,320.80216399205534,0.0,3177.483588862766,290.47515170103884,2456538.4737000274,196,41.84160261653365,109636131.63515028,-36281653.29640576,1.0343421757983053,0.9405483223925424,0.8499999999999999,0,109042592.01988402,631332486.519913,522289894.50002897
