substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,93239.93804627107,73.03813432909017,63434492.74370754,61907623.41195541,1526869.331752129,2.4070017205325387,0.0,1526869.3317521214,739372874.3537774,717110545.3651087,22262328.98866868,3.01097453813494,174.38868034702745,27.218849828993257,5791.768682808172,496.90477055158215,1589182.3947109745,254,3060.2933209165044,33122253.60990844,-9270742.226528954,0.3597799756688324,0.9811217043808472,0.8964119446258454,0,540503006.4396526,717110545.3651087,176607538.92545617
Kalyanpur,30,400,221002.06240130056,101896.05082349516,46.10638005652183,65093121.64351699,63531684.779743165,1561436.8637738228,2.398773978493526,135290.0727787919,1561436.8637738107,714351184.0479002,692144484.6757619,22206699.37213826,3.1086529802194898,100.48186487877581,1.2790959171247778,3232.3281343445797,294.536263310156,2640889.282311951,204,4772.04503208499,33835388.84208946,-8987800.187639248,0.574643118875532,0.9817468894176763,0.8992882711860138,0,508626565.5642537,692144484.6757619,183517919.11150825
