nodeId,household_id,month,baseline_bill_bdt,optimised_bill_bdt,saving_bdt,saving_pct,energy_kwh,energy_shifted_kwh,energy_curtailed_kwh,discomfort_bdt_eq,mean_temp_c,max_temp_c,hot_days,mean_humidity_pct,rain_mm,label
BILL_KHH0069_2025_11,KHH0069,2025-11,1947.7,1637.2,310.5,15.94,226.8,40.79,13.69,259.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0070_2025_11,KHH0070,2025-11,1975.1,1715.6,259.5,13.14,231.7,33.22,11.79,215.4,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0071_2025_11,KHH0071,2025-11,1200.7,1031.9,168.8,14.06,151.6,11.04,12.87,134.2,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0072_2025_11,KHH0072,2025-11,1970.0,1680.0,290.0,14.72,234.6,29.51,16.28,232.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0073_2025_11,KHH0073,2025-11,1760.6,1513.0,247.6,14.06,207.9,30.2,11.86,203.8,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0074_2025_11,KHH0074,2025-11,1940.0,1678.8,261.1,13.46,227.8,36.63,10.56,220.4,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0075_2025_11,KHH0075,2025-11,2809.1,2501.6,307.5,10.95,321.9,35.89,13.78,240.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0076_2025_11,KHH0076,2025-11,1379.3,1222.3,157.0,11.38,172.4,21.78,7.28,138.1,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0077_2025_11,KHH0077,2025-11,1776.6,1522.1,254.5,14.33,211.6,22.49,15.68,199.7,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0078_2025_11,KHH0078,2025-11,1418.6,1209.3,209.4,14.76,175.1,25.31,11.23,179.9,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0079_2025_11,KHH0079,2025-11,2736.2,2316.7,419.6,15.33,308.2,26.1,28.12,301.2,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0080_2025_11,KHH0080,2025-11,6172.6,5355.0,817.6,13.25,441.6,44.46,29.69,385.6,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0081_2025_11,KHH0081,2025-11,1410.6,1267.6,143.1,10.14,178.8,17.73,7.49,123.4,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0082_2025_11,KHH0082,2025-11,2637.3,2305.2,332.1,12.59,298.1,21.89,21.76,239.9,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0083_2025_11,KHH0083,2025-11,2335.9,2101.0,234.9,10.06,268.3,6.57,19.02,159.4,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0084_2025_11,KHH0084,2025-11,4396.4,3831.5,564.8,12.85,320.5,9.79,29.03,242.4,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0085_2025_11,KHH0085,2025-11,1559.9,1300.6,259.3,16.62,181.1,20.38,17.0,200.5,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0086_2025_11,KHH0086,2025-11,2810.9,2511.4,299.6,10.66,318.1,41.56,10.74,241.4,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0087_2025_11,KHH0087,2025-11,2102.1,1795.8,306.4,14.57,251.0,20.3,21.63,232.6,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0088_2025_11,KHH0088,2025-11,1483.4,1312.4,171.0,11.53,185.3,25.49,7.21,152.4,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0089_2025_11,KHH0089,2025-11,1725.5,1513.0,212.5,12.31,207.0,9.94,16.69,156.6,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0090_2025_11,KHH0090,2025-11,8073.4,7098.2,975.2,12.08,508.9,25.44,39.08,375.3,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0091_2025_11,KHH0091,2025-11,2619.0,2287.2,331.8,12.67,301.2,27.53,19.43,246.1,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0092_2025_11,KHH0092,2025-11,4490.2,3841.0,649.2,14.46,278.4,38.61,17.19,274.7,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0093_2025_11,KHH0093,2025-11,3800.5,3226.9,573.6,15.09,238.2,18.32,21.62,224.6,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0094_2025_11,KHH0094,2025-11,2594.4,2310.3,284.2,10.95,299.8,20.54,17.88,207.3,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0095_2025_11,KHH0095,2025-11,1183.1,1028.0,155.1,13.11,149.5,14.14,10.19,127.9,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0096_2025_11,KHH0096,2025-11,1882.5,1643.7,238.8,12.69,222.6,23.87,13.58,190.6,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0097_2025_11,KHH0097,2025-11,1427.4,1248.6,178.8,12.53,178.9,21.01,9.83,152.9,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0098_2025_11,KHH0098,2025-11,2438.6,2105.0,333.7,13.68,278.9,20.91,22.3,239.7,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0099_2025_11,KHH0099,2025-11,1907.9,1651.3,256.7,13.45,231.8,1.63,24.39,177.2,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0100_2025_11,KHH0100,2025-11,1760.4,1536.7,223.7,12.71,207.4,19.46,13.9,175.2,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0101_2025_11,KHH0101,2025-11,1703.0,1480.1,222.9,13.09,204.0,14.87,15.69,169.3,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0102_2025_11,KHH0102,2025-11,1468.4,1307.7,160.7,10.95,184.9,9.43,12.69,126.6,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0103_2025_11,KHH0103,2025-11,9315.2,9315.2,0.0,0.0,583.8,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0104_2025_11,KHH0104,2025-11,10887.5,10887.5,0.0,0.0,686.9,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0105_2025_11,KHH0105,2025-11,8105.3,8105.3,0.0,0.0,506.3,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0106_2025_11,KHH0106,2025-11,5369.0,5369.0,0.0,0.0,392.8,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0107_2025_11,KHH0107,2025-11,2678.1,2678.1,0.0,0.0,305.1,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0108_2025_11,KHH0108,2025-11,5071.4,5071.4,0.0,0.0,361.4,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0109_2025_11,KHH0109,2025-11,3068.1,3068.1,0.0,0.0,344.3,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0110_2025_11,KHH0110,2025-11,5279.5,5279.5,0.0,0.0,376.9,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0111_2025_11,KHH0111,2025-11,6568.5,6568.5,0.0,0.0,477.0,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0112_2025_11,KHH0112,2025-11,2792.5,2792.5,0.0,0.0,321.3,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0113_2025_11,KHH0113,2025-11,2086.8,2086.8,0.0,0.0,245.9,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0114_2025_11,KHH0114,2025-11,5017.7,5017.7,0.0,0.0,355.7,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0115_2025_11,KHH0115,2025-11,9471.7,9471.7,0.0,0.0,593.5,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0116_2025_11,KHH0116,2025-11,6259.9,6259.9,0.0,0.0,452.5,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0117_2025_11,KHH0117,2025-11,5696.0,5696.0,0.0,0.0,412.6,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0118_2025_11,KHH0118,2025-11,8438.3,8438.3,0.0,0.0,526.8,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0119_2025_11,KHH0119,2025-11,9145.0,9145.0,0.0,0.0,580.5,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0120_2025_11,KHH0120,2025-11,9183.6,9183.6,0.0,0.0,585.0,0.0,0.0,0.0,25.4,32.7,0,64.2,12.4,MonthlyBill
BILL_KHH0001_2025_12,KHH0001,2025-12,970.5,886.1,84.4,8.7,123.6,12.27,3.69,39.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0002_2025_12,KHH0002,2025-12,744.2,678.1,66.1,8.88,95.4,0.0,6.8,27.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0003_2025_12,KHH0003,2025-12,697.2,574.6,122.5,17.57,84.3,18.91,4.9,57.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0004_2025_12,KHH0004,2025-12,889.5,842.4,47.1,5.3,113.3,3.05,3.6,20.5,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0005_2025_12,KHH0005,2025-12,201.3,171.9,29.4,14.59,32.6,0.0,4.14,16.5,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0006_2025_12,KHH0006,2025-12,978.3,887.1,91.1,9.32,120.9,9.81,5.38,41.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0007_2025_12,KHH0007,2025-12,805.4,778.6,26.9,3.34,102.7,0.0,2.77,11.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0008_2025_12,KHH0008,2025-12,210.4,201.9,8.5,4.05,35.3,0.0,1.2,4.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0009_2025_12,KHH0009,2025-12,269.0,218.4,50.7,18.83,43.9,8.26,3.77,31.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0010_2025_12,KHH0010,2025-12,1031.6,947.4,84.2,8.16,130.9,11.38,4.03,38.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0011_2025_12,KHH0011,2025-12,775.3,727.6,47.7,6.15,97.7,8.12,1.6,22.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0012_2025_12,KHH0012,2025-12,687.9,604.7,83.2,12.1,84.0,9.94,4.51,37.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0013_2025_12,KHH0013,2025-12,645.7,602.3,43.4,6.72,83.6,0.0,4.47,17.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0014_2025_12,KHH0014,2025-12,535.2,523.1,12.1,2.26,69.7,1.89,0.48,5.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0015_2025_12,KHH0015,2025-12,981.6,908.6,72.9,7.43,124.9,8.54,4.02,33.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0016_2025_12,KHH0016,2025-12,1059.7,970.1,89.6,8.45,132.7,10.22,5.06,40.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0017_2025_12,KHH0017,2025-12,812.6,721.3,91.3,11.24,101.2,12.82,4.17,42.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0018_2025_12,KHH0018,2025-12,1417.3,1235.0,182.3,12.86,175.8,29.55,6.71,85.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0019_2025_12,KHH0019,2025-12,731.6,603.4,128.2,17.52,87.0,11.46,8.52,57.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0020_2025_12,KHH0020,2025-12,778.8,683.3,95.5,12.26,97.2,6.96,6.99,41.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0021_2025_12,KHH0021,2025-12,1027.8,946.9,80.8,7.86,129.5,9.99,4.25,37.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0022_2025_12,KHH0022,2025-12,956.3,840.3,116.0,12.13,119.6,9.59,8.03,51.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0023_2025_12,KHH0023,2025-12,723.5,611.9,111.6,15.43,87.1,16.14,4.91,51.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0024_2025_12,KHH0024,2025-12,757.9,702.5,55.4,7.31,94.6,9.94,1.65,26.5,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0025_2025_12,KHH0025,2025-12,918.3,852.6,65.7,7.15,114.4,13.64,1.2,32.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0026_2025_12,KHH0026,2025-12,764.7,705.4,59.4,7.77,96.0,12.33,1.09,29.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0027_2025_12,KHH0027,2025-12,961.9,881.9,80.0,8.31,118.8,9.33,4.43,36.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0028_2025_12,KHH0028,2025-12,653.9,584.6,69.3,10.6,81.3,8.8,3.55,31.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0029_2025_12,KHH0029,2025-12,770.3,722.5,47.8,6.21,95.9,0.0,4.92,19.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0030_2025_12,KHH0030,2025-12,653.1,548.6,104.4,15.99,78.4,13.91,5.08,48.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0031_2025_12,KHH0031,2025-12,820.9,692.1,128.8,15.69,99.5,13.79,7.64,58.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0032_2025_12,KHH0032,2025-12,686.4,595.0,91.5,13.32,84.9,9.96,5.35,41.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0033_2025_12,KHH0033,2025-12,484.6,413.0,71.6,14.77,59.5,6.77,4.61,32.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0034_2025_12,KHH0034,2025-12,858.3,768.8,89.5,10.43,108.9,1.58,8.57,37.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0035_2025_12,KHH0035,2025-12,706.1,615.2,90.8,12.87,86.3,20.45,1.01,45.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0036_2025_12,KHH0036,2025-12,847.9,783.2,64.7,7.63,108.0,1.33,6.11,27.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0037_2025_12,KHH0037,2025-12,960.8,878.2,82.7,8.6,121.8,9.57,4.61,37.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0038_2025_12,KHH0038,2025-12,327.4,296.3,31.2,9.52,39.1,0.0,3.21,12.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0039_2025_12,KHH0039,2025-12,943.9,858.0,85.9,9.1,117.5,10.91,4.4,39.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0040_2025_12,KHH0040,2025-12,717.9,681.7,36.2,5.04,89.8,0.0,3.72,14.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0041_2025_12,KHH0041,2025-12,2979.4,2752.0,227.4,7.63,183.5,21.65,2.71,54.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0042_2025_12,KHH0042,2025-12,1123.4,947.3,176.1,15.68,136.4,25.87,7.58,82.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0043_2025_12,KHH0043,2025-12,1691.3,1562.7,128.6,7.6,205.4,9.31,8.76,98.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0044_2025_12,KHH0044,2025-12,1029.9,957.2,72.7,7.06,130.5,5.29,5.33,58.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0045_2025_12,KHH0045,2025-12,1722.9,1440.6,282.3,16.38,203.4,32.1,14.47,229.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0046_2025_12,KHH0046,2025-12,1535.5,1324.5,211.0,13.74,184.5,19.41,12.69,166.5,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0047_2025_12,KHH0047,2025-12,1916.2,1791.3,124.9,6.52,232.8,11.68,7.43,98.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0048_2025_12,KHH0048,2025-12,1939.6,1700.1,239.5,12.35,229.1,44.12,5.4,214.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0049_2025_12,KHH0049,2025-12,2204.2,2047.3,156.9,7.12,253.3,24.3,4.59,129.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0050_2025_12,KHH0050,2025-12,2329.0,2052.2,276.8,11.88,264.3,27.2,14.48,210.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0051_2025_12,KHH0051,2025-12,1758.6,1582.7,175.9,10.0,208.0,32.08,4.1,157.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0052_2025_12,KHH0052,2025-12,1134.1,944.7,189.4,16.7,132.5,27.22,7.39,160.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0053_2025_12,KHH0053,2025-12,1496.3,1332.0,164.3,10.98,168.8,16.51,8.45,125.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0054_2025_12,KHH0054,2025-12,1383.2,1209.7,173.5,12.54,165.6,13.71,11.35,134.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0055_2025_12,KHH0055,2025-12,4135.1,3856.9,278.2,6.73,305.2,19.55,8.3,136.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0056_2025_12,KHH0056,2025-12,3348.1,2925.6,422.5,12.62,238.5,23.93,14.95,200.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0057_2025_12,KHH0057,2025-12,1543.9,1412.7,131.2,8.49,188.5,17.67,5.6,109.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0058_2025_12,KHH0058,2025-12,1095.6,973.7,121.9,11.12,130.9,9.97,7.83,94.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0059_2025_12,KHH0059,2025-12,1001.0,905.7,95.3,9.52,126.4,6.73,7.06,76.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0060_2025_12,KHH0060,2025-12,1335.4,1145.0,190.4,14.26,157.7,28.54,6.96,162.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0061_2025_12,KHH0061,2025-12,3040.7,2789.2,251.5,8.27,219.1,14.55,8.78,119.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0062_2025_12,KHH0062,2025-12,1047.9,929.4,118.5,11.31,129.2,19.61,4.2,107.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0063_2025_12,KHH0063,2025-12,1284.1,1163.2,120.9,9.42,160.0,19.93,4.32,110.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0064_2025_12,KHH0064,2025-12,1316.2,1173.7,142.4,10.82,157.3,13.38,8.45,112.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0065_2025_12,KHH0065,2025-12,1612.3,1381.7,230.6,14.3,187.9,32.5,9.27,194.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0066_2025_12,KHH0066,2025-12,1094.0,983.7,110.3,10.08,139.0,19.78,3.28,102.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0067_2025_12,KHH0067,2025-12,1596.9,1309.5,287.5,18.0,186.3,27.27,16.95,227.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0068_2025_12,KHH0068,2025-12,1906.2,1758.4,147.8,7.76,216.3,17.37,6.58,115.5,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0069_2025_12,KHH0069,2025-12,1712.0,1464.0,248.0,14.48,199.2,41.47,7.31,217.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0070_2025_12,KHH0070,2025-12,1794.9,1594.9,200.1,11.15,211.4,31.53,6.68,172.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0071_2025_12,KHH0071,2025-12,987.8,873.9,113.9,11.53,125.6,9.91,7.69,93.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0072_2025_12,KHH0072,2025-12,1431.3,1248.7,182.6,12.76,169.3,27.9,6.46,156.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0073_2025_12,KHH0073,2025-12,1642.4,1421.5,220.9,13.45,193.9,29.35,9.6,184.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0074_2025_12,KHH0074,2025-12,1914.4,1672.7,241.8,12.63,224.8,41.05,6.87,212.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0075_2025_12,KHH0075,2025-12,2804.0,2530.3,273.7,9.76,322.3,40.74,8.68,223.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0076_2025_12,KHH0076,2025-12,1280.1,1149.1,130.9,10.23,159.9,22.99,4.1,120.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0077_2025_12,KHH0077,2025-12,1506.4,1319.1,187.4,12.44,179.7,24.18,8.44,155.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0078_2025_12,KHH0078,2025-12,1256.9,1082.4,174.5,13.88,154.6,26.53,7.14,156.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0079_2025_12,KHH0079,2025-12,1954.7,1731.2,223.5,11.43,221.2,26.26,9.94,174.6,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0080_2025_12,KHH0080,2025-12,4679.3,4162.9,516.4,11.04,332.7,46.58,11.21,264.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0081_2025_12,KHH0081,2025-12,1306.3,1187.3,119.0,9.11,165.4,18.61,4.66,107.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0082_2025_12,KHH0082,2025-12,2063.2,1850.9,212.3,10.29,232.0,22.59,10.4,163.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0083_2025_12,KHH0083,2025-12,2016.2,1865.1,151.1,7.5,232.9,7.37,10.95,106.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0084_2025_12,KHH0084,2025-12,2703.1,2454.8,248.2,9.18,195.3,9.12,10.8,112.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0085_2025_12,KHH0085,2025-12,1294.7,1110.3,184.4,14.24,150.4,21.48,9.25,150.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0086_2025_12,KHH0086,2025-12,2637.5,2377.8,259.8,9.85,298.4,42.85,6.53,217.1,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0087_2025_12,KHH0087,2025-12,1472.2,1310.1,162.1,11.01,175.5,20.68,7.39,134.5,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0088_2025_12,KHH0088,2025-12,1423.6,1269.7,153.9,10.81,177.6,28.23,4.33,143.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0089_2025_12,KHH0089,2025-12,1262.3,1144.9,117.4,9.3,150.3,10.85,7.04,92.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0090_2025_12,KHH0090,2025-12,5300.1,4851.9,448.2,8.46,333.0,25.41,12.37,188.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0091_2025_12,KHH0091,2025-12,1804.4,1632.6,171.8,9.52,207.6,25.97,5.29,140.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0092_2025_12,KHH0092,2025-12,3953.3,3414.4,538.9,13.63,244.8,36.72,12.36,233.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0093_2025_12,KHH0093,2025-12,2466.0,2169.9,296.1,12.01,154.6,16.02,8.48,123.5,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0094_2025_12,KHH0094,2025-12,2392.7,2198.8,193.8,8.1,278.7,25.25,7.62,154.3,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0095_2025_12,KHH0095,2025-12,1000.5,889.6,110.9,11.09,126.7,15.72,5.01,97.9,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0096_2025_12,KHH0096,2025-12,1626.3,1452.0,174.3,10.72,192.2,25.81,6.49,148.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0097_2025_12,KHH0097,2025-12,1309.6,1151.1,158.5,12.1,163.7,21.78,7.43,139.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0098_2025_12,KHH0098,2025-12,2049.2,1846.3,202.9,9.9,236.8,21.99,9.78,156.4,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0099_2025_12,KHH0099,2025-12,1237.1,1120.5,116.6,9.43,150.6,1.2,10.89,81.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0100_2025_12,KHH0100,2025-12,1551.7,1375.6,176.1,11.35,182.5,19.51,9.24,142.7,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0101_2025_12,KHH0101,2025-12,1272.2,1157.2,115.0,9.04,153.4,14.14,5.46,94.8,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0102_2025_12,KHH0102,2025-12,1350.4,1215.7,134.8,9.98,169.8,9.7,9.91,108.2,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0103_2025_12,KHH0103,2025-12,6437.3,6437.3,0.0,0.0,404.4,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0104_2025_12,KHH0104,2025-12,7143.2,7143.2,0.0,0.0,453.8,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0105_2025_12,KHH0105,2025-12,5932.8,5932.8,0.0,0.0,370.4,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0106_2025_12,KHH0106,2025-12,3985.1,3985.1,0.0,0.0,293.1,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0107_2025_12,KHH0107,2025-12,1875.5,1875.5,0.0,0.0,214.1,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0108_2025_12,KHH0108,2025-12,4771.0,4771.0,0.0,0.0,342.6,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0109_2025_12,KHH0109,2025-12,2492.4,2492.4,0.0,0.0,279.2,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
BILL_KHH0110_2025_12,KHH0110,2025-12,3619.1,3619.1,0.0,0.0,255.9,0.0,0.0,0.0,21.3,29.3,0,63.8,0.0,MonthlyBill
