nodeId,household_id,month,baseline_bill_bdt,optimised_bill_bdt,saving_bdt,saving_pct,energy_kwh,energy_shifted_kwh,energy_curtailed_kwh,discomfort_bdt_eq,mean_temp_c,max_temp_c,hot_days,mean_humidity_pct,rain_mm,label
BILL_KHH0097_2024_05,KHH0097,2024-05,1608.3,1365.9,242.4,15.07,204.4,20.85,13.25,176.2,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0098_2024_05,KHH0098,2024-05,3693.8,3019.3,674.5,18.26,437.4,21.42,43.94,393.3,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0099_2024_05,KHH0099,2024-05,3454.8,2793.0,661.8,19.16,434.6,1.43,52.05,370.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0100_2024_05,KHH0100,2024-05,2145.3,1788.3,357.0,16.64,257.9,20.52,21.54,232.9,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0101_2024_05,KHH0101,2024-05,2666.1,2193.8,472.3,17.72,329.6,15.91,31.98,287.5,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0102_2024_05,KHH0102,2024-05,1736.2,1478.7,257.5,14.83,222.0,9.81,18.11,166.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0103_2024_05,KHH0103,2024-05,17582.3,15325.3,2257.0,12.84,1152.1,0.0,99.32,1390.5,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0104_2024_05,KHH0104,2024-05,19000.4,16570.0,2430.5,12.79,1250.0,0.0,106.96,1497.4,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0105_2024_05,KHH0105,2024-05,13502.7,11908.9,1593.8,11.8,876.1,0.0,70.14,981.9,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0106_2024_05,KHH0106,2024-05,8543.5,8543.5,0.0,0.0,639.8,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0107_2024_05,KHH0107,2024-05,4381.7,4381.7,0.0,0.0,514.0,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0108_2024_05,KHH0108,2024-05,6760.6,6760.6,0.0,0.0,495.2,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0109_2024_05,KHH0109,2024-05,4297.0,4297.0,0.0,0.0,498.7,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0110_2024_05,KHH0110,2024-05,9724.6,9724.6,0.0,0.0,726.7,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0111_2024_05,KHH0111,2024-05,10197.9,10197.9,0.0,0.0,759.9,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0112_2024_05,KHH0112,2024-05,3200.1,3200.1,0.0,0.0,371.6,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0113_2024_05,KHH0113,2024-05,2638.1,2638.1,0.0,0.0,318.9,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0114_2024_05,KHH0114,2024-05,7282.8,7282.8,0.0,0.0,533.8,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0115_2024_05,KHH0115,2024-05,16296.6,14261.7,2034.9,12.49,1064.3,0.0,89.55,1253.7,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0116_2024_05,KHH0116,2024-05,11125.8,11125.8,0.0,0.0,831.4,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0117_2024_05,KHH0117,2024-05,9808.6,9808.6,0.0,0.0,739.0,0.0,0.0,0.0,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0118_2024_05,KHH0118,2024-05,14752.7,12835.2,1917.5,13.0,964.1,0.0,84.38,1181.4,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0119_2024_05,KHH0119,2024-05,17261.5,14937.9,2323.6,13.46,1138.6,0.0,102.26,1431.6,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0120_2024_05,KHH0120,2024-05,14717.8,12746.7,1971.1,13.39,960.4,0.0,86.74,1214.4,30.4,40.3,25,72.5,277.7,MonthlyBill
BILL_KHH0001_2024_06,KHH0001,2024-06,1152.5,1033.6,118.9,10.31,150.0,8.45,7.5,46.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0002_2024_06,KHH0002,2024-06,1140.3,973.4,166.9,14.63,148.7,0.0,14.68,58.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0003_2024_06,KHH0003,2024-06,891.1,703.1,188.0,21.1,111.6,15.88,11.0,75.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0004_2024_06,KHH0004,2024-06,1291.8,1138.8,152.9,11.84,168.0,3.6,12.16,55.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0005_2024_06,KHH0005,2024-06,504.5,388.0,116.5,23.09,88.9,0.0,13.42,53.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0006_2024_06,KHH0006,2024-06,1175.3,1024.7,150.7,12.82,149.7,9.27,10.03,58.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0007_2024_06,KHH0007,2024-06,1334.6,1180.8,153.8,11.52,174.8,0.0,13.65,54.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0008_2024_06,KHH0008,2024-06,377.4,316.3,61.1,16.2,66.6,0.0,7.03,28.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0009_2024_06,KHH0009,2024-06,524.2,396.1,128.1,24.44,90.2,9.55,11.58,65.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0010_2024_06,KHH0010,2024-06,1357.1,1189.8,167.3,12.33,175.4,11.1,10.93,65.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0011_2024_06,KHH0011,2024-06,1153.7,1013.1,140.6,12.19,149.4,7.55,9.84,54.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0012_2024_06,KHH0012,2024-06,856.4,713.4,143.0,16.7,107.8,9.56,9.34,56.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0013_2024_06,KHH0013,2024-06,1111.1,954.0,157.1,14.14,145.8,0.0,13.76,55.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0014_2024_06,KHH0014,2024-06,592.1,580.6,11.5,1.95,78.3,1.41,0.53,4.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0015_2024_06,KHH0015,2024-06,1623.4,1400.3,223.0,13.74,211.7,8.41,16.86,84.2,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0016_2024_06,KHH0016,2024-06,1441.8,1243.1,198.6,13.78,184.8,9.87,14.15,76.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0017_2024_06,KHH0017,2024-06,1035.1,883.6,151.5,14.63,132.4,12.01,9.09,60.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0018_2024_06,KHH0018,2024-06,1642.5,1383.4,259.1,15.78,208.1,27.04,13.32,107.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0019_2024_06,KHH0019,2024-06,1018.9,791.0,227.9,22.37,126.5,10.62,16.33,86.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0020_2024_06,KHH0020,2024-06,1550.0,1257.0,292.9,18.9,200.2,7.69,23.27,108.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0021_2024_06,KHH0021,2024-06,1546.8,1334.3,212.5,13.74,199.6,11.43,14.82,82.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0022_2024_06,KHH0022,2024-06,1697.9,1394.1,303.9,17.9,218.2,11.42,23.0,114.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0023_2024_06,KHH0023,2024-06,973.2,776.6,196.6,20.2,121.6,15.38,11.9,78.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0024_2024_06,KHH0024,2024-06,992.2,868.9,123.3,12.43,127.4,9.11,7.63,48.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0025_2024_06,KHH0025,2024-06,1245.6,1101.1,144.5,11.6,159.8,13.88,7.92,59.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0026_2024_06,KHH0026,2024-06,985.8,873.5,112.4,11.4,127.3,10.71,6.17,46.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0027_2024_06,KHH0027,2024-06,1273.8,1096.2,177.6,13.94,162.0,10.23,12.17,69.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0028_2024_06,KHH0028,2024-06,804.8,674.1,130.7,16.24,102.1,8.67,8.44,51.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0029_2024_06,KHH0029,2024-06,991.4,876.6,114.8,11.58,127.4,0.0,10.05,40.2,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0030_2024_06,KHH0030,2024-06,1048.3,829.7,218.6,20.85,132.0,13.4,14.68,85.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0031_2024_06,KHH0031,2024-06,1287.7,1018.6,269.1,20.9,163.2,12.39,19.29,101.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0032_2024_06,KHH0032,2024-06,1005.6,816.3,189.3,18.82,127.9,9.5,13.48,72.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0033_2024_06,KHH0033,2024-06,709.4,570.4,138.9,19.58,90.8,4.5,10.6,51.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0034_2024_06,KHH0034,2024-06,1174.1,986.2,187.9,16.0,151.7,0.86,16.19,66.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0035_2024_06,KHH0035,2024-06,729.5,612.2,117.3,16.08,90.9,18.25,4.0,52.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0036_2024_06,KHH0036,2024-06,1327.6,1143.6,184.1,13.86,172.9,1.26,15.7,65.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0037_2024_06,KHH0037,2024-06,1348.8,1162.0,186.8,13.85,174.1,9.77,13.15,72.2,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0038_2024_06,KHH0038,2024-06,950.3,746.7,203.6,21.43,122.6,0.0,17.81,71.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0039_2024_06,KHH0039,2024-06,1254.7,1090.0,164.7,13.12,160.9,10.22,11.07,64.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0040_2024_06,KHH0040,2024-06,836.6,761.6,75.1,8.97,107.5,0.0,6.57,26.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0041_2024_06,KHH0041,2024-06,3327.8,2990.5,337.3,10.14,209.3,20.88,7.94,73.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0042_2024_06,KHH0042,2024-06,1468.8,1172.1,296.7,20.2,182.8,27.49,16.67,121.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0043_2024_06,KHH0043,2024-06,2250.4,1991.8,258.6,11.49,277.6,9.44,18.57,167.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0044_2024_06,KHH0044,2024-06,1387.7,1210.2,177.5,12.79,179.6,5.22,13.77,117.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0045_2024_06,KHH0045,2024-06,1991.4,1631.8,359.6,18.06,238.0,30.28,19.77,259.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0046_2024_06,KHH0046,2024-06,3318.7,2726.3,592.4,17.85,418.0,18.98,43.6,381.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0047_2024_06,KHH0047,2024-06,2435.7,2187.1,248.6,10.21,300.1,12.17,16.73,165.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0048_2024_06,KHH0048,2024-06,2528.5,2130.3,398.2,15.75,304.9,42.46,18.68,300.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0049_2024_06,KHH0049,2024-06,3595.7,3158.9,436.8,12.15,426.8,24.37,26.42,282.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0050_2024_06,KHH0050,2024-06,3889.6,3173.1,716.5,18.42,456.4,24.58,49.04,441.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0051_2024_06,KHH0051,2024-06,1990.5,1754.6,235.9,11.85,241.0,28.43,9.93,183.2,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0052_2024_06,KHH0052,2024-06,2595.1,2088.9,506.2,19.5,323.7,24.16,34.37,337.2,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0053_2024_06,KHH0053,2024-06,4023.2,3300.8,722.5,17.96,478.8,16.27,52.89,435.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0054_2024_06,KHH0054,2024-06,2090.3,1737.1,353.2,16.9,255.2,13.52,25.18,230.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0055_2024_06,KHH0055,2024-06,8646.3,7343.2,1303.1,15.07,659.0,14.62,63.78,504.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0056_2024_06,KHH0056,2024-06,8644.9,7138.7,1506.1,17.42,651.0,25.59,71.28,601.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0057_2024_06,KHH0057,2024-06,2062.0,1818.6,243.3,11.8,254.6,17.78,14.34,171.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0058_2024_06,KHH0058,2024-06,3379.6,2760.6,619.1,18.32,431.5,8.63,48.47,373.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0059_2024_06,KHH0059,2024-06,1341.1,1147.3,193.8,14.45,172.3,6.27,15.01,130.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0060_2024_06,KHH0060,2024-06,2906.5,2375.4,531.1,18.27,360.3,27.28,35.32,356.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0061_2024_06,KHH0061,2024-06,8975.7,7524.7,1451.0,16.17,683.7,15.2,72.0,564.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0062_2024_06,KHH0062,2024-06,1222.2,1062.6,159.6,13.06,154.2,19.74,7.23,129.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0063_2024_06,KHH0063,2024-06,1753.3,1496.0,257.3,14.67,224.2,18.61,16.31,188.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0064_2024_06,KHH0064,2024-06,2009.6,1699.9,309.7,15.41,246.2,13.66,21.41,204.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0065_2024_06,KHH0065,2024-06,2026.6,1674.7,351.9,17.37,242.5,29.07,19.33,251.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0066_2024_06,KHH0066,2024-06,1505.9,1298.1,207.8,13.8,193.7,22.64,10.46,163.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0067_2024_06,KHH0067,2024-06,2473.7,1958.9,514.8,20.81,298.5,24.67,34.49,340.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0068_2024_06,KHH0068,2024-06,3510.4,2987.8,522.6,14.89,415.6,17.21,36.2,322.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0069_2024_06,KHH0069,2024-06,2460.0,2021.1,438.9,17.84,295.0,42.21,22.29,324.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0070_2024_06,KHH0070,2024-06,2166.3,1851.8,314.4,14.51,261.4,27.54,16.77,227.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0071_2024_06,KHH0071,2024-06,1587.5,1334.0,253.5,15.97,205.9,9.55,19.19,172.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0072_2024_06,KHH0072,2024-06,3088.3,2533.5,554.8,17.97,384.2,29.53,36.51,373.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0073_2024_06,KHH0073,2024-06,1899.9,1607.8,292.0,15.37,228.4,27.79,14.76,214.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0074_2024_06,KHH0074,2024-06,2174.3,1837.4,337.0,15.5,259.7,38.43,14.99,258.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0075_2024_06,KHH0075,2024-06,3191.6,2737.3,454.4,14.24,368.5,38.08,23.08,313.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0076_2024_06,KHH0076,2024-06,1626.6,1414.6,212.0,13.03,208.3,21.56,11.23,164.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0077_2024_06,KHH0077,2024-06,2354.5,1966.7,387.9,16.47,287.9,21.93,25.11,263.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0078_2024_06,KHH0078,2024-06,1622.1,1344.9,277.2,17.09,204.8,26.11,15.27,211.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0079_2024_06,KHH0079,2024-06,4151.5,3424.3,727.2,17.52,491.6,23.48,49.83,442.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0080_2024_06,KHH0080,2024-06,9530.5,8050.6,1479.8,15.53,712.9,45.83,62.18,618.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0081_2024_06,KHH0081,2024-06,1587.5,1386.5,201.0,12.66,203.6,18.37,11.41,153.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0082_2024_06,KHH0082,2024-06,3708.9,3104.9,604.1,16.29,438.0,20.23,40.79,366.4,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0083_2024_06,KHH0083,2024-06,3109.6,2706.9,402.7,12.95,365.2,5.95,30.42,236.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0084_2024_06,KHH0084,2024-06,7492.6,6300.2,1192.3,15.91,573.4,8.85,59.96,455.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0085_2024_06,KHH0085,2024-06,2076.7,1691.5,385.2,18.55,251.6,18.04,26.25,255.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0086_2024_06,KHH0086,2024-06,3248.5,2848.9,399.6,12.3,373.6,44.05,16.59,292.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0087_2024_06,KHH0087,2024-06,3093.8,2562.3,531.5,17.18,387.2,18.19,38.39,341.5,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0088_2024_06,KHH0088,2024-06,1529.4,1339.0,190.4,12.45,195.4,20.36,9.62,148.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0089_2024_06,KHH0089,2024-06,2893.1,2408.4,484.7,16.75,362.9,10.61,37.21,302.9,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0090_2024_06,KHH0090,2024-06,13369.7,11441.5,1928.2,14.42,883.2,25.05,81.13,668.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0091_2024_06,KHH0091,2024-06,3857.3,3210.1,647.2,16.78,459.4,25.95,42.21,399.2,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0092_2024_06,KHH0092,2024-06,5135.0,4359.4,775.5,15.1,324.6,32.37,24.05,297.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0093_2024_06,KHH0093,2024-06,6739.2,5593.4,1145.8,17.0,442.7,15.79,47.94,398.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0094_2024_06,KHH0094,2024-06,3872.9,3294.6,578.3,14.93,462.6,21.8,38.99,360.1,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0095_2024_06,KHH0095,2024-06,1590.8,1330.1,260.7,16.39,205.4,14.75,17.99,185.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0096_2024_06,KHH0096,2024-06,2236.4,1885.5,351.0,15.69,271.5,22.26,21.61,240.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0097_2024_06,KHH0097,2024-06,1611.4,1371.4,240.0,14.89,204.8,21.25,13.82,181.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0098_2024_06,KHH0098,2024-06,3776.6,3106.6,670.0,17.74,448.9,20.13,47.03,409.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0099_2024_06,KHH0099,2024-06,3151.4,2582.9,568.6,18.04,397.2,1.23,46.98,333.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0100_2024_06,KHH0100,2024-06,1998.9,1698.2,300.7,15.05,241.6,17.54,19.16,204.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0101_2024_06,KHH0101,2024-06,2694.7,2270.3,424.3,15.75,339.0,15.48,30.1,272.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0102_2024_06,KHH0102,2024-06,1703.9,1469.2,234.8,13.78,218.8,8.98,17.68,159.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0103_2024_06,KHH0103,2024-06,18037.5,16574.6,1463.0,8.11,1196.5,0.0,64.38,901.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0104_2024_06,KHH0104,2024-06,19977.3,18176.2,1801.2,9.02,1321.0,0.0,79.26,1109.7,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0105_2024_06,KHH0105,2024-06,13579.1,12523.1,1056.0,7.78,888.7,0.0,46.47,650.6,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0106_2024_06,KHH0106,2024-06,8724.6,8724.6,0.0,0.0,659.9,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0107_2024_06,KHH0107,2024-06,4508.2,4508.2,0.0,0.0,535.7,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0108_2024_06,KHH0108,2024-06,6232.6,6232.6,0.0,0.0,459.2,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0109_2024_06,KHH0109,2024-06,4337.2,4337.2,0.0,0.0,505.4,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0110_2024_06,KHH0110,2024-06,9992.2,9992.2,0.0,0.0,758.1,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0111_2024_06,KHH0111,2024-06,9571.2,9571.2,0.0,0.0,721.3,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0112_2024_06,KHH0112,2024-06,3030.2,3030.2,0.0,0.0,352.8,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0113_2024_06,KHH0113,2024-06,2694.4,2694.4,0.0,0.0,326.5,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0114_2024_06,KHH0114,2024-06,6724.4,6724.4,0.0,0.0,494.1,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0115_2024_06,KHH0115,2024-06,15696.0,14310.2,1385.8,8.83,1031.8,0.0,60.98,853.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0116_2024_06,KHH0116,2024-06,11421.6,11421.6,0.0,0.0,865.2,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0117_2024_06,KHH0117,2024-06,10258.0,10258.0,0.0,0.0,780.8,0.0,0.0,0.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0118_2024_06,KHH0118,2024-06,13514.2,12299.5,1214.6,8.99,889.9,0.0,53.45,748.3,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0119_2024_06,KHH0119,2024-06,18212.8,16639.9,1572.9,8.64,1212.3,0.0,69.22,969.0,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0120_2024_06,KHH0120,2024-06,14949.7,13714.8,1234.8,8.26,987.0,0.0,54.34,760.8,30.2,36.2,21,82.0,229.6,MonthlyBill
BILL_KHH0001_2024_07,KHH0001,2024-07,1194.4,1071.5,122.9,10.29,154.1,10.85,8.22,54.6,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0002_2024_07,KHH0002,2024-07,1179.0,1023.6,155.4,13.18,152.7,0.0,15.99,63.9,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0003_2024_07,KHH0003,2024-07,942.8,769.3,173.5,18.41,118.2,14.6,11.9,76.8,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0004_2024_07,KHH0004,2024-07,1317.1,1176.7,140.4,10.66,170.6,4.94,12.43,59.6,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0005_2024_07,KHH0005,2024-07,479.7,383.6,96.1,20.03,83.4,0.0,13.54,54.1,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0006_2024_07,KHH0006,2024-07,1222.7,1078.0,144.6,11.83,155.1,11.02,10.39,63.6,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0007_2024_07,KHH0007,2024-07,1279.4,1156.9,122.5,9.58,166.9,0.0,12.61,50.4,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0008_2024_07,KHH0008,2024-07,363.0,315.5,47.5,13.1,63.6,0.0,6.7,26.8,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0009_2024_07,KHH0009,2024-07,477.6,377.2,100.5,21.03,81.6,8.49,10.69,59.7,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0010_2024_07,KHH0010,2024-07,1364.8,1213.0,151.7,11.12,175.9,11.71,10.84,66.8,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0011_2024_07,KHH0011,2024-07,1143.1,1015.5,127.5,11.16,147.1,8.97,9.46,55.8,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0012_2024_07,KHH0012,2024-07,861.5,724.9,136.6,15.86,107.8,9.94,10.0,59.9,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0013_2024_07,KHH0013,2024-07,1133.3,992.5,140.7,12.42,148.2,0.0,14.48,57.9,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0014_2024_07,KHH0014,2024-07,619.0,607.2,11.8,1.91,81.9,1.83,0.47,5.5,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0015_2024_07,KHH0015,2024-07,1566.8,1372.8,194.0,12.38,203.1,7.72,16.81,82.7,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0016_2024_07,KHH0016,2024-07,1410.1,1243.8,166.3,11.8,180.7,8.36,13.71,71.5,29.2,34.4,13,83.4,144.0,MonthlyBill
BILL_KHH0017_2024_07,KHH0017,2024-07,1064.3,917.4,146.9,13.8,135.2,13.59,9.58,65.5,29.2,34.4,13,83.4,144.0,MonthlyBill
