:START_ID,:END_ID,:TYPE
WARD_KAL_1,SUB_Kalyanpur,PART_OF
WARD_KAL_2,SUB_Kalyanpur,PART_OF
WARD_KAL_3,SUB_Kalyanpur,PART_OF
WARD_KAL_4,SUB_Kalyanpur,PART_OF
WARD_KAL_5,SUB_Kalyanpur,PART_OF
WARD_DHA_1,SUB_Dhanmondi,PART_OF
WARD_DHA_2,SUB_Dhanmondi,PART_OF
WARD_DHA_3,SUB_Dhanmondi,PART_OF
WARD_DHA_4,SUB_Dhanmondi,PART_OF
WARD_DHA_5,SUB_Dhanmondi,PART_OF
