date,actual_mw,pred_mw,pred_mw_k1,robust_mw_k1,pred_mw_k2,robust_mw_k2,pred_mw_k3,robust_mw_k3,pred_mw_k4,robust_mw_k4,pred_mw_k5,robust_mw_k5,pred_mw_k6,robust_mw_k6,pred_mw_k7,robust_mw_k7,pred_mw_k8,robust_mw_k8,pred_mw_k9,robust_mw_k9,pred_mw_k10,robust_mw_k10,pred_mw_k11,robust_mw_k11,pred_mw_k12,robust_mw_k12,pred_mw_k13,robust_mw_k13,pred_mw_k14,robust_mw_k14,pred_mw_k15,robust_mw_k15
2019-11-01,135.0,118.099,118.099,142.796,123.619,149.609,127.351,154.317,125.921,153.821,122.744,151.445,117.948,146.667,113.914,142.926,116.061,145.443,121.98,151.362,125.217,154.352,124.022,152.799,121.18,149.836,117.398,145.832,112.732,141.139,114.837,143.219
2019-11-02,143.0,125.537,125.537,150.233,126.994,152.985,124.656,151.621,121.897,149.796,118.688,147.39,113.507,142.226,115.928,144.94,123.347,152.729,125.084,154.466,122.536,151.672,120.229,149.006,117.075,145.731,112.636,141.07,114.588,142.995,122.26,150.642
2019-11-03,150.0,126.242,126.242,150.939,125.544,151.535,121.896,148.862,120.016,147.915,118.004,146.705,115.476,144.195,118.781,147.793,124.276,153.658,123.502,152.884,120.414,149.549,118.542,147.319,116.265,144.921,114.173,142.608,117.853,146.26,123.57,151.952
2019-11-04,129.0,130.059,130.059,154.755,126.752,152.742,121.945,148.91,121.393,149.293,121.396,150.098,121.236,149.955,124.572,153.584,127.857,157.239,124.244,153.626,120.563,149.698,119.823,148.6,119.417,148.073,119.434,147.868,123.766,152.173,127.243,155.625
2019-11-05,148.0,126.041,126.041,150.737,121.053,147.043,116.972,143.938,118.385,146.285,121.021,149.723,122.769,151.488,125.391,154.403,126.002,155.385,120.55,149.932,117.051,146.187,118.146,146.923,120.33,148.986,122.112,150.546,125.326,153.733,126.133,154.515
2019-11-06,140.0,122.034,122.034,146.73,118.92,144.91,117.55,144.516,119.448,147.348,122.247,150.949,122.988,151.707,122.817,151.829,122.269,151.651,118.943,148.325,117.51,146.645,119.252,148.029,121.875,150.531,122.974,151.409,122.725,151.132,122.328,150.71
2019-11-07,106.0,108.99,108.99,133.686,117.248,143.238,126.504,153.47,127.606,155.505,125.282,153.983,125.854,154.573,116.776,145.788,108.142,137.524,116.333,145.715,125.726,154.861,126.355,155.132,123.996,152.652,124.836,153.27,116.135,144.542,107.719,136.101
2019-11-08,118.0,113.679,113.679,138.375,118.731,144.722,122.295,149.261,121.19,149.089,118.415,147.117,114.288,143.007,110.294,139.306,111.711,141.093,117.128,146.509,120.465,149.6,119.54,148.317,117.058,145.715,113.816,142.251,109.317,137.724,110.787,139.169
2019-11-09,84.0,116.36,116.36,141.056,117.057,143.048,114.669,141.635,112.762,140.661,110.414,139.116,106.693,135.412,109.043,138.055,114.873,144.255,115.606,144.988,113.416,142.551,111.76,140.537,109.293,137.949,106.041,134.476,108.237,136.644,114.368,142.75
2019-11-10,129.0,104.651,104.651,129.348,103.602,129.593,102.344,129.31,102.514,130.414,102.84,131.541,101.618,130.337,102.741,131.753,105.715,135.097,104.393,133.775,103.014,132.15,103.014,131.791,103.077,131.733,102.455,130.889,103.571,131.978,106.296,134.678
2019-11-11,110.0,111.277,111.277,135.974,107.954,133.945,105.694,132.66,106.985,134.885,109.142,137.843,109.928,138.647,111.591,140.603,112.502,141.884,108.89,138.272,106.746,135.881,107.731,136.508,109.556,138.212,110.681,139.116,112.358,140.765,113.357,141.739
2019-11-12,145.0,111.632,111.632,136.328,107.368,133.358,105.163,132.129,107.223,135.122,110.499,139.201,112.216,140.935,113.821,142.833,113.801,143.184,109.082,138.464,106.791,135.926,108.463,137.24,111.418,140.074,113.164,141.599,114.715,143.122,114.729,143.111
2019-11-13,141.0,112.278,112.278,136.975,108.455,134.445,106.647,133.613,108.701,136.6,111.821,140.523,113.26,141.979,114.386,143.398,114.373,143.756,110.027,139.409,107.983,137.118,109.678,138.455,112.487,141.143,113.949,142.383,115.069,143.476,115.003,143.385
2019-11-14,98.0,104.021,104.021,128.717,112.013,138.003,120.826,147.792,121.713,149.613,119.231,147.932,120.089,148.808,111.822,140.834,103.527,132.909,111.369,140.751,120.351,149.487,120.759,149.536,118.179,146.835,119.159,147.593,111.452,139.859,103.33,131.712
2019-11-15,118.0,111.255,111.255,135.951,115.418,141.409,118.277,145.243,117.366,145.265,115.129,143.831,111.194,139.913,107.651,136.663,109.139,138.522,113.737,143.119,116.488,145.623,115.824,144.601,113.892,142.548,110.834,139.269,106.732,135.139,108.423,136.805
2019-11-16,130.0,118.132,118.132,142.828,118.983,144.974,116.451,143.417,114.226,142.125,111.63,140.332,107.488,136.207,109.935,138.947,115.966,145.348,117.065,146.446,114.689,143.825,112.904,141.681,110.284,138.94,106.678,135.112,108.818,137.225,115.356,143.738
2019-11-17,126.0,115.456,115.456,140.152,115.014,141.005,112.007,138.973,110.434,138.334,108.689,137.391,106.416,135.135,109.242,138.254,113.878,143.26,113.418,142.8,110.867,140.002,109.421,138.198,107.395,136.052,105.642,134.076,108.799,137.206,113.707,142.089
2019-11-18,102.0,116.745,116.745,141.441,114.001,139.992,110.414,137.38,110.283,138.183,110.666,139.368,110.426,139.144,112.699,141.711,115.25,144.633,112.273,141.655,109.48,138.615,109.313,138.09,109.334,137.99,109.482,137.916,112.584,140.991,115.204,143.586
2019-11-19,109.0,109.2,109.2,133.896,105.936,131.926,103.774,130.74,105.114,133.013,107.322,136.023,107.957,136.676,109.306,138.318,110.368,139.75,106.69,136.072,104.606,133.741,105.748,134.525,107.677,136.333,108.43,136.864,109.939,138.346,110.943,139.325
2019-11-20,109.0,105.787,105.787,130.484,103.036,129.026,101.651,128.617,103.227,131.126,105.59,134.292,106.07,134.789,107.401,136.413,108.272,137.654,105.068,134.449,103.151,132.286,104.603,133.38,106.676,135.332,107.231,135.665,108.274,136.681,109.134,137.516
2019-11-21,87.0,95.107,95.107,119.803,101.232,127.223,108.139,135.105,109.073,136.972,107.184,135.886,108.993,137.712,103.86,132.872,96.818,126.2,102.543,131.925,109.334,138.469,109.756,138.533,107.449,136.105,109.266,137.701,104.697,133.104,97.755,126.137
2019-11-22,106.0,103.335,103.335,128.031,104.802,130.792,105.426,132.391,105.119,133.019,104.177,132.879,101.577,130.296,100.22,129.232,102.659,132.041,104.112,133.494,104.963,134.098,104.688,133.465,103.767,132.423,101.776,130.211,100.324,128.731,102.647,131.029
2019-11-23,114.0,107.676,107.676,132.373,107.647,133.638,105.525,132.491,104.308,132.207,102.867,131.569,100.272,128.991,102.164,131.176,106.87,136.252,106.713,136.095,104.903,134.039,103.852,132.629,102.24,130.897,100.029,128.463,102.111,130.518,106.82,135.202
2019-11-24,114.0,103.477,103.477,128.174,102.853,128.844,100.981,127.946,100.413,128.312,99.87,128.572,97.985,126.704,99.322,128.334,102.79,132.172,102.07,131.452,100.408,129.543,100.062,128.839,99.313,127.969,97.985,126.42,99.596,128.003,103.046,131.428
2019-11-25,102.0,103.577,103.577,128.273,102.088,128.078,100.339,127.304,100.417,128.316,100.837,129.539,99.794,128.513,100.88,129.892,103.629,133.011,101.96,131.341,100.438,129.573,100.502,129.279,100.748,129.404,100.149,128.584,101.471,129.878,104.07,132.452
2019-11-26,123.0,100.101,100.101,124.797,98.086,124.076,96.884,123.85,97.742,125.641,99.257,127.958,99.036,127.755,100.239,129.251,101.912,131.294,99.635,129.017,98.092,127.227,98.964,127.741,100.324,128.98,100.267,128.702,101.271,129.678,102.848,131.23
2019-11-27,121.0,98.212,98.212,122.908,96.749,122.74,95.907,122.873,96.667,124.566,97.941,126.642,97.348,126.067,98.597,127.609,100.386,129.768,98.69,128.072,97.205,126.34,98.096,126.873,99.205,127.861,98.806,127.24,99.629,128.036,101.412,129.794
2019-11-28,97.0,91.825,91.825,116.521,97.277,123.267,102.987,129.953,103.402,131.301,101.204,129.905,102.975,131.694,98.518,127.53,92.419,121.801,97.475,126.857,103.647,132.782,103.649,132.426,101.086,129.742,102.674,131.109,99.284,127.691,93.2,121.583
2019-11-29,102.0,99.328,99.328,124.024,100.458,126.449,100.823,127.789,100.353,128.252,99.429,128.13,97.24,125.959,96.147,125.159,98.371,127.753,99.529,128.91,100.262,129.398,99.92,128.697,99.08,127.736,97.297,125.732,96.342,124.75,98.441,126.823
2019-11-30,107.0,100.913,100.913,125.61,100.369,126.359,98.543,125.509,97.812,125.711,97.16,125.862,95.078,123.797,96.272,125.284,99.995,129.377,99.43,128.812,97.998,127.133,97.52,126.297,96.8,125.456,95.111,123.546,96.532,124.939,100.247,128.629
2019-12-01,112.0,98.933,98.933,123.629,98.198,124.188,96.547,123.513,96.043,123.942,95.696,124.398,93.898,122.617,94.877,123.889,98.323,127.706,97.503,126.885,96.161,125.296,95.894,124.671,95.455,124.111,94.093,122.527,95.407,123.814,98.673,127.056
2019-12-02,99.0,97.936,97.936,122.633,97.132,123.123,95.872,122.838,95.676,123.576,95.697,124.399,94.103,122.822,94.949,123.961,98.172,127.554,97.208,126.589,96.011,125.146,95.958,124.735,95.891,124.548,94.681,123.116,95.697,124.104,98.654,127.036
2019-12-03,113.0,94.997,94.997,119.694,93.862,119.852,93.141,120.107,93.539,121.438,94.409,123.11,93.532,122.251,94.719,123.731,96.911,126.293,95.659,125.041,94.431,123.566,94.983,123.76,95.764,124.421,95.161,123.596,95.958,124.365,98.069,126.452
2019-12-04,113.0,94.808,94.808,119.505,93.586,119.577,93.033,119.999,93.625,121.525,94.751,123.452,94.074,122.793,95.359,124.371,97.238,126.62,95.903,125.285,94.644,123.78,95.376,124.153,96.401,125.057,95.978,124.413,96.693,125.1,98.56,126.942
2019-12-05,87.0,89.359,89.359,114.055,93.924,119.915,98.914,125.88,99.499,127.398,97.811,126.513,99.867,128.586,96.419,125.431,90.652,120.034,94.824,124.206,100.24,129.375,100.424,129.201,98.361,127.017,100.078,128.512,97.456,125.863,91.849,120.231
2019-12-06,95.0,97.155,97.155,121.851,97.21,123.2,96.532,123.497,96.063,123.963,95.514,124.215,93.599,122.318,93.569,122.581,96.537,125.919,96.528,125.91,96.229,125.364,95.94,124.717,95.405,124.061,93.858,122.293,94.13,122.537,96.827,125.21
2019-12-07,99.0,98.202,98.202,122.898,97.449,123.439,95.703,122.669,95.138,123.037,94.746,123.448,92.972,121.691,94.061,123.072,97.478,126.86,96.683,126.065,95.304,124.44,95.036,123.813,94.556,123.212,93.22,121.654,94.651,123.058,97.926,126.309
2019-12-08,97.0,97.819,97.819,122.515,97.096,123.087,95.522,122.488,95.051,122.951,94.736,123.437,92.95,121.669,93.857,122.869,97.362,126.744,96.529,125.911,95.287,124.422,95.043,123.82,94.641,123.297,93.284,121.718,94.545,122.952,97.783,126.166
2019-12-09,87.0,96.409,96.409,121.105,95.478,121.468,94.504,121.47,94.633,122.532,95.068,123.77,93.817,122.536,94.829,123.841,97.584,126.967,96.492,125.874,95.314,124.449,95.58,124.357,95.903,124.56,95.014,123.449,95.918,124.325,98.461,126.843
2019-12-10,95.0,93.4,93.4,118.096,92.101,118.092,91.765,118.731,92.62,120.52,94.05,122.752,93.626,122.345,95.032,124.044,96.601,125.983,95.172,124.554,93.958,123.093,94.948,123.725,96.243,124.899,96.076,124.511,96.716,125.123,98.275,126.657
2019-12-11,92.0,92.955,92.955,117.651,91.563,117.553,91.497,118.463,92.66,120.559,94.458,123.16,94.319,123.038,95.869,124.881,97.01,126.392,95.479,124.861,94.253,123.388,95.521,124.298,97.15,125.806,97.266,125.7,97.778,126.185,98.981,127.364
2019-12-12,77.0,86.963,86.963,111.66,91.026,117.017,96.324,123.29,97.696,125.595,96.993,125.694,99.798,128.517,97.068,126.08,90.552,119.934,94.158,123.54,99.324,128.459,100.22,128.997,99.019,127.675,101.452,129.887,98.893,127.3,92.68,121.062
2019-12-13,102.0,95.803,95.803,120.5,95.609,121.599,94.982,121.948,95.017,122.916,94.9,123.602,93.598,122.317,94.101,123.113,96.74,126.122,96.275,125.657,95.839,124.974,95.934,124.711,95.604,124.26,94.753,123.187,95.442,123.849,97.676,126.059
2019-12-14,100.0,102.275,102.275,126.971,102.117,128.107,100.564,127.53,99.832,127.732,98.864,127.566,96.737,125.456,98.198,127.21,102.928,132.31,102.328,131.71,100.941,130.076,100.247,129.024,98.992,127.648,97.364,125.799,99.299,127.706,103.301,131.683
2019-12-15,62.0,100.588,100.588,125.285,100.017,126.008,99.023,125.989,99.143,127.042,99.246,127.947,97.86,126.579,99.337,128.349,102.662,132.044,101.705,131.087,100.347,129.482,100.48,129.257,100.241,128.897,99.406,127.841,100.78,129.187,103.664,132.046
2019-12-16,87.0,93.842,93.842,118.538,92.218,118.208,92.434,119.4,94.142,122.041,96.481,125.182,96.835,125.554,98.523,127.535,99.254,128.636,97.395,126.776,96.288,125.423,97.893,126.67,99.927,128.583,100.702,129.136,101.087,129.494,101.784,130.167
2019-12-17,85.0,93.153,93.153,117.849,90.885,116.876,91.194,118.16,93.514,121.414,96.747,125.449,97.881,126.6,99.826,128.837,99.567,128.95,97.019,126.401,95.681,124.816,97.948,126.725,100.862,129.518,102.196,130.631,102.576,130.983,102.425,130.807
2019-12-18,82.0,91.244,91.244,115.94,89.456,115.447,90.147,117.113,92.407,120.307,95.472,124.174,96.326,125.045,98.334,127.346,98.118,127.5,96.09,125.472,94.825,123.96,97.118,125.895,99.86,128.516,100.949,129.384,101.139,129.546,101.122,129.504
2019-12-19,82.0,84.852,84.852,109.549,87.628,113.619,92.555,119.521,94.645,122.544,95.333,124.035,98.319,127.038,96.773,125.785,90.731,120.114,93.086,122.467,97.095,126.23,98.792,127.569,98.964,127.62,101.686,130.12,99.458,127.865,93.758,122.14
2019-12-20,73.0,93.975,93.975,118.671,93.122,119.113,92.414,119.379,92.871,120.77,93.534,122.236,92.466,121.185,93.572,122.584,96.25,125.632,95.146,124.528,94.177,123.313,94.744,123.521,95.183,123.839,94.6,123.034,95.439,123.846,97.732,126.115
2019-12-21,76.0,96.212,96.212,120.909,95.698,121.689,94.423,121.389,94.246,122.145,94.02,122.722,92.217,120.936,92.971,121.983,96.74,126.122,95.936,125.318,95.033,124.168,94.973,123.75,94.532,123.188,93.319,121.754,94.406,122.813,97.573,125.956
2019-12-22,83.0,92.904,92.904,117.6,91.902,117.892,91.449,118.415,92.192,120.092,93.254,121.955,92.514,121.233,93.779,122.79,95.973,125.355,94.736,124.118,93.744,122.879,94.594,123.371,95.425,124.081,95.125,123.56,95.855,124.262,97.756,126.138
2019-12-23,70.0,90.444,90.444,115.141,89.084,115.075,89.247,116.213,90.681,118.58,92.701,121.403,92.752,121.471,94.397,123.409,95.423,124.805,93.864,123.246,92.81,121.946,94.342,123.119,96.116,124.772,96.5,124.934,96.963,125.37,97.921,126.303
2019-12-24,72.0,87.441,87.441,112.137,85.736,111.727,86.464,113.43,88.52,116.419,91.427,120.128,92.226,120.945,94.226,123.238,94.175,123.557,92.318,121.699,91.228,120.363,93.392,122.169,96.051,124.707,97.069,125.504,97.301,125.708,97.378,125.76
2019-12-25,81.0,84.737,84.737,109.433,82.786,108.777,83.886,110.852,86.339,114.238,89.839,118.54,91.154,119.873,93.396,122.408,92.627,122.009,90.566,119.948,89.472,118.608,92.059,120.836,95.323,123.98,96.767,125.201,96.861,125.268,96.338,124.72
2019-12-26,81.0,82.182,82.182,106.878,83.798,109.789,87.875,114.84,90.034,117.933,91.436,120.137,94.154,122.873,93.517,122.529,88.604,117.986,89.914,119.296,92.819,121.955,94.772,123.549,95.767,124.423,98.251,126.686,96.592,124.999,91.974,120.356
2019-12-27,79.0,91.488,91.488,116.185,90.521,116.512,89.941,116.907,90.51,118.41,91.389,120.091,90.542,119.261,91.745,120.757,94.172,123.554,92.99,122.372,92.067,121.202,92.794,121.571,93.477,122.133,93.055,121.49,93.878,122.285,95.932,124.314
2019-12-28,82.0,94.087,94.087,118.784,93.509,119.5,92.295,119.261,92.159,120.058,92.037,120.739,90.361,119.08,91.166,120.178,94.826,124.208,93.984,123.366,93.137,122.272,93.162,121.939,92.85,121.506,91.725,120.159,92.822,121.229,95.861,124.243
2019-12-29,82.0,91.874,91.874,116.57,90.887,116.877,90.387,117.352,91.06,118.959,92.049,120.751,91.275,119.994,92.517,121.529,94.815,124.198,93.602,122.984,92.659,121.795,93.468,122.245,94.242,122.898,93.902,122.337,94.677,123.084,96.632,125.015
2019-12-30,72.0,89.89,89.89,114.587,88.53,114.521,88.643,115.609,90.005,117.905,91.963,120.665,91.982,120.701,93.606,122.618,94.702,124.084,93.159,122.541,92.122,121.257,93.605,122.382,95.337,123.993,95.673,124.107,96.171,124.578,97.18,125.562
2019-12-31,86.0,87.983,87.983,112.679,86.35,112.341,86.963,113.929,88.891,116.79,91.615,120.316,92.26,120.979,94.187,123.199,94.362,123.744,92.567,121.949,91.489,120.625,93.524,122.301,96.0,124.656,96.889,125.324,97.171,125.578,97.428,125.81
2020-01-01,76.0,88.32,88.32,113.016,86.672,112.662,87.313,114.279,89.28,117.179,92.051,120.752,92.726,121.445,94.67,123.682,94.778,124.161,92.967,122.349,91.867,121.003,93.931,122.708,96.449,125.106,97.366,125.801,97.625,126.032,97.843,126.225
2020-01-02,66.0,84.735,84.735,109.431,86.569,112.56,90.34,117.305,92.163,120.062,93.059,121.76,95.342,124.061,94.49,123.502,90.159,119.542,91.651,121.032,94.559,123.695,96.148,124.925,96.626,125.282,98.75,127.184,97.196,125.603,93.072,121.454
2020-01-03,82.0,90.635,90.635,115.331,89.651,115.641,89.043,116.008,89.562,117.462,90.416,119.118,89.571,118.29,90.769,119.781,93.223,122.605,92.043,121.425,91.141,120.276,91.846,120.623,92.526,121.183,92.084,120.518,92.936,121.343,95.002,123.384
2020-01-04,88.0,94.12,94.12,118.816,93.561,119.551,92.261,119.227,92.018,119.918,91.784,120.485,90.024,118.743,90.787,119.799,94.568,123.95,93.757,123.139,92.909,122.044,92.843,121.62,92.436,121.092,91.219,119.653,92.357,120.764,95.504,123.886
2020-01-05,86.0,92.578,92.578,117.274,91.62,117.611,91.061,118.027,91.672,119.571,92.575,121.277,91.722,120.441,92.928,121.94,95.317,124.699,94.13,123.512,93.169,122.304,93.908,122.685,94.597,123.253,94.186,122.621,94.977,123.384,97.023,125.405
2020-01-06,71.0,91.155,91.155,115.851,89.822,115.812,89.991,116.957,91.447,119.346,93.459,122.16,93.485,122.204,95.122,124.134,96.165,125.547,94.616,123.998,93.551,122.687,95.083,123.86,96.829,125.485,97.212,125.646,97.659,126.066,98.635,127.018
2020-01-07,100.0,88.498,88.498,113.194,86.849,112.84,87.547,114.513,89.587,117.486,92.423,121.124,93.14,121.859,95.106,124.118,95.152,124.534,93.326,122.708,92.227,121.363,94.348,123.125,96.912,125.568,97.886,126.321,98.116,126.523,98.274,126.656
2020-01-08,85.0,88.598,88.598,113.294,86.906,112.897,87.644,114.61,89.729,117.629,92.645,121.346,93.425,122.144,95.422,124.434,95.351,124.733,93.493,122.874,92.364,121.499,94.527,123.304,97.178,125.834,98.195,126.629,98.399,126.806,98.483,126.865
2020-01-09,70.0,86.062,86.062,110.758,87.931,113.921,91.843,118.808,93.811,121.711,94.817,123.518,97.189,125.908,96.345,125.357,91.799,121.181,93.295,122.677,96.202,125.337,97.882,126.659,98.429,127.085,100.664,129.098,99.01,127.417,94.725,123.108
2020-01-10,78.0,93.277,93.277,117.973,92.412,118.402,91.682,118.648,92.1,120.0,92.744,121.445,91.676,120.395,92.779,121.791,95.48,124.863,94.379,123.761,93.429,122.564,93.98,122.757,94.415,123.071,93.816,122.25,94.679,123.086,96.982,125.364
2020-01-11,78.0,94.964,94.964,119.66,94.408,120.399,93.107,120.073,92.873,120.772,92.639,121.341,90.864,119.583,91.622,120.634,95.387,124.769,94.575,123.956,93.691,122.827,93.616,122.393,93.204,121.86,91.976,120.411,93.098,121.505,96.255,124.637
2020-01-12,82.0,92.639,92.639,117.335,91.661,117.652,91.086,118.052,91.674,119.574,92.575,121.277,91.725,120.444,92.93,121.942,95.301,124.683,94.107,123.489,93.125,122.26,93.848,122.625,94.549,123.205,94.122,122.557,94.916,123.323,96.966,125.348
2020-01-13,78.0,90.808,90.808,115.504,89.443,115.434,89.575,116.54,90.972,118.871,92.961,121.663,92.986,121.705,94.617,123.629,95.659,125.041,94.105,123.486,93.026,122.161,94.521,123.298,96.275,124.932,96.622,125.056,97.091,125.498,98.084,126.466
2020-01-14,87.0,89.081,89.081,113.777,87.455,113.445,88.053,115.018,89.976,117.875,92.685,121.386,93.299,122.018,95.214,124.226,95.384,124.766,93.591,122.972,92.467,121.602,94.476,123.253,96.932,125.588,97.794,126.229,98.06,126.467,98.346,126.728
2020-01-15,90.0,89.534,89.534,114.23,87.858,113.848,88.599,115.564,90.701,118.601,93.616,122.317,94.375,123.094,96.366,125.378,96.288,125.671,94.433,123.815,93.273,122.409,95.431,124.208,98.067,126.723,99.078,127.512,99.262,127.669,99.36,127.743
2020-01-16,72.0,86.015,86.015,110.711,88.383,114.374,92.758,119.724,94.735,122.634,95.495,124.196,98.101,126.82,96.864,125.876,91.658,121.04,93.62,123.002,97.083,126.218,98.71,127.487,98.977,127.633,101.397,129.832,99.467,127.874,94.55,122.933
2020-01-17,86.0,94.537,94.537,119.234,93.755,119.746,92.899,119.864,93.186,121.085,93.63,122.332,92.384,121.103,93.403,122.415,96.338,125.72,95.303,124.685,94.339,123.474,94.743,123.52,94.974,123.63,94.226,122.661,95.129,123.536,97.638,126.02
2020-01-18,92.0,97.002,97.002,121.698,96.519,122.509,95.212,122.178,94.942,122.842,94.616,123.318,92.782,121.501,93.621,122.633,97.531,126.913,96.732,126.114,95.752,124.887,95.586,124.363,95.046,123.702,93.77,122.204,94.984,123.391,98.259,126.641
2020-01-19,90.0,95.685,95.685,120.382,94.899,120.89,94.109,121.075,94.494,122.393,95.024,123.726,93.817,122.536,94.863,123.875,97.689,127.071,96.631,126.013,95.623,124.759,96.087,124.864,96.377,125.033,95.688,124.122,96.535,124.942,98.979,127.361
2020-01-20,78.0,93.2,93.2,117.896,91.982,117.972,91.963,118.929,93.224,121.124,94.948,123.65,94.712,123.431,96.227,125.239,97.599,126.981,96.144,125.526,95.045,124.18,96.357,125.133,97.809,126.465,97.971,126.405,98.472,126.879,99.75,128.132
2020-01-21,92.0,90.367,90.367,115.063,88.747,114.738,89.278,116.244,91.212,119.112,93.889,122.59,94.453,123.172,96.338,125.35,96.567,125.949,94.745,124.126,93.58,122.715,95.579,124.356,97.976,126.632,98.808,127.242,99.088,127.495,99.424,127.807
2020-01-22,88.0,89.842,89.842,114.539,88.194,114.185,88.906,115.872,90.98,118.879,93.841,122.543,94.552,123.27,96.52,125.532,96.512,125.894,94.676,124.058,93.52,122.655,95.643,124.42,98.22,126.876,99.196,127.63,99.39,127.797,99.543,127.925
2020-01-23,67.0,84.735,84.735,109.431,87.149,113.14,91.679,118.645,93.695,121.594,94.498,123.2,97.264,125.983,95.985,124.997,90.506,119.889,92.533,121.915,96.135,125.27,97.817,126.594,98.143,126.799,100.672,129.107,98.678,127.085,93.509,121.891
2020-01-24,76.0,92.882,92.882,117.578,91.988,117.978,91.285,118.251,91.728,119.627,92.422,121.124,91.404,120.123,92.529,121.541,95.164,124.546,94.042,123.424,93.092,122.227,93.676,122.453,94.17,122.826,93.604,122.038,94.46,122.867,96.709,125.091
2020-01-25,86.0,95.365,95.365,120.061,94.817,120.807,93.518,120.484,93.294,121.193,93.062,121.763,91.278,119.997,92.035,121.047,95.796,125.178,94.984,124.366,94.089,123.224,94.012,122.789,93.595,122.251,92.366,120.801,93.478,121.885,96.64,125.023
2020-01-26,87.0,93.585,93.585,118.281,92.647,118.638,92.036,119.002,92.597,120.497,93.434,122.135,92.511,121.23,93.687,122.699,96.133,125.516,94.964,124.346,93.965,123.1,94.64,123.417,95.263,123.919,94.788,123.222,95.582,123.99,97.707,126.089
2020-01-27,86.0,92.339,92.339,117.035,91.029,117.019,91.122,118.088,92.499,120.399,94.415,123.117,94.349,123.068,95.943,124.955,97.069,126.451,95.545,124.926,94.432,123.568,95.872,124.649,97.53,126.186,97.82,126.255,98.28,126.687,99.363,127.745
2020-01-28,96.0,91.747,91.747,116.443,90.005,115.996,90.367,117.332,92.261,120.161,94.915,123.616,95.493,124.212,97.327,126.339,97.61,126.992,95.653,125.035,94.435,123.571,96.361,125.138,98.741,127.397,99.576,128.011,99.923,128.33,100.3,128.682
2020-01-29,97.0,90.765,90.765,115.461,89.158,115.149,89.772,116.738,91.74,119.639,94.464,123.166,95.054,123.772,96.965,125.977,97.101,126.484,95.307,124.688,94.125,123.26,96.136,124.913,98.582,127.238,99.444,127.879,99.668,128.075,99.964,128.346
2020-01-30,84.0,86.712,86.712,111.408,89.759,115.75,94.601,121.567,96.452,124.352,96.732,125.433,99.494,128.213,97.691,126.703,91.832,121.215,94.435,123.816,98.583,127.719,100.008,128.785,99.764,128.42,102.284,130.719,100.049,128.456,94.501,122.884
2020-01-31,62.0,96.435,96.435,121.131,95.732,121.722,94.781,121.747,94.986,122.886,95.276,123.978,93.869,122.588,94.819,123.831,97.929,127.311,96.949,126.331,95.945,125.08,96.23,125.007,96.288,124.944,95.42,123.855,96.334,124.741,99.016,127.398
2020-02-01,80.0,97.039,97.039,121.736,96.535,122.525,95.245,122.211,95.041,122.94,94.784,123.485,92.96,121.679,93.736,122.748,97.535,126.917,96.731,126.113,95.777,124.912,95.675,124.452,95.201,123.857,93.959,122.393,95.073,123.48,98.283,126.665
2020-02-02,82.0,94.788,94.788,119.485,93.876,119.867,93.303,120.269,93.932,121.832,94.801,123.502,93.873,122.592,95.053,124.065,97.468,126.85,96.297,125.679,95.269,124.404,95.973,124.75,96.596,125.252,96.149,124.583,96.903,125.31,99.013,127.395
2020-02-03,78.0,93.826,93.826,118.523,92.392,118.383,92.469,119.435,93.936,121.835,95.956,124.657,96.008,124.727,97.601,126.613,98.656,128.038,96.991,126.373,95.873,125.008,97.307,126.084,99.045,127.701,99.502,127.936,99.949,128.356,100.951,129.334
2020-02-04,86.0,93.606,93.606,118.302,91.297,117.288,91.553,118.519,93.843,121.742,97.062,125.764,98.197,126.916,100.126,129.138,99.873,129.255,97.291,126.673,95.927,125.062,98.155,126.932,101.068,129.724,102.39,130.825,102.787,131.194,102.655,131.037
2020-02-05,88.0,93.683,93.683,118.379,91.62,117.61,92.089,119.055,94.468,122.367,97.697,126.398,98.702,127.421,100.692,129.704,100.34,129.722,97.978,127.36,96.551,125.686,98.932,127.709,101.815,130.471,103.0,131.435,103.274,131.681,103.139,131.521
2020-02-06,74.0,87.906,87.906,112.602,91.297,117.288,96.58,123.545,98.593,126.492,98.842,127.544,101.851,130.57,99.817,128.829,93.32,122.702,96.214,125.596,100.712,129.847,102.206,130.983,101.869,130.525,104.628,133.062,102.117,130.524,96.002,124.384
2020-02-07,101.0,97.761,97.761,122.457,97.127,123.117,96.307,123.273,96.632,124.531,97.0,125.701,95.607,124.326,96.546,125.558,99.489,128.872,98.571,127.952,97.596,126.731,97.949,126.726,98.063,126.719,97.217,125.651,97.974,126.381,100.582,128.964
2020-02-08,102.0,101.653,101.653,126.35,101.385,127.376,99.935,126.901,99.343,127.242,98.571,127.273,96.549,125.268,97.814,126.826,102.324,131.706,101.612,130.994,100.291,129.426,99.719,128.496,98.674,127.33,97.158,125.592,98.901,127.309,102.676,131.058
2020-02-09,100.0,101.459,101.459,126.155,100.852,126.842,99.752,126.718,99.81,127.71,99.852,128.554,98.395,127.114,99.749,128.76,103.123,132.505,102.151,131.533,100.802,129.938,100.85,129.627,100.569,129.226,99.682,128.116,101.013,129.42,103.968,132.35
