molp_events_total,high_impact_events,context_reduction_pct,gcs_threshold,llm_payload_events,mean_gcs_all,mean_gcs_pool,pct_pool_on_stress_days
155607,18193,88.31,0.5,500,0.5418,0.6764,100.0
