scope,n_representatives,n_connections,n_participating,connections_participating,connections_gained_money,connections_lost_money,pct_connections_gained,connections_gained_lambda,pct_connections_gained_lambda,saving_max_tk,saving_min_tk,saving_mean_tk,saving_median_tk,saving_p25_tk,saving_p75_tk,saving_pct_mean,saving_pct_median,net_benefit_median_tk,net_benefit_p25_tk,net_benefit_p75_tk,qoe_mean,qoe_min,kwh_mean,kwh_median
fleet,800,348661.3172587111,207,65180.64950362078,6922.694654640072,58257.95484898072,1.9855069409673989,61498.66863931739,17.638512101898762,30115.091612401593,0.0,1032.7298876849186,0.0,0.0,90.87789983320545,3.045817292087758,0.0,0.0,0.0,0.0,0.9727110142203376,0.8499999999999999,3650.203731180398,403.5698034566253
Dhanmondi,400,127659.25485741055,110,34809.45407223902,3657.64809468368,31151.805977555367,2.8651648474441616,32488.27499939043,25.449212464602212,30115.091612401593,0.0,1269.9300376960123,0.0,0.0,175.62712920807917,3.410689262826732,0.0,0.0,-18.71497008551585,0.0,0.9695981416048501,0.8499999999999999,4888.265070238807,645.2712052446126
Kalyanpur,400,221002.06240130056,97,30371.19543138174,3265.0465599563945,27106.148871425357,1.477382846331836,29010.393639926955,13.126752449598966,19284.32955163553,0.0,795.5297376738251,0.0,0.0,0.0,2.6809453213487844,0.0,0.0,0.0,0.0,0.9758238868358251,0.8499999999999999,2412.1423921219885,234.23754968111427
