substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,22.916666666666675,247874096.79793492,2212804.4953226587,0.8927130845489354,627.0462081518128,3132192.442100135,0.9908902662489427,137371.77770666877
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,-1034.890409302149,-0.0018716275952216212,-0.8780506523109778,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,-577.2013862736725,-0.001106233857827151,-0.7195526833129405,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,-1045.6514094304566,-0.001887968577614348,-6.032755781739576,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,12.5,8755069.57092015,15975.84241041122,0.18247533364526047,137.92646365885048,30567.40451531947,0.9980014846695247,1203.9886636125518
Dhanmondi,Residential,204.0,121860.37384850386,17.64705882352941,319887942.33084536,5234689.49354954,1.636413506369534,42.9564535889023,6623829.19021214,0.9937836899276327,339685.0598254489
Kalyanpur,Commercial,68.0,2845.228977924288,66.1764705882353,179788655.6928409,2826648.676512609,1.5722063584155073,993.4696639336092,4925356.7346838815,0.9782049029788266,182780.34775734667
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,-36253.67184161338,-0.11581187268554569,-56.28102101075647,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,-21892.013684802063,-0.068331817858523,-42.08832198445786,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,-22027.950781207575,-0.11675586970873157,-405.90992008942703,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,93.75000000000003,35799950.37877679,127044.61987590232,0.35487373175583486,209.79756006684647,289490.3451096852,0.9912413206396714,11713.22785288472
Kalyanpur,Residential,272.0,216332.7081211862,10.294117647058828,416554165.2985567,6552847.419300638,1.5731081249911447,30.290599494690536,9270945.141387671,0.9947677083423313,463127.3798802851
