scope,n_representatives,n_connections,n_participating,connections_participating,connections_gained_money,connections_lost_money,pct_connections_gained,connections_gained_lambda,pct_connections_gained_lambda,saving_max_tk,saving_min_tk,saving_mean_tk,saving_median_tk,saving_p25_tk,saving_p75_tk,saving_pct_mean,saving_pct_median,net_benefit_median_tk,net_benefit_p25_tk,net_benefit_p75_tk,qoe_mean,qoe_min,kwh_mean,kwh_median
fleet,800,348661.3172587111,263,94358.15136765418,47118.48108389817,47239.67028375604,13.51411204843687,92465.04101015223,26.52001711493048,9253.602500025183,-7.275957614183426e-12,294.8282538624975,0.0,0.0,88.66606475759954,0.9668395593725363,0.0,0.0,0.0,0.0,0.9911922620471784,0.8992882711860138,3650.203731180398,403.5698034566253
Dhanmondi,400,127659.25485741055,140,47079.58452987047,21051.932863798032,26027.651666072445,16.490722029759663,47079.58452987047,36.87910021287229,6511.762702019652,0.0,289.5209407651907,0.0,0.0,91.69426920839788,0.9242164259302669,0.0,0.0,0.0,0.0,0.9922074335331328,0.9209919912101341,4888.265070238807,645.2712052446126
Kalyanpur,400,221002.06240130056,123,47278.56683778369,26066.54822010013,21212.018617683592,11.794708129360304,45385.45648028177,20.536214000514544,9253.602500025183,-7.275957614183426e-12,300.1355669598044,0.0,0.0,86.26319593178403,1.0094626928148056,0.0,0.0,0.0,0.0,0.9901770905612238,0.8992882711860138,2412.1423921219885,234.23754968111427
