substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,89058.45462990084,69.7626307856606,63434492.74370754,57617233.20455029,5817259.539157249,9.17049902591725,0.0,5817259.539157252,739372874.3537774,659160459.4808922,80212414.87288523,10.848709447583134,628.3321562739715,229.99127295437052,5791.768682808172,496.90477055158215,0.0,247,670.8742258478017,124595074.17761174,-44382659.30472655,1.1420227674984322,0.9238502355189047,0.8499999999999999,0,502621967.7614303,659160459.4808922,156538491.71946186
Kalyanpur,30,400,221002.06240130056,88301.20723928799,39.95492452868999,65093121.64351699,59832096.24391027,5261025.39960672,8.082306189613655,60048.49436917172,5261025.399606713,714351184.0479002,641641750.0772842,72709433.97061598,10.178387828603432,328.9988934066531,0.0,3232.3281343445797,294.536263310156,0.0,185,41.84160261653365,111679444.00216156,-38970010.03154557,0.9967392024022831,0.9403427350082736,0.8499999999999999,0,478970682.71009356,641641750.0772842,162671067.36719066
