scope,n_representatives,n_connections,n_participating,connections_participating,connections_gained_money,connections_lost_money,pct_connections_gained,connections_gained_lambda,pct_connections_gained_lambda,saving_max_tk,saving_min_tk,saving_mean_tk,saving_median_tk,saving_p25_tk,saving_p75_tk,saving_pct_mean,saving_pct_median,net_benefit_median_tk,net_benefit_p25_tk,net_benefit_p75_tk,qoe_mean,qoe_min,kwh_mean,kwh_median
fleet,800,348661.3172587111,226,76865.71203125484,42071.190523872676,34794.521507382175,12.066492163412358,72090.80151418061,20.676455329481914,9253.602500025183,-7.275957614183426e-12,376.38965586922063,0.0,0.0,64.02814710472376,1.1759624992228705,0.0,0.0,0.0,0.0,0.989341509949474,0.8964119446258454,3650.203731180398,403.5698034566253
Dhanmondi,400,127659.25485741055,112,40511.20514064589,20898.217924728982,19612.987215916928,16.370311692694212,38719.140819344364,30.330069576696058,7049.938291287719,0.0,379.1370918408881,0.0,0.0,46.88645118668336,1.237943052004885,0.0,0.0,0.0,0.0,0.989544027425914,0.8964119446258454,4888.265070238807,645.2712052446126
Kalyanpur,400,221002.06240130056,114,36354.50689060894,21172.9725991437,15181.534291465243,9.580441181900529,33371.660694836246,15.100158040262642,9253.602500025183,-7.275957614183426e-12,373.6422198975532,0.0,0.0,103.61264588608287,1.113981946440856,0.0,0.0,0.0,0.0,0.9891389924730342,0.8992882711860138,2412.1423921219885,234.23754968111427
