scope,n_representatives,n_connections,n_participating,connections_participating,connections_gained_money,connections_lost_money,pct_connections_gained,connections_gained_lambda,pct_connections_gained_lambda,saving_max_tk,saving_min_tk,saving_mean_tk,saving_median_tk,saving_p25_tk,saving_p75_tk,saving_pct_mean,saving_pct_median,net_benefit_median_tk,net_benefit_p25_tk,net_benefit_p75_tk,qoe_mean,qoe_min,kwh_mean,kwh_median
fleet,800,348661.3172587111,750,346843.0385238628,4335.289494657714,342507.74902920506,1.243409945428754,51750.42645471478,14.842606246541342,30077.065601853363,-114.8285577709321,2380.280466978259,283.3548431710283,51.43261357376704,1853.7348215612542,8.902716216783322,8.691352442128384,-217.43361604666097,-1336.6120786265947,-62.75538864411821,0.9129834105702787,0.8499999999999999,3650.203731180398,403.5698034566253
Dhanmondi,400,127659.25485741055,364,127485.92587688135,1865.5837733821527,125620.34210349919,1.4613776145457869,25209.73853606339,19.7476779605376,30077.065601853363,-87.40967633470427,2766.649909848956,519.3333931848615,71.45022765708188,2234.2336885468985,9.124590621509942,8.412491723241994,-339.0553976446338,-1927.811478004042,-66.20470116997113,0.9143228320974276,0.8499999999999999,4888.265070238807,645.2712052446126
Kalyanpur,400,221002.06240130056,386,219357.11264698143,2469.7057212755626,216887.40692570584,1.117503472339102,26540.68791865139,12.009248977259864,19268.22869791744,-114.8285577709321,1993.9110241075614,178.71991522314613,34.88610934312459,1309.0335784443157,8.680841812056702,8.935228723967883,-153.29612309890416,-588.7118209985452,-53.07754973767736,0.9116439890431297,0.8499999999999999,2412.1423921219885,234.23754968111427
