scope,n_representatives,n_connections,n_participating,connections_participating,connections_gained_money,connections_lost_money,pct_connections_gained,connections_gained_lambda,pct_connections_gained_lambda,saving_max_tk,saving_min_tk,saving_mean_tk,saving_median_tk,saving_p25_tk,saving_p75_tk,saving_pct_mean,saving_pct_median,net_benefit_median_tk,net_benefit_p25_tk,net_benefit_p75_tk,qoe_mean,qoe_min,kwh_mean,kwh_median
fleet,800,348661.3172587111,93,23948.036878416053,0.0,23948.036878416053,0.0,18764.202554407017,5.3817850233393525,7005.629833923973,-7.275957614183426e-12,85.30650117542474,0.0,0.0,0.0,0.31072443675634026,0.0,0.0,0.0,0.0,0.9969254740933269,0.8992882711860138,3650.203731180398,403.5698034566253
Dhanmondi,400,127659.25485741055,27,12204.413557625703,0.0,12204.413557625703,0.0,10412.349236324175,8.156360655523397,5881.474734074698,0.0,71.64496926280482,0.0,0.0,0.0,0.2964302639349501,0.0,0.0,0.0,0.0,0.9977108124347126,0.9209919912101341,4888.265070238807,645.2712052446126
Kalyanpur,400,221002.06240130056,66,11743.623320790342,0.0,11743.623320790342,0.0,8351.853318082833,3.7790838815419505,7005.629833923973,-7.275957614183426e-12,98.96803308804466,0.0,0.0,0.0,0.3250186095777305,0.0,0.0,0.0,0.0,0.9961401357519413,0.8992882711860138,2412.1423921219885,234.23754968111427
