substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,93874.05254607857,73.53485859754666,63434492.74370754,57543867.445955984,5890625.297751553,9.286154965487418,0.0,5890625.29775155,739372874.3537774,658387962.3989141,80984911.95486331,10.953189488543963,634.3833985661258,237.17296576104934,5791.768682808172,496.90477055158215,6301175.319112439,256,1865.5837733821527,126256892.2232588,-38970804.94928327,1.1426790931310402,0.922198060188747,0.8499999999999999,0,501854401.4819937,658387962.3989141,156533560.91692042
Kalyanpur,30,400,221002.06240130056,101896.05082349516,46.10638005652183,65093121.64351699,59594520.102527745,5498601.5409892425,8.447285062010668,54328.12420706831,5498601.540989237,714351184.0479002,639369369.9173625,74981814.13053775,10.496491894315934,339.28106061917225,19.04747256052144,3232.3281343445797,294.536263310156,9364671.336569294,204,2469.7057212755626,116387545.79470652,-32041060.32759956,0.9573089841877015,0.9362225237953745,0.8499999999999999,0,477010908.9446417,639369369.9173625,162358460.97272074
