substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,47566.660125516704,37.26064371803396,63434492.74370754,62896882.795636445,537609.9480710924,0.847504133505381,0.0,537609.9480710838,739372874.3537774,731212710.4391384,8160163.914638996,1.1036601690008032,63.92144403281627,0.0,5791.768682808172,496.90477055158215,5476691.146432982,138,24083.26901074913,14066270.710922156,-429415.6498503136,0.03916009801791959,0.9941904830561142,0.9209919912101341,0,548784391.3278253,731212710.4391384,182428319.1113131
Kalyanpur,30,400,221002.06240130056,47906.541265998385,21.676965701346536,65093121.64351699,64388012.475313224,705109.1682037637,1.0832314542622488,133036.32556731266,705109.1682037511,714351184.0479002,703837154.3093641,10514029.73853612,1.4718292589588695,47.57435122684288,0.0,3232.3281343445797,294.536263310156,8749469.400691964,120,26618.827881038087,19852723.51958056,-589224.3803524481,0.15944993944027872,0.9920386779200534,0.8992882711860138,0,515398480.18486303,703837154.3093641,188438674.12450105
