scope,n_representatives,n_connections,n_participating,connections_participating,connections_gained_money,connections_lost_money,pct_connections_gained,connections_gained_lambda,pct_connections_gained_lambda,saving_max_tk,saving_min_tk,saving_mean_tk,saving_median_tk,saving_p25_tk,saving_p75_tk,saving_pct_mean,saving_pct_median,net_benefit_median_tk,net_benefit_p25_tk,net_benefit_p75_tk,qoe_mean,qoe_min,kwh_mean,kwh_median
fleet,800,348661.3172587111,189,64541.25557395275,10456.503239024167,54084.752334928606,2.999043117612416,61708.82989256054,17.698788720737785,9253.602500025183,-7.275957614183426e-12,226.74543269927432,0.0,0.0,0.0,0.7703471742946456,0.0,0.0,0.0,0.0,0.9930049318683877,0.8992882711860138,3650.203731180398,403.5698034566253
Dhanmondi,400,127659.25485741055,92,34170.060142571005,4889.117368258343,29280.94277431268,3.8298181935334497,32975.35059503667,25.830755969763885,6511.762702019652,0.0,215.12959806471517,0.0,0.0,0.0,0.7440334060587737,0.0,0.0,0.0,0.0,0.993856651256936,0.9209919912101341,4888.265070238807,645.2712052446126
Kalyanpur,400,221002.06240130056,97,30371.19543138174,5567.385870765822,24803.809560615926,2.519155617949138,28733.479297523874,13.001453011487726,9253.602500025183,-7.275957614183426e-12,238.3612673338334,0.0,0.0,0.0,0.7966609425305177,0.0,0.0,0.0,0.0,0.9921532124798393,0.8992882711860138,2412.1423921219885,234.23754968111427
