substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,34170.060142571005,26.766614125029456,63434492.74370754,62855508.6024317,578984.141275838,0.9127276285081842,0.0,578984.1412758296,739372874.3537774,730500319.2785933,8872555.075184107,1.200010898822715,69.50185542829887,0.0,5791.768682808172,496.90477055158215,739909.711908825,92,4889.117368258343,11725516.0112468,-2113051.2241539652,0.061913240217425045,0.993856651256936,0.9209919912101341,0,548771245.6520797,730500319.2785933,181729073.6265136
Kalyanpur,30,400,221002.06240130056,30371.19543138174,13.742494120363924,65093121.64351699,64347893.35556821,745228.2879487798,1.1448648783968736,135290.0727787919,745228.2879487737,714351184.0479002,702806373.1271449,11544810.920755267,1.6161253986220228,52.23847594594813,0.0,3232.3281343445797,294.536263310156,1321039.2407914004,97,5567.385870765822,16016033.034944344,-3150182.873397583,0.12936482053734538,0.9921532124798393,0.8992882711860138,0,515167945.6542319,702806373.1271449,187638427.47291303
