substation,date,peak_baseline_kw,peak_post_kw,peak_reduction_kw,peak_reduction_pct,peak_slot_baseline,peak_slot_post,peak_shifted_not_shaved
Kalyanpur,2026-06-24,136684.23782415845,126397.9472312019,10286.290592956546,7.525586531923054,37,34,False
Kalyanpur,2026-06-25,137785.0087245656,132575.7281911529,5209.280533412675,3.7807309965238014,37,37,False
Kalyanpur,2026-06-26,138114.41795992616,129082.51266394596,9031.905295980192,6.53943696059364,37,26,False
Kalyanpur,2026-06-27,141325.58157751698,131592.55838426034,9733.023193256638,6.886950744949231,37,34,False
Kalyanpur,2026-06-28,139965.87460429946,129934.47704988526,10031.397554414201,7.167030951490269,37,34,False
Kalyanpur,2026-06-29,138000.0,128598.76952525853,9401.230474741475,6.812485851261939,37,26,False
Kalyanpur,2026-06-30,133556.28936044028,122770.7061019449,10785.583258495375,8.075683526507209,37,34,False
Kalyanpur,2026-07-01,133458.031254374,122659.43944518056,10798.591809193429,8.091376523164104,37,34,False
Kalyanpur,2026-07-02,133405.5263938596,122611.14607175945,10794.380322100144,8.091404167344141,37,34,False
Kalyanpur,2026-07-03,133301.23000595925,122491.2473091927,10809.982696766558,8.109439572525547,37,34,False
Kalyanpur,2026-07-04,133260.5593790247,122447.13201607789,10813.427362946808,8.11449945380377,37,34,False
Kalyanpur,2026-07-05,133295.4588488346,122501.01707923134,10794.441769603247,8.09813167142087,37,34,False
Kalyanpur,2026-07-06,133315.011494508,122551.15691706672,10763.854577441292,8.074000412087663,37,34,False
Kalyanpur,2026-07-07,133415.7381586025,122678.39433762974,10737.343820972761,8.048033889531368,37,34,False
Kalyanpur,2026-07-08,133567.57274270555,128519.67529905408,5047.897443651469,3.7792836539564556,37,37,False
Kalyanpur,2026-07-09,133821.72931287644,128769.62204610932,5052.107266767125,3.775251816508253,37,37,False
Kalyanpur,2026-07-10,133914.59014067345,128841.4731700924,5073.116970581046,3.78832281475221,37,37,False
Kalyanpur,2026-07-11,134107.91191879244,129045.4817120666,5062.4302067258395,3.77489302032481,37,37,False
Kalyanpur,2026-07-12,134203.09806311698,129137.23438128665,5065.863681830335,3.7747740215712544,37,37,False
Kalyanpur,2026-07-13,134337.85607120892,129267.13151105214,5070.724560156785,3.7746058396740594,37,37,False
