substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,46.87499999999999,247874096.79793492,4892018.8782854695,1.9735901982018742,1386.2597867638096,4999340.303290212,0.9814251516074181,303324.58322702604
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,25.0,8755069.57092015,39111.16828847645,0.4467259565633115,337.6638923328537,46904.89892104475,0.9962165159151001,2926.059049749441
Dhanmondi,Residential,204.0,121860.37384850386,31.86274509803921,319887942.33084536,9481565.059969194,2.964027024864491,77.80679445277777,8827729.484481085,0.9883875700428072,644900.913123209
Kalyanpur,Commercial,68.0,2845.228977924288,80.88235294117648,179788655.6928409,5509303.035973271,3.064321836515433,1936.330284388055,6261427.2364506135,0.9637386085133518,341598.65054397756
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,8.333333333333334,32037803.721434996,0.0,0.0,0.0,1307.819963016363,0.9998814507081507,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,204309.67248384102,0.5706982001990749,337.3906807469357,262900.5841182262,0.9896872427554902,15285.203492600305
Kalyanpur,Residential,272.0,216332.7081211862,15.44117647058824,416554165.2985567,9852823.6644576,2.3653163226433684,45.544771061333,8998528.925531562,0.9937051408739712,649571.356497411
