scope,n_representatives,n_connections,n_participating,connections_participating,connections_gained_money,connections_lost_money,pct_connections_gained,connections_gained_lambda,pct_connections_gained_lambda,saving_max_tk,saving_min_tk,saving_mean_tk,saving_median_tk,saving_p25_tk,saving_p75_tk,saving_pct_mean,saving_pct_median,net_benefit_median_tk,net_benefit_p25_tk,net_benefit_p75_tk,qoe_mean,qoe_min,kwh_mean,kwh_median
fleet,800,348661.3172587111,226,80961.86852090526,23024.587453134955,57937.281067770346,6.603711485450053,77341.32973002308,22.182366067479414,9253.602500025183,-7.275957614183426e-12,256.11595234922754,0.0,0.0,39.12165731469281,0.8750498605125745,0.0,0.0,0.0,0.0,0.9920661287079535,0.8992882711860138,3650.203731180398,403.5698034566253
Dhanmondi,400,127659.25485741055,115,41720.39327516295,10972.944284051038,30747.448991111924,8.595494542332482,41123.03850139577,32.21312747542534,6511.762702019652,0.0,242.59556175881036,0.0,0.0,38.020477645191704,0.8390819998676483,0.0,0.0,0.0,0.0,0.9930280134550031,0.9209919912101341,4888.265070238807,645.2712052446126
Kalyanpur,400,221002.06240130056,111,39241.475245742324,12051.643169083913,27189.832076658422,5.453181313394381,36218.29122862729,16.388214134789973,9253.602500025183,-7.275957614183426e-12,269.63634293964475,0.0,0.0,53.130261057970074,0.9110177211575006,0.0,0.0,0.0,0.0,0.9911042439609039,0.8992882711860138,2412.1423921219885,234.23754968111427
