substation,date,peak_baseline_kw,peak_post_kw,peak_reduction_kw,peak_reduction_pct,peak_slot_baseline,peak_slot_post,peak_shifted_not_shaved
Dhanmondi,2026-06-14,130694.56571717608,129172.92918145524,1521.6365357208415,1.1642691701609638,25,25,False
Dhanmondi,2026-06-15,134335.52852773466,132854.46430321544,1481.064224519214,1.1025111828204377,25,25,False
Dhanmondi,2026-06-16,135385.09087507753,132443.16310571213,2941.9277693654003,2.1730071977275363,25,25,False
Dhanmondi,2026-06-17,134065.6524697076,133202.19242134612,863.4600483614777,0.6440576183796056,25,25,False
Dhanmondi,2026-06-18,134223.2876955151,133257.1824868131,966.105208701978,0.7197746570577106,25,25,False
Dhanmondi,2026-06-19,128931.74364621702,128322.26609384878,609.4775523682329,0.47271334051031855,25,25,False
Dhanmondi,2026-06-20,138330.12871495145,137234.25812859926,1095.87058635219,0.7922139569539361,25,25,False
Dhanmondi,2026-06-21,137990.04168565053,136983.30984009546,1006.7318455550703,0.729568477012613,25,25,False
Dhanmondi,2026-06-22,132267.66275261078,128826.90112000966,3440.7616326011193,2.601362692131795,25,25,False
Dhanmondi,2026-06-23,136972.24379221734,134048.77325995662,2923.4705322607188,2.1343525164817576,25,25,False
Dhanmondi,2026-06-24,133954.62035960588,133091.70894321488,862.911416390998,0.6441818983731074,25,25,False
Dhanmondi,2026-06-25,137278.3631810545,136337.0489434568,941.3142375977186,0.6856974513574527,25,25,False
Dhanmondi,2026-06-26,137010.49594206555,136484.5581614894,525.9377805761469,0.38386678112495703,25,25,False
Dhanmondi,2026-06-27,138435.46695672898,137054.07096300475,1381.3959937242325,0.9978627761309303,25,25,False
Dhanmondi,2026-06-28,138082.82101750217,137416.88642613863,665.9345913635334,0.48227186152224205,25,25,False
Dhanmondi,2026-06-29,136500.0,135577.66821844713,922.3317815528717,0.6757009388665727,25,25,False
Dhanmondi,2026-06-30,128189.70493522986,123158.01309242396,5031.6918428059,3.9251918438756466,25,25,False
Dhanmondi,2026-07-01,128015.44983476424,114414.15722559315,13601.292609171083,10.624727426827725,25,24,False
Dhanmondi,2026-07-02,127950.65125648752,115090.9781440878,12859.673112399716,10.050494457133674,25,24,False
Dhanmondi,2026-07-03,127761.1714654769,126944.9699213026,816.2015441742988,0.6388494523117686,25,25,False
Dhanmondi,2026-07-04,127694.05077764914,123903.9055838456,3790.145193803546,2.9681454779778607,25,25,False
Dhanmondi,2026-07-05,127792.49605455186,109049.58670099812,18742.90935355374,14.666674438812741,25,24,False
Dhanmondi,2026-07-06,127898.2698308008,111194.35410759682,16703.915723203972,13.060314064687443,25,24,False
Dhanmondi,2026-07-07,128110.5560498098,114859.70282779456,13250.853222015241,10.343295377520075,25,37,False
Dhanmondi,2026-07-08,128421.8813226704,110537.55440644032,17884.32691623007,13.926230274803599,25,24,False
Dhanmondi,2026-07-09,128846.91193434598,113143.28822379674,15703.623710549233,12.187815349855667,25,25,False
Dhanmondi,2026-07-10,128965.59447352529,127771.14732767624,1194.4471458490443,0.926175039726775,25,25,False
Dhanmondi,2026-07-11,129363.64213050746,118972.52944790656,10391.112682600899,8.03248309298366,25,25,False
Dhanmondi,2026-07-12,129487.77857926104,105263.82068277836,24223.95789648268,18.70752449556844,25,28,False
Dhanmondi,2026-07-13,129718.08595112522,109086.90035848708,20631.18559263814,15.904633067444037,25,28,False
Kalyanpur,2026-06-14,135009.44043522017,120008.3914979736,15001.048937246567,11.111111111111024,37,37,False
Kalyanpur,2026-06-15,136956.2683662112,124708.14680500532,12248.121561205888,8.943089430894315,37,37,False
Kalyanpur,2026-06-16,136406.42921498578,121250.15930220963,15156.269912776144,11.111111111111072,37,27,False
Kalyanpur,2026-06-17,137288.96126579295,119196.61753309162,18092.343732701338,13.178294573643367,37,26,False
Kalyanpur,2026-06-18,136353.5186576026,126358.36045228032,9995.158205322281,7.330326568558255,37,37,False
Kalyanpur,2026-06-19,133471.84842729656,126917.12826206944,6554.720165227118,4.910938330787814,37,37,False
Kalyanpur,2026-06-20,139604.2956686311,121206.83034795884,18397.465320672258,13.17829457364337,37,27,False
Kalyanpur,2026-06-21,137878.86090686743,122558.98747277108,15319.873434096342,11.111111111111082,37,37,False
Kalyanpur,2026-06-22,135546.78899711053,123424.7184363933,12122.070560717228,8.943089430894329,37,37,False
Kalyanpur,2026-06-23,137914.87723723636,117018.68371644302,20896.193520793342,15.151515151515119,37,24,False
Kalyanpur,2026-06-24,136684.23782415845,115974.50482049816,20709.733003660294,15.151515151515095,37,39,False
Kalyanpur,2026-06-25,137785.0087245656,122475.5633107251,15309.445413840484,11.111111111111011,37,26,False
Kalyanpur,2026-06-26,138114.41795992616,114583.81341860544,23530.604541320718,17.03703703703701,37,40,False
Kalyanpur,2026-06-27,141325.58157751698,117247.88990134744,24077.691676169532,17.037037037037017,37,34,False
Kalyanpur,2026-06-28,139965.87460429946,111178.56706157132,28787.307542728144,20.56737588652474,37,37,False
Kalyanpur,2026-06-29,138000.0,112000.00000000007,25999.999999999927,18.840579710144873,37,26,False
Kalyanpur,2026-06-30,133556.28936044028,107275.16404728335,26281.125313156925,19.677939121406485,37,37,False
Kalyanpur,2026-07-01,133458.031254374,108447.02408883076,25011.007165543226,18.740728400130294,37,27,False
Kalyanpur,2026-07-02,133405.5263938596,111727.89492997268,21677.631463886908,16.24942537979048,37,25,False
Kalyanpur,2026-07-03,133301.23000595925,113932.3050597756,19368.92494618366,14.530192216019138,37,25,False
Kalyanpur,2026-07-04,133260.5593790247,112124.2967886034,21136.26259042129,15.860853870727599,37,26,False
Kalyanpur,2026-07-05,133295.4588488346,112002.20745646964,21293.251392364953,15.974476232166946,37,24,False
Kalyanpur,2026-07-06,133315.011494508,113019.16015790009,20295.851336607928,15.223980487331712,37,37,False
Kalyanpur,2026-07-07,133415.7381586025,113413.59785882782,20002.140299774677,14.99233941650606,37,37,False
Kalyanpur,2026-07-08,133567.57274270555,116323.7849959334,17243.787746772156,12.91016029765644,37,25,False
Kalyanpur,2026-07-09,133821.72931287644,118997.19504549564,14824.534267380805,11.077822969034354,37,26,False
Kalyanpur,2026-07-10,133914.59014067345,121681.90436475111,12232.685775922335,9.134692316253403,37,37,False
