substation,period_days,n_representatives,n_connections,n_participating_connections,participation_rate_pct,baseline_energy_kwh,optimised_energy_kwh,energy_saved_kwh,energy_saved_pct,energy_shifted_kwh,energy_curtailed_kwh,bill_baseline_tk,bill_optimised_tk,consumer_saving_tk,consumer_saving_pct,mean_saving_per_connection_tk,median_household_saving_tk,mean_household_bill_tk,mean_household_kwh,total_incentive_paid_tk,n_dr_participants,connections_gained_money,discomfort_tk,net_benefit_tk,peak_reduction_pct_mean,qoe_mean,qoe_min,qoe_violations,operator_cost_tk,retail_revenue_tk,utility_margin_tk_indicative
Dhanmondi,30,400,127659.25485741055,47079.58452987047,36.87910021287229,63434492.74370754,62728200.97239271,706291.7713148296,1.113419120680036,0.0,706291.7713148242,739372874.3537774,728631852.8587329,10741021.49504447,1.4527205240565904,84.13821236103635,0.0,5791.768682808172,496.90477055158215,3365497.806077426,140,21051.932863798032,14620023.86940369,-513504.56828195136,0.061913240217425045,0.9922074335331328,0.9209919912101341,0,547436508.6538194,728631852.8587329,181195344.2049135
Kalyanpur,30,400,221002.06240130056,47278.56683778369,21.3928170280756,65093121.64351699,64179664.315398395,913457.3281185925,1.4033085294651393,135290.0727787919,913457.3281185951,714351184.0479002,700589094.9989516,13762089.048948646,1.9265158869010626,62.271315024921044,0.0,3232.3281343445797,294.536263310156,5477179.083902592,123,26066.54822010013,19789050.42816665,-549782.2953154123,0.1746552274003673,0.9901770905612238,0.8992882711860138,0,513778044.40841055,700589094.9989516,186811050.590541
