substation,model,horizon_days,train_r2,val_r2,val_rmse,test_r2,test_rmse,test_mae,val_mape,test_mape,sigma_k_mw,z_beta_sigma_mw
Dhanmondi,BiGRU+BiLSTM,4,0.6487828852043325,0.3743012517591797,21.63326544051332,0.5556520961546192,19.370900069431585,14.832589497055073,14.689976693756574,14.837369180339067,21.6622,27.7612
Dhanmondi,BiGRU+BiLSTM,5,0.6354859902768915,0.35202635577468344,22.055815394067046,0.5381420323523486,19.744741563692916,15.125381338669994,15.13669458903637,15.23897754927954,22.0866,28.3051
Dhanmondi,BiGRU+BiLSTM,6,0.6311892662739166,0.3388026757286753,22.25941444360528,0.531468651549784,19.88957126939662,15.20513263225723,15.282906968312712,15.377688045952317,22.2909,28.567
Dhanmondi,BiGRU+BiLSTM,7,0.6393840915216444,0.32153174072388147,22.520856512361476,0.5304210168728787,19.90629396770187,15.139929748194948,15.39581993940398,15.334808077959774,22.5528,28.9026
Dhanmondi,BiGRU+BiLSTM,8,0.641992720207895,0.3038551840662077,22.685665931592737,0.49819411328020136,20.575742588562697,15.456853906610652,15.351279061082346,15.635601163102395,22.7177,29.1139
Dhanmondi,BiGRU+BiLSTM,9,0.617386691971094,0.3210681145638282,22.39188776279645,0.4784381342027615,20.967475070301965,16.072696981913065,15.097316112912809,16.18487898700229,22.4214,28.7342
Dhanmondi,BiGRU+BiLSTM,10,0.6140857376495938,0.3264407769883034,22.25814499591779,0.4732084495219864,21.06299842908267,16.060723420812824,14.92829371597651,16.23973805705533,22.2874,28.5624
Dhanmondi,BiGRU+BiLSTM,11,0.5989596586455652,0.33639698278575747,22.09014667053055,0.4393578256495304,21.708381034798137,16.608768548756824,14.98482003321741,16.77685192375807,22.1215,28.3499
Dhanmondi,BiGRU+BiLSTM,12,0.5953470325447963,0.3368122807704005,22.068862127893773,0.4356592427795375,21.77121188799001,16.569129351382536,14.992498548687275,16.832645208389536,22.0988,28.3208
Dhanmondi,BiGRU+BiLSTM,13,0.5915345048101339,0.34310351917592263,21.98440490591177,0.44435599733394837,21.60337489609179,16.52376359286453,14.817394174383946,16.841274398462,22.0131,28.211
Dhanmondi,BiGRU+BiLSTM,14,0.6117591509075464,0.3478861789374771,21.868768526896485,0.4578070538570752,21.327148333208026,16.129123013310263,14.536460059694589,16.493176289929963,21.8959,28.0608
Dhanmondi,BiGRU+BiLSTM,15,0.6085618896737008,0.35248823416360875,21.794542415765356,0.44015254720054053,21.662642667425278,16.29195721392192,14.375313172688776,16.61552497895149,21.8249,27.9698
Dhanmondi,CNN+BiLSTM+BiGRU,1,0.6470907293577175,0.45565050749705316,20.173138889670934,0.5681421969841949,19.121617023625625,15.16281470314904,13.702888183507122,15.522653600958837,20.1956,25.8816
Dhanmondi,CNN+BiLSTM+BiGRU,2,0.6464838703602418,0.4282560196322296,20.73285598136104,0.5526787223245393,19.456942279884533,15.34992524153724,14.136121280461767,15.663131669079405,20.756,26.5999
Dhanmondi,CNN+BiLSTM+BiGRU,3,0.6371792753013578,0.3964428279890836,21.264430451775542,0.5280193307550363,19.97439332524057,15.694602106896761,14.61215551463099,16.021198666721954,21.2926,27.2876
Dhanmondi,CNN+BiLSTM+BiGRU,4,0.6113142387524062,0.36941554265661003,21.71756185210701,0.48223099289904614,20.9101071422275,16.469216707071592,14.969138341008852,16.83682391471911,21.7454,27.8678
Dhanmondi,CNN+BiLSTM+BiGRU,5,0.6068252404770961,0.347135381144577,22.13889873950511,0.4619011603627158,21.312198935680144,16.78326826813928,15.27125446179302,17.133361157617028,22.1679,28.4093
Dhanmondi,CNN+BiLSTM+BiGRU,6,0.6037766901169768,0.32187808997832057,22.54250009566823,0.4448213461690744,21.650726533430703,17.09563563081171,15.539559267494873,17.46285414521087,22.5727,28.928
Dhanmondi,CNN+BiLSTM+BiGRU,7,0.6029940546461149,0.3143610065953997,22.63955522252916,0.43993324956023705,21.739821958806406,17.088098534601464,15.514619107806674,17.49578221078542,22.6705,29.0535
Dhanmondi,CNN+BiLSTM+BiGRU,8,0.6049034509626801,0.30951156329017115,22.59331413378154,0.41395402582111995,22.23583719837308,17.4584360377108,15.312919252185834,17.83987984200487,22.6151,28.9824
Dhanmondi,CNN+BiLSTM+BiGRU,9,0.6043474925048257,0.320641131618451,22.398927829433926,0.40341477518558866,22.42484587532276,17.56498500821668,15.140806368478154,17.968610346698856,22.4244,28.738
Dhanmondi,CNN+BiLSTM+BiGRU,10,0.6019129096210665,0.3176694077076252,22.40260364321243,0.39727113821308013,22.53003099878346,17.565544535047028,15.187066363452805,18.027073476228455,22.4272,28.7416
Dhanmondi,CNN+BiLSTM+BiGRU,11,0.589741358791599,0.33211835796431,22.161246098881847,0.36812115424165304,23.04631330981415,17.94714953001095,15.19103168722993,18.468924645492514,22.1911,28.439
Dhanmondi,CNN+BiLSTM+BiGRU,12,0.5841582335425488,0.3373878247141773,22.05928387687536,0.351245826633807,23.342747841599678,18.2327653090487,15.185853974307895,18.767632554386413,22.0862,28.3046
Dhanmondi,CNN+BiLSTM+BiGRU,13,0.5789119894659851,0.33176504643825055,22.17332593623802,0.342398698516454,23.501989003417687,18.2992900526574,15.232693691048418,18.92484240985006,22.2045,28.4563
Dhanmondi,CNN+BiLSTM+BiGRU,14,0.5753256949128491,0.33071461381819134,22.154823600936513,0.35770074627172876,23.212641634955418,17.982355653318017,15.038483172202188,18.632412398498044,22.1854,28.4317
Dhanmondi,CNN+BiLSTM+BiGRU,15,0.5692328256682684,0.34655122146024364,21.894231124662475,0.34420899957015105,23.445489737892295,18.12238837345646,14.80745461382904,18.758360168995956,21.9193,28.0907
Dhanmondi,CNN+BiGRU+BiLSTM,1,0.6066744877946997,0.434920284777112,20.553672215292938,0.5315616180356344,19.915007132147323,15.841355433202564,14.11856702149982,16.613917890929798,20.58,26.3743
Dhanmondi,CNN+BiGRU+BiLSTM,2,0.6010113302669269,0.4150759992007357,20.970464555628638,0.5169274968910672,20.219526034480054,15.979665994160005,14.467747504783995,16.76328409493481,20.9942,26.9052
Dhanmondi,CNN+BiGRU+BiLSTM,3,0.58635191923581,0.3976472167866206,21.243203439504292,0.49611914555513625,20.638371240158634,16.316287369030253,14.66085008027345,17.09203148512509,21.2709,27.2597
Dhanmondi,CNN+BiGRU+BiLSTM,4,0.5740038651106849,0.3690403388185066,21.724021970744452,0.4667048351272153,21.221303467871657,16.715216604634826,15.080736975993823,17.54149581047921,21.736,27.8558
Dhanmondi,CNN+BiGRU+BiLSTM,5,0.5606381002349844,0.35639634703294265,21.981316395000018,0.4491382058642269,21.563465570955884,16.929752897981754,15.356391600563773,17.8325200080752,21.9667,28.1515
Dhanmondi,CNN+BiGRU+BiLSTM,6,0.5571125554842805,0.3459674848314336,22.138483176873102,0.44622826527635917,21.623275780974904,17.0036229030293,15.328707939894773,17.870973820876635,22.1378,28.3707
Dhanmondi,CNN+BiGRU+BiLSTM,7,0.5495581158071294,0.3381026851623108,22.2441310862544,0.44083001911129605,21.72241026579971,17.13115014557061,15.394848790624794,17.994908240449146,22.254,28.5196
Dhanmondi,CNN+BiGRU+BiLSTM,8,0.5592245006272257,0.3417949242539903,22.058823674983294,0.44355578984367117,21.666983676964335,16.969096947736887,15.176292433761654,17.807718028497213,22.0711,28.2852
Dhanmondi,CNN+BiGRU+BiLSTM,9,0.5583661217072856,0.356913034842125,21.79277120367612,0.4385881381870609,21.753743949024635,16.97574897074867,15.004254167794839,17.86085442824947,21.7945,27.9307
Dhanmondi,CNN+BiGRU+BiLSTM,10,0.5508370385106891,0.35925783730341354,21.709145277472736,0.4288861403976273,21.93118735099362,17.08964643835064,14.875761143298845,17.98760607059734,21.7247,27.8413
Dhanmondi,CNN+BiGRU+BiLSTM,11,0.544397691210405,0.37093959839757895,21.50753297301965,0.41025644183121845,22.26466456498725,17.320151003761662,14.9708223926298,18.27875496805519,21.4727,27.5184
Dhanmondi,CNN+BiGRU+BiLSTM,12,0.534831958566141,0.3808935792998164,21.32280610717032,0.4035102716097523,22.382746757316188,17.49497462430145,14.775672594598788,18.418275466834228,21.3096,27.3094
Dhanmondi,CNN+BiGRU+BiLSTM,13,0.5260127633938887,0.38304510664777436,21.30555997150477,0.4034303963321876,22.38483241837584,17.49896542189986,14.64612831222343,18.444919851279543,21.2841,27.2767
Dhanmondi,CNN+BiGRU+BiLSTM,14,0.5205453129440302,0.3862375319962268,21.215964941949192,0.40506523515571724,22.340378751123602,17.388195593544324,14.512663435908124,18.35493898933643,21.2044,27.1746
Dhanmondi,CNN+BiGRU+BiLSTM,15,0.523383510386271,0.39928161855586175,20.992269039651447,0.40874611941585515,22.261969567505382,17.273047364145505,14.404827776996635,18.23519230902966,20.9832,26.8911
Gulshan,BiLSTM,1,0.7297826240361189,0.6673934648798912,14.80829771268898,0.6677194667253756,15.877322269246706,12.288502507474062,11.265231548210703,12.645016045440737,14.7206,18.8652
Gulshan,BiLSTM,2,0.6947595281302867,0.6169599376729794,15.88671249302018,0.6010006991949945,17.415327983875056,13.41013240575228,12.371334754467265,13.961628464608083,15.8419,20.3023
Gulshan,BiLSTM,3,0.664477287360602,0.5701438274405553,16.814330044803032,0.5471018418969255,18.53756758339493,14.304422710161164,13.274352127796762,14.930177523952395,16.7748,21.4978
Gulshan,BiLSTM,4,0.632525573566387,0.5271641918710647,17.651022266387283,0.4833354822988649,19.76978580800717,15.175788522750702,13.83528452953309,15.637836884961546,17.5818,22.5319
Gulshan,BiLSTM,5,0.6035037595366661,0.4805758479662402,18.509824642643256,0.4245178014788039,20.84129920233212,16.08899563550949,14.446127296213666,16.410087713199335,18.3958,23.5751
Gulshan,BiLSTM,6,0.6236841058046493,0.46906798779282477,18.665394093031175,0.42820945052768467,20.73857336059576,15.770488672380177,14.136649290293269,15.923914877396934,18.4781,23.6807
Gulshan,BiLSTM,7,0.62024236408128,0.43657013058029537,19.17424181820676,0.40658183932632896,21.09655781557321,16.045634672045708,14.423125762467793,16.13760259795631,18.9523,24.2883
Gulshan,BiLSTM,8,0.6086655910573051,0.41374326966291064,19.483000682402995,0.3998966799881366,21.228279611006904,16.20190235663135,14.764492329951558,16.35421726830143,19.2958,24.7286
Gulshan,BiLSTM,9,0.5762494335155313,0.3825106568156902,19.969208580707733,0.3670209047119597,21.77298861048489,16.775112862013422,15.38332501127366,17.092330680305253,19.8294,25.4124
Gulshan,BiLSTM,10,0.5513658904341401,0.36400583474391435,20.241695530598832,0.3550017285248772,21.979063158375016,17.169982997595138,15.893990891016108,17.54394366865609,20.1112,25.7736
Gulshan,BiLSTM,11,0.5372248077517314,0.3616709624881208,20.297852541923245,0.3361819306018907,22.248906385087043,17.423635182796783,15.825050599480544,17.60077811296315,20.1323,25.8006
Gulshan,BiLSTM,12,0.5182872248589485,0.35485065401331306,20.411656458072088,0.3086423242089804,22.67718515513233,17.805838565219123,15.847550372254787,17.795125597131484,20.1858,25.8692
Gulshan,BiLSTM,13,0.5362568579871114,0.37499698507827517,20.029338866229622,0.32892931594716235,22.30572939416156,17.459741833637345,15.058886689237116,17.2684720733109,19.7008,25.2476
Gulshan,BiLSTM,14,0.5267790532720111,0.36612292037807304,20.120247512961985,0.31451451033091726,22.517081023211333,17.704988439690393,15.210737586239443,17.48637456513204,19.7426,25.3012
Gulshan,BiLSTM,15,0.5080231263086956,0.3594220867414817,20.22027004393329,0.31541408688655304,22.52139202239532,17.796562297164268,15.501967801927183,17.628189404142013,19.8752,25.471
Gulshan,BiGRU,1,0.775679557188286,0.7286200217470966,13.376073598917431,0.7253987866534594,14.433645564993554,10.99822841373817,10.417447689461596,11.787426709377007,13.3525,17.1119
Gulshan,BiGRU,2,0.7150954093987432,0.6347522558920152,15.513354167547007,0.6309346144305182,16.74932262738292,12.814821032280067,12.185776767643414,13.650391868992825,15.4889,19.8498
Gulshan,BiGRU,3,0.6917638632887981,0.5845958449174814,16.529259665895236,0.586741070735635,17.70775861444407,13.3850603107855,12.660184477036433,14.125244873668988,16.4941,21.1381
Gulshan,BiGRU,4,0.6496199671755415,0.5379184931965291,17.4491380025875,0.520207674846221,19.05128587189366,14.451091207282722,13.61144112758489,15.124567297790769,17.4016,22.301
Gulshan,BiGRU,5,0.6400627613861274,0.512827696317954,17.92596440542515,0.4854293666127698,19.707491145069476,14.801664883798024,13.875670189189075,15.373924600322411,17.8728,22.9049
Gulshan,BiGRU,6,0.6336565166151533,0.468072525525716,18.68288408596432,0.46633899362903997,20.03517435291597,15.004014126815886,14.261239054040747,15.554054773183292,18.6195,23.8619
Gulshan,BiGRU,7,0.6194432038054158,0.42800137249535253,19.31949456298686,0.44297709651829187,20.439379623560416,15.371547668891132,14.801818692046186,15.902071852363278,19.2409,24.6582
Gulshan,BiGRU,8,0.614144246823995,0.4057019000863258,19.61616454598519,0.4368240099996783,20.56476969517984,15.526141393578277,14.793518718831661,15.996336469781363,19.5174,25.0126
Gulshan,BiGRU,9,0.5738005214216392,0.36510915161036617,20.248630405420162,0.38425926560631785,21.47446260159602,16.45259525556609,15.560670685150582,16.939685536588662,20.1428,25.814
Gulshan,BiGRU,10,0.5715770534369154,0.36425542132455435,20.237723362614904,0.3889036674817923,21.39364279786598,16.470286878493596,15.524042957251671,16.84670674717395,20.1153,25.7789
Gulshan,BiGRU,11,0.5456992619351961,0.3593735076337915,20.334347446645502,0.3701942486312316,21.671423785984604,16.78318644329062,15.662815005883674,17.071359448835185,20.1965,25.8829
Gulshan,BiGRU,12,0.5405533307821049,0.3689210210456596,20.187845700461736,0.37233416839284483,21.607374304757602,16.694032369919544,15.40800099833555,16.842311812886905,20.0377,25.6793
Gulshan,BiGRU,13,0.5325224658689192,0.36642983167395526,20.16614651601964,0.38196426841044084,21.40617580742599,16.60136951590484,15.199372110437379,16.716605440709873,19.997,25.6272
Gulshan,BiGRU,14,0.5123537654521311,0.3542949600030546,20.307098852269302,0.37709725649418513,21.464613822463715,16.812930003089726,15.572767402018254,16.94595564030529,20.1201,25.785
Gulshan,BiGRU,15,0.49889005247235796,0.35952209331582574,20.218691595138647,0.3771683300787928,21.481598486595825,16.957417889586036,15.534128996658861,17.068906193270877,20.0134,25.6482
Gulshan,BiLSTM+BiGRU,1,0.7378950176800225,0.681086576019551,14.500271976229591,0.657973805639315,16.108477492481864,12.614271988705644,11.259813632409815,13.20996584681292,14.3664,18.4112
Gulshan,BiLSTM+BiGRU,2,0.7227383135727152,0.6426919534832365,15.343814330291757,0.6179924012317782,17.040470883524623,13.181082155766353,11.77204930054456,13.861367159252003,15.2388,19.5294
Gulshan,BiLSTM+BiGRU,3,0.6824886436303599,0.5821399915787664,16.578047836437584,0.5545140988187559,18.38524629182179,14.281802455068759,12.87627987451091,15.03719377091872,16.4633,21.0986
Gulshan,BiLSTM+BiGRU,4,0.668540701534424,0.5541717989140729,17.13951197571133,0.5129026805827976,19.195769011814964,14.637479148805141,13.10867018684817,15.149922212118641,16.9915,21.7754
Gulshan,BiLSTM+BiGRU,5,0.6427269651607439,0.5084827643073655,18.005724896385125,0.4515233452227885,20.34641577527086,15.701465882220358,13.853819541776755,16.17919414434944,17.8247,22.8433
Gulshan,BiLSTM+BiGRU,6,0.6386135555012586,0.47099238095522133,18.631536496223234,0.4311201121568953,20.685721853744194,15.96564291361368,14.300038592238595,16.486982745823333,18.4299,23.6188
Gulshan,BiLSTM+BiGRU,7,0.6413651398944689,0.44807675946250136,18.977439159139145,0.4167647248534502,20.91476913834076,16.00042942700521,14.368391225511544,16.409350153684965,18.7488,24.0276
Gulshan,BiLSTM+BiGRU,8,0.6246581257665434,0.4139688865051311,19.479251372708227,0.3968164733613112,21.282690072404442,16.359465581909667,14.71208800909295,16.763734821906446,19.2523,24.6728
Gulshan,BiLSTM+BiGRU,9,0.6123358855292412,0.4038093643192213,19.621793235012003,0.38070327170062623,21.536382431732772,16.59090164556818,14.917769500425388,17.028645944728616,19.4081,24.8725
Gulshan,BiLSTM+BiGRU,10,0.585258019436938,0.3856330371622918,19.894555912796577,0.356206129084348,21.958532897875617,17.169846536697083,15.405800290161567,17.65209056305268,19.6754,25.2151
Gulshan,BiLSTM+BiGRU,11,0.5874767995999985,0.4048893379437145,19.598672614669916,0.35463870904200034,21.937422021368054,16.983891414865006,14.812849387588544,17.20883987113198,19.3286,24.7706
Gulshan,BiLSTM+BiGRU,12,0.5686470461759163,0.40187672598013413,19.653661441656435,0.3184204514735053,22.51624817320055,17.462055331693506,14.834797246877946,17.57641845278792,19.3392,24.7842
Gulshan,BiLSTM+BiGRU,13,0.5569370846240298,0.39510793864712856,19.70445831841133,0.31983346876051955,22.456389099711608,17.52318371017024,14.89028672965436,17.65250628933359,19.3543,24.8036
Gulshan,BiLSTM+BiGRU,14,0.5519256041740328,0.3957916278084026,19.643739406655303,0.32740108977916915,22.30442527669442,17.37557571170465,14.746335757249653,17.41704104401068,19.2634,24.687
Gulshan,BiLSTM+BiGRU,15,0.5300526178539005,0.38568583738028794,19.801415420000758,0.3156347844819414,22.517761493614564,17.668909610442395,14.964078165528132,17.681465014117066,19.4138,24.8797
Gulshan,BiGRU+BiLSTM,1,0.7499971206341889,0.6996591552525668,14.071712291820846,0.6931081215465046,15.258699079746961,11.846578010832364,11.009761974191832,12.55019021379113,14.0379,17.9902
Gulshan,BiGRU+BiLSTM,2,0.7074472497677928,0.6225318379726354,15.770741004381573,0.6204357023918109,16.9858884746839,12.976136926631883,12.233249437230285,13.666349168681197,15.7467,20.1802
Gulshan,BiGRU+BiLSTM,3,0.6728983561474307,0.5721023452077628,16.775981450184805,0.5647389117872442,18.173032024651167,13.884294369732434,13.058655838133648,14.63584183770909,16.7452,21.4598
Gulshan,BiGRU+BiLSTM,4,0.6479950956786009,0.5463152583429488,17.289871684675735,0.5145587360298001,19.163109908356,14.567228259764752,13.450411520192038,15.179602128460642,17.2336,22.0857
Gulshan,BiGRU+BiLSTM,5,0.6076738045389878,0.4976609258599273,18.20286361087282,0.4527938339888127,20.322836941557775,15.670718778416795,14.316428147101949,16.290144083662806,18.1347,23.2406
Gulshan,BiGRU+BiLSTM,6,0.6309597610116551,0.4870583234530418,18.34643563215369,0.4721983426571249,19.924882342174605,14.94128405907244,13.838244792823392,15.42883131308088,18.256,23.3959
Gulshan,BiGRU+BiLSTM,7,0.6061033545428454,0.435131143320559,19.198711496366705,0.43149760364598944,20.648919606899508,15.760420671892616,14.67240914997621,16.357937153221876,19.0866,24.4604
Gulshan,BiGRU+BiLSTM,8,0.5972047335116277,0.4051440782611456,19.62536847767938,0.41815993747323055,20.902758128406024,15.948971412935347,14.893890447115357,16.465142482160317,19.5025,24.9934
Gulshan,BiGRU+BiLSTM,9,0.5746256624003155,0.3842981018593701,19.94028522236274,0.3830970484330707,21.49471968531049,16.448973089737713,15.334838426416605,16.87254501943445,19.8167,25.3961
Gulshan,BiGRU+BiLSTM,10,0.5536785101674248,0.3815358067166068,19.960784351157734,0.381153156001407,21.52888271614309,16.725253632889604,15.52277755963543,17.182329414376806,19.8351,25.4196
Gulshan,BiGRU+BiLSTM,11,0.5374089421416841,0.39073322283183687,19.83040304861486,0.37909446194259444,21.51775213205421,16.83000718225848,15.421779605586828,17.23619100122241,19.6791,25.2198
Gulshan,BiGRU+BiLSTM,12,0.505441042563347,0.37581893571787595,20.077212436217337,0.338780352729226,22.177399830260622,17.46789441074965,15.6373562424893,17.72562795537124,19.8854,25.4842
Gulshan,BiGRU+BiLSTM,13,0.5288963414189236,0.4002882320795763,19.619902440093124,0.38716652807106533,21.31589314869407,16.54006063094679,14.714664730069302,16.65605445054618,19.3956,24.8564
Gulshan,BiGRU+BiLSTM,14,0.4969649659144474,0.37582234828707306,19.965716598103207,0.3657659188792628,21.658967282068737,17.104617182938558,15.390833865858786,17.336227174436576,19.7168,25.2681
Gulshan,BiGRU+BiLSTM,15,0.4849759704407852,0.3751762366792949,19.97007704084855,0.3643855132419661,21.70091993297774,17.19537617462986,15.428819284405758,17.32442787531212,19.704,25.2517
Gulshan,CNN+BiLSTM+BiGRU,1,0.6528670729751578,0.535297304894651,17.50359853248225,0.5429538315605522,18.62107917920457,14.803054101484001,14.237575828847932,15.599043683544705,17.5104,22.4405
Gulshan,CNN+BiLSTM+BiGRU,2,0.6253360566006732,0.4868751736202317,18.387532362601746,0.48067507364724704,19.868504302959998,15.690803479332969,14.976060863512632,16.463040677693474,18.3852,23.5616
Gulshan,CNN+BiLSTM+BiGRU,3,0.5958770176916925,0.4376084396577682,19.232572643556423,0.422441248304145,20.93391973588375,16.524024129897917,15.655664560952728,17.298198518999257,19.2248,24.6376
Gulshan,CNN+BiLSTM+BiGRU,4,0.569477163337148,0.39618500952558755,19.946496674648795,0.3677070863206917,21.87040385870379,17.247914794902755,16.331686141956542,18.007804550665593,19.9366,25.5497
Gulshan,CNN+BiLSTM+BiGRU,5,0.5547247032916228,0.35553075882419105,20.617800444982723,0.33229967177559294,22.44913627513018,17.76687614479155,16.872448583137587,18.477308129757386,20.5873,26.3837
Gulshan,CNN+BiLSTM+BiGRU,6,0.5556709066571629,0.33005973935231514,20.966973533501303,0.31608244289311793,22.68100358022754,17.813563463541698,16.915801288045955,18.49274060111114,20.9324,26.826
Gulshan,CNN+BiLSTM+BiGRU,7,0.558944390124088,0.31376089667113205,21.160990760278178,0.3049692476987984,22.831434231737283,17.840348053372132,16.869624997241097,18.4545376163786,21.1072,27.0499
Gulshan,CNN+BiLSTM+BiGRU,8,0.5577461515377529,0.3002278888282218,21.28581287875772,0.2893944132672083,23.100218797818627,18.10911940937897,16.88080107027782,18.68181701758228,21.2113,27.1834
Gulshan,CNN+BiLSTM+BiGRU,9,0.5528293701884237,0.3025934083024846,21.22213846576608,0.2748730510655448,23.303995331599506,18.262754528308815,16.989580889166795,18.83731496189301,21.1626,27.1209
Gulshan,CNN+BiLSTM+BiGRU,10,0.5361589519265428,0.2869810309427673,21.432402875474992,0.2536847316969675,23.642373005710894,18.695131530458074,17.113598330690614,19.218969859841735,21.3521,27.3638
Gulshan,CNN+BiLSTM+BiGRU,11,0.5166357781321522,0.26825218367530845,21.732441050079245,0.23566522857572925,23.8740413810838,18.98507762770608,17.249189319723204,19.42403971928671,21.6345,27.7257
Gulshan,CNN+BiLSTM+BiGRU,12,0.5033595524432461,0.264205402088867,21.798490319920514,0.22863221902205988,23.95347347510191,19.114286559370328,17.279347421035418,19.466467194974115,21.6857,27.7913
Gulshan,CNN+BiLSTM+BiGRU,13,0.4973259268597945,0.261969713937673,21.765199391010643,0.2312251280536861,23.874368094111198,19.01633181943084,17.139191914167657,19.28168710966201,21.6288,27.7184
Gulshan,CNN+BiLSTM+BiGRU,14,0.49587661102353275,0.26646443868271885,21.64419217362369,0.235383056864242,23.781263016350366,18.852920951146,16.912965954962186,19.043143437251832,21.4821,27.5304
Gulshan,CNN+BiLSTM+BiGRU,15,0.48040916225072927,0.270344518580406,21.580420156269135,0.2322877182490577,23.849566819196983,19.030149430036545,17.012448147983463,19.21019522368777,21.4228,27.4544
Gulshan,CNN+BiGRU+BiLSTM,1,0.6575860819587714,0.574771919467773,16.743672318580302,0.5580054589944196,18.31189389768765,14.643066128329286,13.557215900167954,15.451365326752061,16.7329,21.4441
Gulshan,CNN+BiGRU+BiLSTM,2,0.6338966254077609,0.5195349950034419,17.792739355685136,0.5028420703023421,19.43984402507154,15.441132673536831,14.297084800113879,16.221737641126836,17.7779,22.7833
Gulshan,CNN+BiGRU+BiLSTM,3,0.6041633770692119,0.46271402438435594,18.798393507027306,0.44766767731694734,20.47164301286479,16.177725389178068,15.15218442491652,16.946247779241514,18.7798,24.0673
Gulshan,CNN+BiGRU+BiLSTM,4,0.5716548006615787,0.39814592324082865,19.914081806897862,0.38723693587072394,21.52999530463433,17.042179416232514,16.082669195876758,17.61535601585705,19.8554,25.4457
Gulshan,CNN+BiGRU+BiLSTM,5,0.5602497983123806,0.3608770591923409,20.53210317208743,0.35554069227026974,22.05497610847882,17.44275945818649,16.643950892007062,17.985119434063396,20.469,26.2321
Gulshan,CNN+BiGRU+BiLSTM,6,0.5620744089861354,0.3352201754414419,20.88606490721205,0.33649886194099876,22.33990010480506,17.581684424910904,16.726936545118125,18.047393646702396,20.7965,26.6518
Gulshan,CNN+BiGRU+BiLSTM,7,0.5640561296537128,0.3259771077032648,20.9717943500956,0.32834787183278547,22.444161298962335,17.523831943014883,16.682501863230634,18.035546374601537,20.8872,26.7681
Gulshan,CNN+BiGRU+BiLSTM,8,0.5665442554333346,0.31708674348318133,21.027841585317013,0.31851668877690476,22.62191660717914,17.6325961764691,16.62780899809939,18.15663662309061,20.953,26.8524
Gulshan,CNN+BiGRU+BiLSTM,9,0.5597895756524426,0.30888495884256406,21.126195397954174,0.30276305924973346,22.851439128688515,17.846038047716302,16.762254348139997,18.30466181493014,21.0352,26.9576
Gulshan,CNN+BiGRU+BiLSTM,10,0.5384441718152637,0.29410404771329546,21.325079955151136,0.2852432212924616,23.137106361519788,18.240232359407084,16.935537689871968,18.58793195821503,21.1993,27.1679
Gulshan,CNN+BiGRU+BiLSTM,11,0.5143495615070994,0.27951443510057217,21.564551729808684,0.2673485045542169,23.373990001624637,18.496614043723863,17.187709485359548,18.73698566013441,21.4114,27.4398
Gulshan,CNN+BiGRU+BiLSTM,12,0.49704318136265013,0.27804660497436884,21.59248870517462,0.262278843814275,23.425230375276605,18.621818156174893,17.356158881216803,18.79075597508635,21.4313,27.4653
Gulshan,CNN+BiGRU+BiLSTM,13,0.49026449479915524,0.274859341817432,21.574298648011446,0.25366697486964573,23.52332048306657,18.642690426336145,17.187463782810337,18.685816380248095,21.3762,27.3946
Gulshan,CNN+BiGRU+BiLSTM,14,0.4820048006368505,0.27446712188063627,21.52580211839874,0.2550970579686439,23.472686709721344,18.601470429379987,17.065240017372343,18.623645002867267,21.2939,27.2893
Gulshan,CNN+BiGRU+BiLSTM,15,0.4762416862304302,0.28068744958673053,21.426922070032628,0.2509868410797568,23.557325073295953,18.667380236229807,16.856120764427093,18.633278113253315,21.1942,27.1615
Hasnabad,BiLSTM,1,0.8962332729270175,0.5368351799544633,9.63010332854548,0.16246290283003695,11.77517733937355,9.149673488735585,8.932692075052074,12.149880385817147,9.1857,11.7719
Hasnabad,BiLSTM,2,0.8937076093362871,0.5238789591697118,9.718166289053624,0.13470438687268982,11.957890952406196,9.270173379442879,8.92731830487544,12.310046416427115,9.2657,11.8744
Hasnabad,BiLSTM,3,0.8912129536532833,0.5171290387412388,9.73814350202105,0.10408991139527546,12.156695762975513,9.397888205240776,8.876481550403009,12.489911967522161,9.2855,11.8998
Hasnabad,BiLSTM,4,0.8886066618484934,0.5059964372957486,9.828445470573797,0.08266413236094827,12.299023672424818,9.49911825080806,8.940021490210546,12.602765520980583,9.3447,11.9757
Hasnabad,BiLSTM,5,0.8865373093856239,0.5030196250122263,9.831589731844181,0.07229427825206503,12.376007099305287,9.562434359517859,8.946135820735488,12.70238834544731,9.349,11.9812
Hasnabad,BiLSTM,6,0.8856902156769332,0.4967739173547866,9.85866691473971,0.05537614539956481,12.4585718552627,9.620636882511509,8.946156323139332,12.755032588624882,9.3372,11.9661
Hasnabad,BiLSTM,7,0.8840254243611129,0.48639585535918783,9.89809485937636,0.042333986752942754,12.519515376957477,9.676406760978455,8.92896004644804,12.80218563956272,9.3436,11.9743
Hasnabad,BiLSTM,8,0.8808882508782119,0.478697553403457,9.913872524889081,0.02718924020066471,12.602078797002282,9.760916077795804,8.836618250807216,12.898192039417752,9.3379,11.9671
Hasnabad,BiLSTM,9,0.8806279271548946,0.4694345567163666,9.991537281497862,0.012188664401096339,12.667864659469327,9.841962732328765,8.866403656119715,12.961876368414751,9.3565,11.9908
