substation,model,train_r2,val_r2,val_rmse,val_mae,test_r2,test_rmse,test_mae,val_mape,test_mape,val_r2_lead1,val_r2_lead7,val_r2_lead15,test_r2_lead1,test_r2_lead7,test_r2_lead15,sigma_1_mw,sigma_15_mw,horizon,weight_mode,epochs_run,train_seconds
Maniknagar,BiGRU,0.6045278296688227,0.35308993754563384,10.487259296563677,8.127852262994697,0.5872037454332123,9.137384587676298,6.953692673068939,13.145631325625855,11.84246138694095,0.5335352316736706,0.3172769077889315,0.3078089379469101,0.7229312956894635,0.5824603663594405,0.5299786546359518,8.750083309192583,11.028770926479199,15,uniform,81,131.7
Maniknagar,BiLSTM+BiGRU,0.6199759196513099,0.37191973717733545,10.336217255204227,8.053274040181668,0.5920877903191923,9.088398584987141,6.941644390449395,13.046045406537816,11.791073969066304,0.5236811905367846,0.34514992454748283,0.3241845409295936,0.7066439877272773,0.5995295908104472,0.5342925263507275,8.842051927143718,10.922351310107027,15,uniform,92,151.5
Maniknagar,BiGRU+BiLSTM,0.5988823444510848,0.3517189069411507,10.501680465018456,8.101259558222425,0.5868369603249703,9.147598758468245,6.925768745150767,13.070712714075203,11.71274929320863,0.5075106436945854,0.3221357508637993,0.32559207150539715,0.6998160194703476,0.588093913547454,0.5487126578271297,8.99082527368612,10.937647212035989,15,uniform,74,122.7
Maniknagar,CNN+BiLSTM+BiGRU,0.5775215890261179,0.3238776956582944,10.73176951387997,8.315314655540028,0.541863751456811,9.643466796139089,7.404842912171434,13.504589067898717,12.793663672532091,0.3933083613746666,0.3002112812630766,0.31061484657856775,0.6104645109581204,0.534181379911042,0.5072823337288789,9.974242241420278,11.058524251577099,15,uniform,83,135.1
Maniknagar,CNN+BiGRU+BiLSTM,0.5442486735624998,0.3619614846566611,10.42593063589007,8.078873194413344,0.5458606645554507,9.60097711028371,7.437850035626744,13.060214595335216,12.454551212401924,0.4146450926809341,0.33751233972426675,0.36444671078139657,0.6215154316158569,0.545669270661457,0.5095329829652862,9.799520162234161,10.643717295598053,15,uniform,90,148.6
Matual,BiLSTM,0.5440552736003117,0.13049371634281662,10.289768815572893,8.168347398036573,0.3294632143563881,10.046869727186436,7.784510183654541,14.258353117534009,13.998225253235727,0.4034602929956653,0.11529573046614405,-0.004147473678989266,0.5947996681257092,0.31533781345317946,0.16690698166115758,8.274531326154074,11.221516312609463,15,uniform,102,169.1
Matual,BiGRU,0.5148363407446707,0.23043531536002096,9.679528657028262,7.52468433127128,0.3500332246456255,9.845273812585287,7.497162593192326,13.447714456485606,13.708024088227722,0.5317072162422987,0.17835597169292272,0.1379251742522617,0.7044923950713804,0.3040441785991691,0.20739418865949533,7.413999173015932,10.409618632763895,15,uniform,139,224.9
Matual,BiLSTM+BiGRU,0.5726044860345852,0.22440651495014144,9.724603021564821,7.718195789842323,0.38347324357403956,9.608777275301174,7.405548513034503,13.642244185181067,13.462371458635765,0.45950084288464,0.19869389133737603,0.1323968505050711,0.6571930326761584,0.39448583637081236,0.18727718359368084,7.999534499551141,10.440439998194709,15,uniform,119,195.1
Matual,BiGRU+BiLSTM,0.5158582132906842,0.22125171830294585,9.743946696881721,7.763257599067103,0.3509658056952857,9.836555698909283,7.292911615934474,13.802628447863583,13.521981416873793,0.48740976268303315,0.16431258763440026,0.14370376493263726,0.6966307781672256,0.35330286759824725,0.12737618046710986,7.816808967539683,10.376768626566053,15,uniform,101,165.4
Matual,CNN+BiLSTM+BiGRU,0.6086394227192142,0.22367700242539829,9.725819611356123,7.681891379537503,0.36376208722766584,9.780025715854856,7.628671917278636,13.677589094459725,13.688658258491015,0.46770929265391925,0.22371858240072606,0.10141512542002828,0.6266952021247041,0.3604496472070027,0.18542524426227047,7.956001713150154,10.635072433319827,15,uniform,141,225.5
