substation,model,horizon,n,r2,rmse,mae,mape_pct
Uttara,CNN+BiGRU+BiLSTM,1,36,0.8822826878853671,5.845223037655455,4.15505950489806,5.774203171627704
Uttara,CNN+BiGRU+BiLSTM,2,37,0.7448839270209693,9.17887050834801,7.444781002494935,10.084073580745294
Uttara,CNN+BiGRU+BiLSTM,3,38,0.6924627640033023,7.5197755900943575,5.7552261928116,8.366672713407867
Uttara,CNN+BiGRU+BiLSTM,4,37,0.6634336764226192,10.0371414423244,7.584157198740016,10.08078548090539
Uttara,CNN+BiGRU+BiLSTM,5,38,0.6181923779824221,10.241595311853343,7.468150611213946,9.848323676621233
Uttara,CNN+BiGRU+BiLSTM,6,38,0.5319699248090174,9.424473419128748,6.588748667318568,8.458658855131848
Uttara,CNN+BiGRU+BiLSTM,7,37,0.5511731753499534,9.776172962367552,7.746121619178634,10.09603881181852
Uttara,CNN+BiGRU+BiLSTM,8,37,0.6436661759977035,9.12134158415951,7.115907858626261,9.767126631321714
Uttara,CNN+BiGRU+BiLSTM,9,38,0.5039847291591677,9.619583623395682,7.399818400356331,9.813448604330738
Uttara,CNN+BiGRU+BiLSTM,10,38,0.5183236251078596,9.065531603559863,6.857503562036315,10.014254966540658
Uttara,CNN+BiGRU+BiLSTM,11,37,0.5241910479127682,10.066052381457064,7.951593258171468,10.681870355619584
Uttara,CNN+BiGRU+BiLSTM,12,38,0.6112951166912426,10.139673565139113,7.9043595520799075,10.932700033690054
Uttara,CNN+BiGRU+BiLSTM,13,37,0.5578938327467846,10.585711215573236,8.53543859180969,11.90946667793081
Uttara,CNN+BiGRU+BiLSTM,14,37,0.6068884182568837,10.326736904383361,8.351985633667251,10.839690129124827
