substation,model,horizon,n,r2,rmse,mae,mape_pct
Kalyanpur,BiGRU,1,36,0.8633584727001167,7.105564322227116,5.343816459178925,5.462662092511327
Kalyanpur,BiGRU,2,37,0.8060343175866312,8.918191939716008,6.897981062128738,7.381032460009175
Kalyanpur,BiGRU,3,38,0.8240270265498071,7.558304602714839,6.256873000609249,6.804925578072362
Kalyanpur,BiGRU,4,37,0.7858714344835671,8.124159216158287,5.844934927450644,6.129128153312286
Kalyanpur,BiGRU,5,38,0.6489108142200581,10.433332354243019,7.86857859241335,7.79584238248241
Kalyanpur,BiGRU,6,38,0.8178734683086354,7.329995932184167,5.874753693216724,6.184003479722803
Kalyanpur,BiGRU,7,37,0.7616261705278418,7.744631239353451,6.581641322857624,7.23454897619612
Kalyanpur,BiGRU,8,37,0.7149020603846478,8.899307104615755,7.176115029566995,8.013476564950759
Kalyanpur,BiGRU,9,38,0.6459827232166098,10.070351306297734,8.130656883904807,8.953004757502361
Kalyanpur,BiGRU,10,38,0.549138493066311,9.647997465444188,7.752436096730985,8.354110957220005
Kalyanpur,BiGRU,11,37,0.6034143947376445,10.619673931564517,8.62788427359349,8.924438495500992
Kalyanpur,BiGRU,12,38,0.7180104841143446,10.466137692773396,8.350828313513805,8.712110408793231
Kalyanpur,BiGRU,13,37,0.6638945795996505,9.79517502015125,8.214150304729872,8.392557325870918
Kalyanpur,BiGRU,14,37,0.7871422867725195,8.544372916421956,6.876247657311926,6.9669939179768505
