src_label,src,type,dst_label,dst,rank
Substation,Dhanmondi,HAS_TOU_WINDOW,TouWindow,TOU-Dhanmondi,
Substation,Kalyanpur,HAS_TOU_WINDOW,TouWindow,TOU-Kalyanpur,
Substation,Dhanmondi,CONNECTS,TieLine,TL-Dhanmondi-Kalyanpur,
TieLine,TL-Dhanmondi-Kalyanpur,CONNECTS,Substation,Kalyanpur,
Substation,Kalyanpur,CONNECTS,TieLine,TL-Kalyanpur-Dhanmondi,
TieLine,TL-Kalyanpur-Dhanmondi,CONNECTS,Substation,Dhanmondi,
Archetype,Res-A,SUBJECT_TO,TariffClass,LT-A,
Archetype,Res-B,SUBJECT_TO,TariffClass,LT-A,
Archetype,Res-C,SUBJECT_TO,TariffClass,LT-A,
Archetype,Commercial,SUBJECT_TO,TariffClass,LT-E,
Archetype,Industrial,SUBJECT_TO,TariffClass,LT-C1,
Archetype,Hospital,SUBJECT_TO,TariffClass,LT-D1,
Archetype,Educational,SUBJECT_TO,TariffClass,LT-D1,
Archetype,Government,SUBJECT_TO,TariffClass,LT-E,
TimeSlot,2026-06-30-S00,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S01,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S02,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S03,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S04,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S05,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S06,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S07,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S08,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S09,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S10,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S11,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S12,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S13,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S14,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S15,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S16,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S17,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S18,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S19,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S20,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S21,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S22,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S23,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S24,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S25,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S26,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S27,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S28,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S29,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S30,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S31,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S32,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S33,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S34,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S35,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S36,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S37,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S38,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S39,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S40,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S41,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S42,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S43,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S44,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S45,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S46,AT_DAY,Day,2026-06-30,
TimeSlot,2026-06-30-S47,AT_DAY,Day,2026-06-30,
TimeSlot,2026-07-01-S00,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S01,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S02,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S03,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S04,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S05,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S06,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S07,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S08,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S09,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S10,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S11,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S12,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S13,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S14,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S15,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S16,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S17,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S18,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S19,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S20,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S21,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S22,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S23,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S24,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S25,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S26,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S27,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S28,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S29,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S30,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S31,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S32,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S33,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S34,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S35,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S36,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S37,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S38,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S39,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S40,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S41,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S42,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S43,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S44,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S45,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S46,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-01-S47,AT_DAY,Day,2026-07-01,
TimeSlot,2026-07-02-S00,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S01,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S02,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S03,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S04,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S05,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S06,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S07,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S08,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S09,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S10,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S11,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S12,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S13,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S14,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S15,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S16,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S17,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S18,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S19,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S20,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S21,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S22,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S23,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S24,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S25,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S26,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S27,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S28,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S29,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S30,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S31,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S32,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S33,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S34,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S35,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S36,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S37,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S38,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S39,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S40,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S41,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S42,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S43,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S44,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S45,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S46,AT_DAY,Day,2026-07-02,
TimeSlot,2026-07-02-S47,AT_DAY,Day,2026-07-02,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0001,
Household,DHNC0001,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0001,IN_ARCHETYPE,Archetype,Res-A,
Household,DHNC0001,HAS_METER,Meter,DHNC0001-M,
Meter,DHNC0001-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A00,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A00,
Appliance,DHNC0001-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A01,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A01,
Appliance,DHNC0001-A01,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A02,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A02,
Appliance,DHNC0001-A02,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A03,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A03,
Appliance,DHNC0001-A03,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A04,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A04,
Appliance,DHNC0001-A04,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A05,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A05,
Appliance,DHNC0001-A05,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A06,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A06,
Appliance,DHNC0001-A06,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A07,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A07,
Appliance,DHNC0001-A07,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A08,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A08,
Appliance,DHNC0001-A08,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0001-M,REGISTERS,Appliance,DHNC0001-A09,
Household,DHNC0001,HAS_APPLIANCE,Appliance,DHNC0001-A09,
Appliance,DHNC0001-A09,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0002,
Household,DHNC0002,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0002,IN_ARCHETYPE,Archetype,Res-C,
Household,DHNC0002,HAS_METER,Meter,DHNC0002-M,
Meter,DHNC0002-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0002-M,REGISTERS,Appliance,DHNC0002-A00,
Household,DHNC0002,HAS_APPLIANCE,Appliance,DHNC0002-A00,
Appliance,DHNC0002-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0002-M,REGISTERS,Appliance,DHNC0002-A01,
Household,DHNC0002,HAS_APPLIANCE,Appliance,DHNC0002-A01,
Appliance,DHNC0002-A01,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0002-M,REGISTERS,Appliance,DHNC0002-A02,
Household,DHNC0002,HAS_APPLIANCE,Appliance,DHNC0002-A02,
Appliance,DHNC0002-A02,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0002-M,REGISTERS,Appliance,DHNC0002-A03,
Household,DHNC0002,HAS_APPLIANCE,Appliance,DHNC0002-A03,
Appliance,DHNC0002-A03,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0002-M,REGISTERS,Appliance,DHNC0002-A04,
Household,DHNC0002,HAS_APPLIANCE,Appliance,DHNC0002-A04,
Appliance,DHNC0002-A04,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0003,
Household,DHNC0003,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0003,IN_ARCHETYPE,Archetype,Res-B,
Household,DHNC0003,HAS_METER,Meter,DHNC0003-M,
Meter,DHNC0003-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0003-M,REGISTERS,Appliance,DHNC0003-A00,
Household,DHNC0003,HAS_APPLIANCE,Appliance,DHNC0003-A00,
Appliance,DHNC0003-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0003-M,REGISTERS,Appliance,DHNC0003-A01,
Household,DHNC0003,HAS_APPLIANCE,Appliance,DHNC0003-A01,
Appliance,DHNC0003-A01,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0003-M,REGISTERS,Appliance,DHNC0003-A02,
Household,DHNC0003,HAS_APPLIANCE,Appliance,DHNC0003-A02,
Appliance,DHNC0003-A02,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0003-M,REGISTERS,Appliance,DHNC0003-A03,
Household,DHNC0003,HAS_APPLIANCE,Appliance,DHNC0003-A03,
Appliance,DHNC0003-A03,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0003-M,REGISTERS,Appliance,DHNC0003-A04,
Household,DHNC0003,HAS_APPLIANCE,Appliance,DHNC0003-A04,
Appliance,DHNC0003-A04,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0003-M,REGISTERS,Appliance,DHNC0003-A05,
Household,DHNC0003,HAS_APPLIANCE,Appliance,DHNC0003-A05,
Appliance,DHNC0003-A05,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0004,
Household,DHNC0004,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0004,IN_ARCHETYPE,Archetype,Res-C,
Household,DHNC0004,HAS_METER,Meter,DHNC0004-M,
Meter,DHNC0004-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A00,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A00,
Appliance,DHNC0004-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A01,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A01,
Appliance,DHNC0004-A01,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A02,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A02,
Appliance,DHNC0004-A02,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A03,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A03,
Appliance,DHNC0004-A03,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A04,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A04,
Appliance,DHNC0004-A04,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A05,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A05,
Appliance,DHNC0004-A05,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A06,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A06,
Appliance,DHNC0004-A06,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0004-M,REGISTERS,Appliance,DHNC0004-A07,
Household,DHNC0004,HAS_APPLIANCE,Appliance,DHNC0004-A07,
Appliance,DHNC0004-A07,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0005,
Household,DHNC0005,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0005,IN_ARCHETYPE,Archetype,Res-B,
Household,DHNC0005,HAS_METER,Meter,DHNC0005-M,
Meter,DHNC0005-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0005-M,REGISTERS,Appliance,DHNC0005-A00,
Household,DHNC0005,HAS_APPLIANCE,Appliance,DHNC0005-A00,
Appliance,DHNC0005-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0005-M,REGISTERS,Appliance,DHNC0005-A01,
Household,DHNC0005,HAS_APPLIANCE,Appliance,DHNC0005-A01,
Appliance,DHNC0005-A01,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0005-M,REGISTERS,Appliance,DHNC0005-A02,
Household,DHNC0005,HAS_APPLIANCE,Appliance,DHNC0005-A02,
Appliance,DHNC0005-A02,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0005-M,REGISTERS,Appliance,DHNC0005-A03,
Household,DHNC0005,HAS_APPLIANCE,Appliance,DHNC0005-A03,
Appliance,DHNC0005-A03,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0005-M,REGISTERS,Appliance,DHNC0005-A04,
Household,DHNC0005,HAS_APPLIANCE,Appliance,DHNC0005-A04,
Appliance,DHNC0005-A04,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0006,
Household,DHNC0006,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0006,IN_ARCHETYPE,Archetype,Res-A,
Household,DHNC0006,HAS_METER,Meter,DHNC0006-M,
Meter,DHNC0006-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A00,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A00,
Appliance,DHNC0006-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A01,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A01,
Appliance,DHNC0006-A01,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A02,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A02,
Appliance,DHNC0006-A02,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A03,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A03,
Appliance,DHNC0006-A03,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A04,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A04,
Appliance,DHNC0006-A04,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A05,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A05,
Appliance,DHNC0006-A05,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A06,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A06,
Appliance,DHNC0006-A06,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A07,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A07,
Appliance,DHNC0006-A07,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0006-M,REGISTERS,Appliance,DHNC0006-A08,
Household,DHNC0006,HAS_APPLIANCE,Appliance,DHNC0006-A08,
Appliance,DHNC0006-A08,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0007,
Household,DHNC0007,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0007,IN_ARCHETYPE,Archetype,Res-A,
Household,DHNC0007,HAS_METER,Meter,DHNC0007-M,
Meter,DHNC0007-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A00,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A00,
Appliance,DHNC0007-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A01,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A01,
Appliance,DHNC0007-A01,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A02,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A02,
Appliance,DHNC0007-A02,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A03,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A03,
Appliance,DHNC0007-A03,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A04,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A04,
Appliance,DHNC0007-A04,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A05,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A05,
Appliance,DHNC0007-A05,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A06,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A06,
Appliance,DHNC0007-A06,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A07,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A07,
Appliance,DHNC0007-A07,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0007-M,REGISTERS,Appliance,DHNC0007-A08,
Household,DHNC0007,HAS_APPLIANCE,Appliance,DHNC0007-A08,
Appliance,DHNC0007-A08,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0008,
Household,DHNC0008,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0008,IN_ARCHETYPE,Archetype,Res-B,
Household,DHNC0008,HAS_METER,Meter,DHNC0008-M,
Meter,DHNC0008-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A00,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A00,
Appliance,DHNC0008-A00,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A01,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A01,
Appliance,DHNC0008-A01,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A02,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A02,
Appliance,DHNC0008-A02,BELONGS_TO,ApplianceClass,critical,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A03,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A03,
Appliance,DHNC0008-A03,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A04,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A04,
Appliance,DHNC0008-A04,BELONGS_TO,ApplianceClass,shiftable,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A05,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A05,
Appliance,DHNC0008-A05,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A06,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A06,
Appliance,DHNC0008-A06,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A07,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A07,
Appliance,DHNC0008-A07,BELONGS_TO,ApplianceClass,curtailable,
Meter,DHNC0008-M,REGISTERS,Appliance,DHNC0008-A08,
Household,DHNC0008,HAS_APPLIANCE,Appliance,DHNC0008-A08,
Appliance,DHNC0008-A08,BELONGS_TO,ApplianceClass,curtailable,
Substation,Dhanmondi,HAS_HOUSEHOLD,Household,DHNC0009,
Household,DHNC0009,LOCATED_AT,Substation,Dhanmondi,
Household,DHNC0009,IN_ARCHETYPE,Archetype,Res-C,
Household,DHNC0009,HAS_METER,Meter,DHNC0009-M,
Meter,DHNC0009-M,FEEDS_FROM,Substation,Dhanmondi,
Meter,DHNC0009-M,REGISTERS,Appliance,DHNC0009-A00,
Household,DHNC0009,HAS_APPLIANCE,Appliance,DHNC0009-A00,
