src_label,src,type,dst_label,dst,rank
Substation,Dhanmondi,HAS_TOU_WINDOW,TouWindow,TOU-Dhanmondi,
Substation,Kalyanpur,HAS_TOU_WINDOW,TouWindow,TOU-Kalyanpur,
Substation,Dhanmondi,CONNECTS,TieLine,TL-Dhanmondi-Kalyanpur,
TieLine,TL-Dhanmondi-Kalyanpur,CONNECTS,Substation,Kalyanpur,
Substation,Kalyanpur,CONNECTS,TieLine,TL-Kalyanpur-Dhanmondi,
TieLine,TL-Kalyanpur-Dhanmondi,CONNECTS,Substation,Dhanmondi,
Archetype,Res-A,SUBJECT_TO,TariffClass,LT-A,
Archetype,Res-B,SUBJECT_TO,TariffClass,LT-A,
Archetype,Res-C,SUBJECT_TO,TariffClass,LT-A,
Archetype,Commercial,SUBJECT_TO,TariffClass,LT-E,
Archetype,Industrial,SUBJECT_TO,TariffClass,LT-C1,
Archetype,Hospital,SUBJECT_TO,TariffClass,LT-D1,
Archetype,Educational,SUBJECT_TO,TariffClass,LT-D1,
Archetype,Government,SUBJECT_TO,TariffClass,LT-E,
Household,KLNC0314,PERFORMED,DrAction,DR-KLNC0314-2026-06-30-40-Y,
DrAction,DR-KLNC0314-2026-06-30-40-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S40,
DrAction,DR-KLNC0314-2026-06-30-40-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-40,
Household,KLNC0314,PERFORMED,DrAction,DR-KLNC0314-2026-06-30-41-Y,
DrAction,DR-KLNC0314-2026-06-30-41-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S41,
DrAction,DR-KLNC0314-2026-06-30-41-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-41,
Household,KLNC0314,PERFORMED,DrAction,DR-KLNC0314-2026-06-30-42-Y,
DrAction,DR-KLNC0314-2026-06-30-42-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S42,
DrAction,DR-KLNC0314-2026-06-30-42-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-42,
Household,KLNC0314,PERFORMED,DrAction,DR-KLNC0314-2026-06-30-43-Y,
DrAction,DR-KLNC0314-2026-06-30-43-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S43,
DrAction,DR-KLNC0314-2026-06-30-43-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-43,
Household,KLNC0314,PERFORMED,DrAction,DR-KLNC0314-2026-06-30-44-Y,
DrAction,DR-KLNC0314-2026-06-30-44-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S44,
DrAction,DR-KLNC0314-2026-06-30-44-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-44,
Household,KLNC0314,PERFORMED,DrAction,DR-KLNC0314-2026-06-30-47-Y,
DrAction,DR-KLNC0314-2026-06-30-47-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S47,
DrAction,DR-KLNC0314-2026-06-30-47-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-47,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-00-Y,
DrAction,DR-KLNC0315-2026-06-30-00-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S00,
DrAction,DR-KLNC0315-2026-06-30-00-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-00,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-18-Y,
DrAction,DR-KLNC0315-2026-06-30-18-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S18,
DrAction,DR-KLNC0315-2026-06-30-18-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-18,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-19-Y,
DrAction,DR-KLNC0315-2026-06-30-19-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S19,
DrAction,DR-KLNC0315-2026-06-30-19-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-19,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-20-Y,
DrAction,DR-KLNC0315-2026-06-30-20-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S20,
DrAction,DR-KLNC0315-2026-06-30-20-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-20,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-22-Y,
DrAction,DR-KLNC0315-2026-06-30-22-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S22,
DrAction,DR-KLNC0315-2026-06-30-22-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-22,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-23-Y,
DrAction,DR-KLNC0315-2026-06-30-23-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S23,
DrAction,DR-KLNC0315-2026-06-30-23-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-23,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-25-Y,
DrAction,DR-KLNC0315-2026-06-30-25-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S25,
DrAction,DR-KLNC0315-2026-06-30-25-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-25,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-27-Y,
DrAction,DR-KLNC0315-2026-06-30-27-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S27,
DrAction,DR-KLNC0315-2026-06-30-27-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-27,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-29-Y,
DrAction,DR-KLNC0315-2026-06-30-29-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S29,
DrAction,DR-KLNC0315-2026-06-30-29-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-29,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-30-Y,
DrAction,DR-KLNC0315-2026-06-30-30-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S30,
DrAction,DR-KLNC0315-2026-06-30-30-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-30,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-31-Y,
DrAction,DR-KLNC0315-2026-06-30-31-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S31,
DrAction,DR-KLNC0315-2026-06-30-31-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-31,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-32-Y,
DrAction,DR-KLNC0315-2026-06-30-32-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S32,
DrAction,DR-KLNC0315-2026-06-30-32-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-32,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-35-Y,
DrAction,DR-KLNC0315-2026-06-30-35-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S35,
DrAction,DR-KLNC0315-2026-06-30-35-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-35,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-36-Y,
DrAction,DR-KLNC0315-2026-06-30-36-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S36,
DrAction,DR-KLNC0315-2026-06-30-36-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-36,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-37-Y,
DrAction,DR-KLNC0315-2026-06-30-37-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S37,
DrAction,DR-KLNC0315-2026-06-30-37-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-37,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-38-Y,
DrAction,DR-KLNC0315-2026-06-30-38-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S38,
DrAction,DR-KLNC0315-2026-06-30-38-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-38,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-39-Y,
DrAction,DR-KLNC0315-2026-06-30-39-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S39,
DrAction,DR-KLNC0315-2026-06-30-39-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-39,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-40-Y,
DrAction,DR-KLNC0315-2026-06-30-40-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S40,
DrAction,DR-KLNC0315-2026-06-30-40-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-40,
Household,KLNC0315,PERFORMED,DrAction,DR-KLNC0315-2026-06-30-41-Y,
DrAction,DR-KLNC0315-2026-06-30-41-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S41,
DrAction,DR-KLNC0315-2026-06-30-41-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-41,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-17-Y,
DrAction,DR-KLNC0316-2026-06-30-17-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S17,
DrAction,DR-KLNC0316-2026-06-30-17-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-17,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-18-Y,
DrAction,DR-KLNC0316-2026-06-30-18-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S18,
DrAction,DR-KLNC0316-2026-06-30-18-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-18,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-19-Y,
DrAction,DR-KLNC0316-2026-06-30-19-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S19,
DrAction,DR-KLNC0316-2026-06-30-19-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-19,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-22-Y,
DrAction,DR-KLNC0316-2026-06-30-22-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S22,
DrAction,DR-KLNC0316-2026-06-30-22-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-22,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-29-Y,
DrAction,DR-KLNC0316-2026-06-30-29-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S29,
DrAction,DR-KLNC0316-2026-06-30-29-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-29,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-30-Y,
DrAction,DR-KLNC0316-2026-06-30-30-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S30,
DrAction,DR-KLNC0316-2026-06-30-30-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-30,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-32-Y,
DrAction,DR-KLNC0316-2026-06-30-32-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S32,
DrAction,DR-KLNC0316-2026-06-30-32-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-32,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-35-Y,
DrAction,DR-KLNC0316-2026-06-30-35-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S35,
DrAction,DR-KLNC0316-2026-06-30-35-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-35,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-36-Y,
DrAction,DR-KLNC0316-2026-06-30-36-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S36,
DrAction,DR-KLNC0316-2026-06-30-36-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-36,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-37-Y,
DrAction,DR-KLNC0316-2026-06-30-37-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S37,
DrAction,DR-KLNC0316-2026-06-30-37-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-37,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-38-Y,
DrAction,DR-KLNC0316-2026-06-30-38-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S38,
DrAction,DR-KLNC0316-2026-06-30-38-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-38,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-39-Y,
DrAction,DR-KLNC0316-2026-06-30-39-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S39,
DrAction,DR-KLNC0316-2026-06-30-39-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-39,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-40-Y,
DrAction,DR-KLNC0316-2026-06-30-40-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S40,
DrAction,DR-KLNC0316-2026-06-30-40-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-40,
Household,KLNC0316,PERFORMED,DrAction,DR-KLNC0316-2026-06-30-41-Y,
DrAction,DR-KLNC0316-2026-06-30-41-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S41,
DrAction,DR-KLNC0316-2026-06-30-41-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-41,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-01-Y,
DrAction,DR-KLNC0317-2026-06-30-01-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S01,
DrAction,DR-KLNC0317-2026-06-30-01-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-01,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-04-Y,
DrAction,DR-KLNC0317-2026-06-30-04-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S04,
DrAction,DR-KLNC0317-2026-06-30-04-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-04,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-12-Y,
DrAction,DR-KLNC0317-2026-06-30-12-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S12,
DrAction,DR-KLNC0317-2026-06-30-12-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-12,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-13-Y,
DrAction,DR-KLNC0317-2026-06-30-13-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S13,
DrAction,DR-KLNC0317-2026-06-30-13-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-13,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-15-Y,
DrAction,DR-KLNC0317-2026-06-30-15-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S15,
DrAction,DR-KLNC0317-2026-06-30-15-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-15,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-17-Y,
DrAction,DR-KLNC0317-2026-06-30-17-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S17,
DrAction,DR-KLNC0317-2026-06-30-17-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-17,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-18-Y,
DrAction,DR-KLNC0317-2026-06-30-18-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S18,
DrAction,DR-KLNC0317-2026-06-30-18-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-18,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-19-Y,
DrAction,DR-KLNC0317-2026-06-30-19-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S19,
DrAction,DR-KLNC0317-2026-06-30-19-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-19,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-20-Y,
DrAction,DR-KLNC0317-2026-06-30-20-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S20,
DrAction,DR-KLNC0317-2026-06-30-20-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-20,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-21-Y,
DrAction,DR-KLNC0317-2026-06-30-21-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S21,
DrAction,DR-KLNC0317-2026-06-30-21-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-21,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-22-Y,
DrAction,DR-KLNC0317-2026-06-30-22-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S22,
DrAction,DR-KLNC0317-2026-06-30-22-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-22,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-23-Y,
DrAction,DR-KLNC0317-2026-06-30-23-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S23,
DrAction,DR-KLNC0317-2026-06-30-23-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-23,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-24-Y,
DrAction,DR-KLNC0317-2026-06-30-24-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S24,
DrAction,DR-KLNC0317-2026-06-30-24-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-24,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-25-Y,
DrAction,DR-KLNC0317-2026-06-30-25-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S25,
DrAction,DR-KLNC0317-2026-06-30-25-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-25,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-26-Y,
DrAction,DR-KLNC0317-2026-06-30-26-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S26,
DrAction,DR-KLNC0317-2026-06-30-26-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-26,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-27-Y,
DrAction,DR-KLNC0317-2026-06-30-27-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S27,
DrAction,DR-KLNC0317-2026-06-30-27-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-27,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-28-Y,
DrAction,DR-KLNC0317-2026-06-30-28-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S28,
DrAction,DR-KLNC0317-2026-06-30-28-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-28,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-29-Y,
DrAction,DR-KLNC0317-2026-06-30-29-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S29,
DrAction,DR-KLNC0317-2026-06-30-29-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-29,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-30-Y,
DrAction,DR-KLNC0317-2026-06-30-30-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S30,
DrAction,DR-KLNC0317-2026-06-30-30-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-30,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-31-Y,
DrAction,DR-KLNC0317-2026-06-30-31-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S31,
DrAction,DR-KLNC0317-2026-06-30-31-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-31,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-32-Y,
DrAction,DR-KLNC0317-2026-06-30-32-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S32,
DrAction,DR-KLNC0317-2026-06-30-32-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-32,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-34-Y,
DrAction,DR-KLNC0317-2026-06-30-34-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S34,
DrAction,DR-KLNC0317-2026-06-30-34-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-34,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-35-Y,
DrAction,DR-KLNC0317-2026-06-30-35-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S35,
DrAction,DR-KLNC0317-2026-06-30-35-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-35,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-36-Y,
DrAction,DR-KLNC0317-2026-06-30-36-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S36,
DrAction,DR-KLNC0317-2026-06-30-36-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-36,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-37-Y,
DrAction,DR-KLNC0317-2026-06-30-37-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S37,
DrAction,DR-KLNC0317-2026-06-30-37-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-37,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-38-Y,
DrAction,DR-KLNC0317-2026-06-30-38-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S38,
DrAction,DR-KLNC0317-2026-06-30-38-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-38,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-39-Y,
DrAction,DR-KLNC0317-2026-06-30-39-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S39,
DrAction,DR-KLNC0317-2026-06-30-39-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-39,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-40-Y,
DrAction,DR-KLNC0317-2026-06-30-40-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S40,
DrAction,DR-KLNC0317-2026-06-30-40-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-40,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-41-Y,
DrAction,DR-KLNC0317-2026-06-30-41-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S41,
DrAction,DR-KLNC0317-2026-06-30-41-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-41,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-42-Y,
DrAction,DR-KLNC0317-2026-06-30-42-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S42,
DrAction,DR-KLNC0317-2026-06-30-42-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-42,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-43-Y,
DrAction,DR-KLNC0317-2026-06-30-43-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S43,
DrAction,DR-KLNC0317-2026-06-30-43-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-43,
Household,KLNC0317,PERFORMED,DrAction,DR-KLNC0317-2026-06-30-44-Y,
DrAction,DR-KLNC0317-2026-06-30-44-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S44,
DrAction,DR-KLNC0317-2026-06-30-44-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-44,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-03-Y,
DrAction,DR-KLNC0318-2026-06-30-03-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S03,
DrAction,DR-KLNC0318-2026-06-30-03-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-03,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-16-Y,
DrAction,DR-KLNC0318-2026-06-30-16-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S16,
DrAction,DR-KLNC0318-2026-06-30-16-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-16,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-17-Y,
DrAction,DR-KLNC0318-2026-06-30-17-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S17,
DrAction,DR-KLNC0318-2026-06-30-17-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-17,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-18-Y,
DrAction,DR-KLNC0318-2026-06-30-18-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S18,
DrAction,DR-KLNC0318-2026-06-30-18-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-18,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-21-Y,
DrAction,DR-KLNC0318-2026-06-30-21-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S21,
DrAction,DR-KLNC0318-2026-06-30-21-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-21,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-22-Y,
DrAction,DR-KLNC0318-2026-06-30-22-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S22,
DrAction,DR-KLNC0318-2026-06-30-22-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-22,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-29-Y,
DrAction,DR-KLNC0318-2026-06-30-29-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S29,
DrAction,DR-KLNC0318-2026-06-30-29-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-29,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-30-Y,
DrAction,DR-KLNC0318-2026-06-30-30-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S30,
DrAction,DR-KLNC0318-2026-06-30-30-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-30,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-35-Y,
DrAction,DR-KLNC0318-2026-06-30-35-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S35,
DrAction,DR-KLNC0318-2026-06-30-35-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-35,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-36-Y,
DrAction,DR-KLNC0318-2026-06-30-36-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S36,
DrAction,DR-KLNC0318-2026-06-30-36-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-36,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-37-Y,
DrAction,DR-KLNC0318-2026-06-30-37-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S37,
DrAction,DR-KLNC0318-2026-06-30-37-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-37,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-38-Y,
DrAction,DR-KLNC0318-2026-06-30-38-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S38,
DrAction,DR-KLNC0318-2026-06-30-38-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-38,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-39-Y,
DrAction,DR-KLNC0318-2026-06-30-39-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S39,
DrAction,DR-KLNC0318-2026-06-30-39-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-39,
Household,KLNC0318,PERFORMED,DrAction,DR-KLNC0318-2026-06-30-40-Y,
DrAction,DR-KLNC0318-2026-06-30-40-Y,AT_TIMESLOT,TimeSlot,2026-06-30-S40,
DrAction,DR-KLNC0318-2026-06-30-40-Y,REDUCES,LoadProfile,LP-KLN-2026-06-30-40,
