start,end,days,month_label,observed_days,forecast_days,tariff_source,rho_tk_per_kwh,qoe_min,id
2026-06-14,2026-07-13,30,2026-06-14 to 2026-07-13,16,14,"BERC memo 28.01.0000.012.04.003.26.2521, 03 June 2026; effective June 2026 billing month",3.0,0.85,BP-2026-06-14-2026-07-13
