consumer_id,date,substation,archetype,category,w_h,n_shift_slots,n_curtail_slots,energy_shifted_kwh,energy_curtailed_kwh,max_y,never_curtailed,never_shifted,participated,id
KLNC0038,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0038-2026-06-26
KLNC0039,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0039-2026-06-26
KLNC0040,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0040-2026-06-26
KLNC0041,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,187.25067430025803,0.3808937541490007,False,True,True,PS-KLNC0041-2026-06-26
KLNC0042,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0042-2026-06-26
KLNC0043,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0043-2026-06-26
KLNC0044,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0044-2026-06-26
KLNC0045,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,846.465107681036,0.4472138556729657,False,True,True,PS-KLNC0045-2026-06-26
KLNC0046,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,4,0.0,566.1838136762779,0.3898002184016976,False,True,True,PS-KLNC0046-2026-06-26
KLNC0047,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0047-2026-06-26
KLNC0048,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0048-2026-06-26
KLNC0049,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0049-2026-06-26
KLNC0050,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0050-2026-06-26
KLNC0051,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0051-2026-06-26
KLNC0052,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0052-2026-06-26
KLNC0053,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0053-2026-06-26
KLNC0054,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0054-2026-06-26
KLNC0055,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0055-2026-06-26
KLNC0056,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0056-2026-06-26
KLNC0057,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0057-2026-06-26
KLNC0058,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0058-2026-06-26
KLNC0059,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0059-2026-06-26
KLNC0060,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,1022.7141292082391,0.4089966499432551,False,True,True,PS-KLNC0060-2026-06-26
KLNC0061,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0061-2026-06-26
KLNC0062,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0062-2026-06-26
KLNC0063,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0063-2026-06-26
KLNC0064,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0064-2026-06-26
KLNC0065,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0065-2026-06-26
KLNC0066,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0066-2026-06-26
KLNC0067,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,532.1717565659349,0.4540846467372712,False,True,True,PS-KLNC0067-2026-06-26
KLNC0068,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,478.6824008829934,0.3250539513587744,False,True,True,PS-KLNC0068-2026-06-26
KLNC0069,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0069-2026-06-26
KLNC0070,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0070-2026-06-26
KLNC0071,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0071-2026-06-26
KLNC0072,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0072-2026-06-26
KLNC0073,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0073-2026-06-26
KLNC0074,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0074-2026-06-26
KLNC0075,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0075-2026-06-26
KLNC0076,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0076-2026-06-26
KLNC0077,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,296.62681346037726,0.3876829591113516,False,True,True,PS-KLNC0077-2026-06-26
KLNC0078,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0078-2026-06-26
KLNC0079,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0079-2026-06-26
KLNC0080,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0080-2026-06-26
KLNC0081,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0081-2026-06-26
KLNC0082,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0082-2026-06-26
KLNC0083,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0083-2026-06-26
KLNC0084,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0084-2026-06-26
KLNC0085,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0085-2026-06-26
KLNC0086,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0086-2026-06-26
KLNC0087,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0087-2026-06-26
KLNC0088,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0088-2026-06-26
KLNC0089,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0089-2026-06-26
KLNC0090,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0090-2026-06-26
KLNC0091,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0091-2026-06-26
KLNC0092,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0092-2026-06-26
KLNC0093,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,3,0.0,546.6170550416064,0.3790161936231305,False,True,True,PS-KLNC0093-2026-06-26
KLNC0094,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0094-2026-06-26
KLNC0095,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0095-2026-06-26
KLNC0096,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0096-2026-06-26
KLNC0097,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0097-2026-06-26
KLNC0098,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0098-2026-06-26
KLNC0099,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0099-2026-06-26
KLNC0100,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0100-2026-06-26
KLNC0101,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0101-2026-06-26
KLNC0102,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0102-2026-06-26
KLNC0103,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0103-2026-06-26
KLNC0104,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0104-2026-06-26
KLNC0105,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,477.38222840613696,0.3951691591886129,False,True,True,PS-KLNC0105-2026-06-26
KLNC0106,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0106-2026-06-26
KLNC0107,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0107-2026-06-26
KLNC0108,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0108-2026-06-26
KLNC0109,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0109-2026-06-26
KLNC0110,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0110-2026-06-26
KLNC0111,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0111-2026-06-26
KLNC0112,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0112-2026-06-26
KLNC0113,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0113-2026-06-26
KLNC0114,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,4,0.0,358.64679548138514,0.3886253329384007,False,True,True,PS-KLNC0114-2026-06-26
KLNC0115,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0115-2026-06-26
KLNC0116,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0116-2026-06-26
KLNC0117,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0117-2026-06-26
KLNC0118,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0118-2026-06-26
KLNC0119,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0119-2026-06-26
KLNC0120,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,4,0.0,988.0257296594526,0.4379636869275554,False,True,True,PS-KLNC0120-2026-06-26
KLNC0121,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0121-2026-06-26
KLNC0122,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0122-2026-06-26
KLNC0123,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0123-2026-06-26
KLNC0124,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0124-2026-06-26
KLNC0125,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0125-2026-06-26
KLNC0126,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0126-2026-06-26
KLNC0127,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0127-2026-06-26
KLNC0128,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0128-2026-06-26
KLNC0129,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0129-2026-06-26
KLNC0130,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,572.383584103079,0.3184585579934069,False,True,True,PS-KLNC0130-2026-06-26
KLNC0131,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0131-2026-06-26
KLNC0132,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,1659.646371072984,0.3809783017978602,False,True,True,PS-KLNC0132-2026-06-26
KLNC0133,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0133-2026-06-26
KLNC0134,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0134-2026-06-26
KLNC0135,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,1317.8550340364618,0.4071308201896008,False,True,True,PS-KLNC0135-2026-06-26
KLNC0136,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,124.99392418271805,0.4094341987116089,False,True,True,PS-KLNC0136-2026-06-26
KLNC0137,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0137-2026-06-26
KLNC0138,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0138-2026-06-26
KLNC0139,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0139-2026-06-26
KLNC0140,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0140-2026-06-26
KLNC0141,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0141-2026-06-26
KLNC0142,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0142-2026-06-26
KLNC0143,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0143-2026-06-26
KLNC0144,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0144-2026-06-26
KLNC0145,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,388.1198304832516,0.4221939560761454,False,True,True,PS-KLNC0145-2026-06-26
KLNC0146,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,532.5590014783936,0.3599506823715243,False,True,True,PS-KLNC0146-2026-06-26
KLNC0147,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0147-2026-06-26
KLNC0148,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0148-2026-06-26
KLNC0149,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0149-2026-06-26
KLNC0150,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0150-2026-06-26
KLNC0151,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0151-2026-06-26
KLNC0152,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0152-2026-06-26
KLNC0153,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0153-2026-06-26
KLNC0154,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,237.57517755770868,0.2493228656697313,False,True,True,PS-KLNC0154-2026-06-26
KLNC0155,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,275.8087847709833,0.3947900373833879,False,True,True,PS-KLNC0155-2026-06-26
KLNC0156,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0156-2026-06-26
KLNC0157,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0157-2026-06-26
KLNC0158,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,323.3895488832028,0.4260252897954145,False,True,True,PS-KLNC0158-2026-06-26
KLNC0159,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0159-2026-06-26
KLNC0160,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0160-2026-06-26
KLNC0161,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0161-2026-06-26
KLNC0162,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0162-2026-06-26
KLNC0163,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0163-2026-06-26
KLNC0164,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0164-2026-06-26
KLNC0165,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0165-2026-06-26
KLNC0166,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0166-2026-06-26
KLNC0167,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,624.2346368714905,0.4371093950007712,False,True,True,PS-KLNC0167-2026-06-26
KLNC0168,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0168-2026-06-26
KLNC0169,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0169-2026-06-26
KLNC0170,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0170-2026-06-26
KLNC0171,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0171-2026-06-26
KLNC0172,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0172-2026-06-26
KLNC0173,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0173-2026-06-26
KLNC0174,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,595.1032557935896,0.3698020333941224,False,True,True,PS-KLNC0174-2026-06-26
KLNC0175,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,550.5261709345657,0.412237204897994,False,True,True,PS-KLNC0175-2026-06-26
KLNC0176,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0176-2026-06-26
KLNC0177,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0177-2026-06-26
KLNC0178,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0178-2026-06-26
KLNC0179,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0179-2026-06-26
KLNC0180,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,686.5889420319072,0.4014808075031951,False,True,True,PS-KLNC0180-2026-06-26
KLNC0181,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,740.1687624826195,0.4208994684989561,False,True,True,PS-KLNC0181-2026-06-26
KLNC0182,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,103.34653359065827,0.4371882572246529,False,True,True,PS-KLNC0182-2026-06-26
KLNC0183,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0183-2026-06-26
KLNC0184,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0184-2026-06-26
KLNC0185,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0185-2026-06-26
KLNC0186,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0186-2026-06-26
KLNC0187,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0187-2026-06-26
KLNC0188,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0188-2026-06-26
KLNC0189,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0189-2026-06-26
KLNC0190,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,624.334642145711,0.381375330713161,False,True,True,PS-KLNC0190-2026-06-26
KLNC0191,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0191-2026-06-26
KLNC0192,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0192-2026-06-26
KLNC0193,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0193-2026-06-26
KLNC0194,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0194-2026-06-26
KLNC0195,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0195-2026-06-26
KLNC0196,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0196-2026-06-26
KLNC0197,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0197-2026-06-26
KLNC0198,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0198-2026-06-26
KLNC0199,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0199-2026-06-26
KLNC0200,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0200-2026-06-26
KLNC0201,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0201-2026-06-26
KLNC0202,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0202-2026-06-26
KLNC0203,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,212.46651572285757,0.4034994071119944,False,True,True,PS-KLNC0203-2026-06-26
KLNC0204,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0204-2026-06-26
KLNC0205,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0205-2026-06-26
KLNC0206,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0206-2026-06-26
KLNC0207,2026-06-26,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0207-2026-06-26
KLNC0208,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0208-2026-06-26
KLNC0209,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0209-2026-06-26
KLNC0210,2026-06-26,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0210-2026-06-26
KLNC0211,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0211-2026-06-26
KLNC0212,2026-06-26,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0212-2026-06-26
