consumer_id,date,substation,archetype,category,w_h,n_shift_slots,n_curtail_slots,energy_shifted_kwh,energy_curtailed_kwh,max_y,never_curtailed,never_shifted,participated,id
DHNC0400,2026-06-14,Dhanmondi,Government,Government,40.10834784300581,0,0,0.0,0.0,0.0,True,True,False,PS-DHNC0400-2026-06-14
KLNC0001,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0001-2026-06-14
KLNC0002,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0002-2026-06-14
KLNC0003,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0003-2026-06-14
KLNC0004,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0004-2026-06-14
KLNC0005,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0005-2026-06-14
KLNC0006,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0006-2026-06-14
KLNC0007,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0007-2026-06-14
KLNC0008,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0008-2026-06-14
KLNC0009,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0009-2026-06-14
KLNC0010,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0010-2026-06-14
KLNC0011,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0011-2026-06-14
KLNC0012,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0012-2026-06-14
KLNC0013,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0013-2026-06-14
KLNC0014,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0014-2026-06-14
KLNC0015,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0015-2026-06-14
KLNC0016,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0016-2026-06-14
KLNC0017,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,1110.8818545006334,0.4424893859693185,False,True,True,PS-KLNC0017-2026-06-14
KLNC0018,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0018-2026-06-14
KLNC0019,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0019-2026-06-14
KLNC0020,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0020-2026-06-14
KLNC0021,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0021-2026-06-14
KLNC0022,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,227.07773744601533,0.4081551960320093,False,True,True,PS-KLNC0022-2026-06-14
KLNC0023,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0023-2026-06-14
KLNC0024,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0024-2026-06-14
KLNC0025,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0025-2026-06-14
KLNC0026,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0026-2026-06-14
KLNC0027,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0027-2026-06-14
KLNC0028,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0028-2026-06-14
KLNC0029,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0029-2026-06-14
KLNC0030,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0030-2026-06-14
KLNC0031,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0031-2026-06-14
KLNC0032,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0032-2026-06-14
KLNC0033,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0033-2026-06-14
KLNC0034,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0034-2026-06-14
KLNC0035,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0035-2026-06-14
KLNC0036,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0036-2026-06-14
KLNC0037,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,504.694564272081,0.3843529889819714,False,True,True,PS-KLNC0037-2026-06-14
KLNC0038,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0038-2026-06-14
KLNC0039,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0039-2026-06-14
KLNC0040,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0040-2026-06-14
KLNC0041,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,186.36301331642233,0.3808937541490007,False,True,True,PS-KLNC0041-2026-06-14
KLNC0042,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0042-2026-06-14
KLNC0043,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0043-2026-06-14
KLNC0044,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0044-2026-06-14
KLNC0045,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,813.5982623311739,0.4472138556729657,False,True,True,PS-KLNC0045-2026-06-14
KLNC0046,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0046-2026-06-14
KLNC0047,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0047-2026-06-14
KLNC0048,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0048-2026-06-14
KLNC0049,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0049-2026-06-14
KLNC0050,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0050-2026-06-14
KLNC0051,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0051-2026-06-14
KLNC0052,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0052-2026-06-14
KLNC0053,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0053-2026-06-14
KLNC0054,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0054-2026-06-14
KLNC0055,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0055-2026-06-14
KLNC0056,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0056-2026-06-14
KLNC0057,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0057-2026-06-14
KLNC0058,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0058-2026-06-14
KLNC0059,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0059-2026-06-14
KLNC0060,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,975.7238679362841,0.4089966499432551,False,True,True,PS-KLNC0060-2026-06-14
KLNC0061,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0061-2026-06-14
KLNC0062,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0062-2026-06-14
KLNC0063,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0063-2026-06-14
KLNC0064,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0064-2026-06-14
KLNC0065,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0065-2026-06-14
KLNC0066,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0066-2026-06-14
KLNC0067,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,511.05433371511157,0.4540846467372712,False,True,True,PS-KLNC0067-2026-06-14
KLNC0068,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,458.5982589224906,0.3250539513587744,False,True,True,PS-KLNC0068-2026-06-14
KLNC0069,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0069-2026-06-14
KLNC0070,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0070-2026-06-14
KLNC0071,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0071-2026-06-14
KLNC0072,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0072-2026-06-14
KLNC0073,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0073-2026-06-14
KLNC0074,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0074-2026-06-14
KLNC0075,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0075-2026-06-14
KLNC0076,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0076-2026-06-14
KLNC0077,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0077-2026-06-14
KLNC0078,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0078-2026-06-14
KLNC0079,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0079-2026-06-14
KLNC0080,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0080-2026-06-14
KLNC0081,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0081-2026-06-14
KLNC0082,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0082-2026-06-14
KLNC0083,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0083-2026-06-14
KLNC0084,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0084-2026-06-14
KLNC0085,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0085-2026-06-14
KLNC0086,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0086-2026-06-14
KLNC0087,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0087-2026-06-14
KLNC0088,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0088-2026-06-14
KLNC0089,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0089-2026-06-14
KLNC0090,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0090-2026-06-14
KLNC0091,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0091-2026-06-14
KLNC0092,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0092-2026-06-14
KLNC0093,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,3,0.0,527.0413978190346,0.3790161936231305,False,True,True,PS-KLNC0093-2026-06-14
KLNC0094,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0094-2026-06-14
KLNC0095,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0095-2026-06-14
KLNC0096,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0096-2026-06-14
KLNC0097,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0097-2026-06-14
KLNC0098,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0098-2026-06-14
KLNC0099,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0099-2026-06-14
KLNC0100,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0100-2026-06-14
KLNC0101,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0101-2026-06-14
KLNC0102,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0102-2026-06-14
KLNC0103,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0103-2026-06-14
KLNC0104,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0104-2026-06-14
KLNC0105,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,461.10096399493045,0.3951691591886129,False,True,True,PS-KLNC0105-2026-06-14
KLNC0106,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0106-2026-06-14
KLNC0107,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0107-2026-06-14
KLNC0108,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0108-2026-06-14
KLNC0109,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0109-2026-06-14
KLNC0110,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0110-2026-06-14
KLNC0111,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0111-2026-06-14
KLNC0112,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0112-2026-06-14
KLNC0113,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0113-2026-06-14
KLNC0114,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0114-2026-06-14
KLNC0115,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0115-2026-06-14
KLNC0116,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0116-2026-06-14
KLNC0117,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0117-2026-06-14
KLNC0118,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0118-2026-06-14
KLNC0119,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0119-2026-06-14
KLNC0120,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,4,0.0,938.628285393931,0.4379636869275554,False,True,True,PS-KLNC0120-2026-06-14
KLNC0121,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0121-2026-06-14
KLNC0122,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0122-2026-06-14
KLNC0123,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0123-2026-06-14
KLNC0124,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0124-2026-06-14
KLNC0125,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0125-2026-06-14
KLNC0126,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0126-2026-06-14
KLNC0127,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0127-2026-06-14
KLNC0128,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0128-2026-06-14
KLNC0129,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0129-2026-06-14
KLNC0130,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,549.083386326294,0.3184585579934069,False,True,True,PS-KLNC0130-2026-06-14
KLNC0131,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0131-2026-06-14
KLNC0132,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0132-2026-06-14
KLNC0133,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0133-2026-06-14
KLNC0134,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0134-2026-06-14
KLNC0135,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,1252.0233715575214,0.4071308201896008,False,True,True,PS-KLNC0135-2026-06-14
KLNC0136,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,122.43483908828614,0.4094341987116089,False,True,True,PS-KLNC0136-2026-06-14
KLNC0137,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0137-2026-06-14
KLNC0138,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0138-2026-06-14
KLNC0139,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0139-2026-06-14
KLNC0140,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0140-2026-06-14
KLNC0141,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0141-2026-06-14
KLNC0142,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0142-2026-06-14
KLNC0143,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0143-2026-06-14
KLNC0144,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0144-2026-06-14
KLNC0145,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,375.7457763816791,0.4221939560761454,False,True,True,PS-KLNC0145-2026-06-14
KLNC0146,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,509.07707050651845,0.3599506823715243,False,True,True,PS-KLNC0146-2026-06-14
KLNC0147,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0147-2026-06-14
KLNC0148,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0148-2026-06-14
KLNC0149,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0149-2026-06-14
KLNC0150,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0150-2026-06-14
KLNC0151,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0151-2026-06-14
KLNC0152,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0152-2026-06-14
KLNC0153,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0153-2026-06-14
KLNC0154,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,229.65837132866986,0.2493228656697313,False,True,True,PS-KLNC0154-2026-06-14
KLNC0155,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,269.4435671619047,0.3947900373833879,False,True,True,PS-KLNC0155-2026-06-14
KLNC0156,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0156-2026-06-14
KLNC0157,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0157-2026-06-14
KLNC0158,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0158-2026-06-14
KLNC0159,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0159-2026-06-14
KLNC0160,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0160-2026-06-14
KLNC0161,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0161-2026-06-14
KLNC0162,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0162-2026-06-14
KLNC0163,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0163-2026-06-14
KLNC0164,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0164-2026-06-14
KLNC0165,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0165-2026-06-14
KLNC0166,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0166-2026-06-14
KLNC0167,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,5,0.0,604.9318600950867,0.4371093950007712,False,True,True,PS-KLNC0167-2026-06-14
KLNC0168,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0168-2026-06-14
KLNC0169,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0169-2026-06-14
KLNC0170,2026-06-14,Kalyanpur,Res-C,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0170-2026-06-14
KLNC0171,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0171-2026-06-14
KLNC0172,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0172-2026-06-14
KLNC0173,2026-06-14,Kalyanpur,Res-B,Residential,795.3408386808318,0,0,0.0,0.0,0.0,True,True,False,PS-KLNC0173-2026-06-14
KLNC0174,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,567.1064692210891,0.3698020333941224,False,True,True,PS-KLNC0174-2026-06-14
KLNC0175,2026-06-14,Kalyanpur,Res-A,Residential,795.3408386808318,0,6,0.0,528.0328502682861,0.412237204897994,False,True,True,PS-KLNC0175-2026-06-14
