var_type,value,unit,substation,date,slot_index,clock,equation,id
T_out,0.0,kW,Kalyanpur,2026-07-01,19,09:30,(17),DEC-KLN-2026-07-01-19-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,19,09:30,(17),DEC-KLN-2026-07-01-19-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,19,09:30,(17),DEC-KLN-2026-07-01-19-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,19,09:30,(17),DEC-KLN-2026-07-01-19-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,19,09:30,(17),DEC-KLN-2026-07-01-19-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,19,09:30,(17),DEC-KLN-2026-07-01-19-Z_curtailable
G,99015.2998031054,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,20,10:00,(17),DEC-KLN-2026-07-01-20-Z_curtailable
G,98872.4177694429,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,21,10:30,(17),DEC-KLN-2026-07-01-21-Z_curtailable
G,104725.84555765869,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,22,11:00,(17),DEC-KLN-2026-07-01-22-Z_curtailable
G,107220.72738191429,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,23,11:30,(17),DEC-KLN-2026-07-01-23-Z_curtailable
G,117908.27984772096,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,24,12:00,(17),DEC-KLN-2026-07-01-24-Z_curtailable
G,124627.94068189518,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,25,12:30,(17),DEC-KLN-2026-07-01-25-Z_curtailable
G,124685.66041155586,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,26,13:00,(17),DEC-KLN-2026-07-01-26-Z_curtailable
G,121336.96237782946,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,27,13:30,(17),DEC-KLN-2026-07-01-27-Z_curtailable
G,103636.21358474546,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,28,14:00,(17),DEC-KLN-2026-07-01-28-Z_curtailable
G,108776.50492193528,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,29,14:30,(17),DEC-KLN-2026-07-01-29-Z_curtailable
G,102601.13074546242,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,30,15:00,(17),DEC-KLN-2026-07-01-30-Z_curtailable
G,96713.31952889744,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,31,15:30,(17),DEC-KLN-2026-07-01-31-Z_curtailable
G,101907.83883456988,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,32,16:00,(17),DEC-KLN-2026-07-01-32-Z_curtailable
G,105513.44632731576,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,33,16:30,(17),DEC-KLN-2026-07-01-33-Z_curtailable
G,126681.74161033616,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,34,17:00,(17),DEC-KLN-2026-07-01-34-Z_curtailable
G,118644.9730076908,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,35,17:30,(17),DEC-KLN-2026-07-01-35-Z_curtailable
G,107760.13610265352,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,36,18:00,(17),DEC-KLN-2026-07-01-36-Z_curtailable
G,125559.03778933588,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,37,18:30,(17),DEC-KLN-2026-07-01-37-Z_curtailable
G,108888.94113376194,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,38,19:00,(17),DEC-KLN-2026-07-01-38-Z_curtailable
G,115065.619232642,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,39,19:30,(17),DEC-KLN-2026-07-01-39-Z_curtailable
G,117606.31645513215,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,40,20:00,(17),DEC-KLN-2026-07-01-40-Z_curtailable
G,104389.89051087464,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,41,20:30,(17),DEC-KLN-2026-07-01-41-Z_curtailable
G,102093.65808713916,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,42,21:00,(17),DEC-KLN-2026-07-01-42-Z_curtailable
G,93983.47633968233,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-B_ch
B_dis,0.0,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,43,21:30,(17),DEC-KLN-2026-07-01-43-Z_curtailable
G,90636.767897073,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-B_ch
B_dis,-0.0,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-Z_critical
Z_shiftable,0.0,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-Z_shiftable
Z_curtailable,0.0,kW,Kalyanpur,2026-07-01,44,22:00,(17),DEC-KLN-2026-07-01-44-Z_curtailable
G,81326.30965471863,kW,Kalyanpur,2026-07-01,45,22:30,(17),DEC-KLN-2026-07-01-45-G
B_ch,0.0,kW,Kalyanpur,2026-07-01,45,22:30,(17),DEC-KLN-2026-07-01-45-B_ch
B_dis,-0.0,kW,Kalyanpur,2026-07-01,45,22:30,(17),DEC-KLN-2026-07-01-45-B_dis
T_out,0.0,kW,Kalyanpur,2026-07-01,45,22:30,(17),DEC-KLN-2026-07-01-45-T_out
T_in,0.0,kW,Kalyanpur,2026-07-01,45,22:30,(17),DEC-KLN-2026-07-01-45-T_in
nu,0.0,kWh,Kalyanpur,2026-07-01,45,22:30,(17),DEC-KLN-2026-07-01-45-nu
Z_critical,0.0,kW,Kalyanpur,2026-07-01,45,22:30,(17),DEC-KLN-2026-07-01-45-Z_critical
