var_type,value,unit,substation,date,slot_index,clock,equation,id
B_ch,0.0,kW,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,13,06:30,(17),DEC-DHN-2026-06-20-13-Z_curtailable
G,63594.67822912792,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,14,07:00,(17),DEC-DHN-2026-06-20-14-Z_curtailable
G,69800.36436668415,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,15,07:30,(17),DEC-DHN-2026-06-20-15-Z_curtailable
G,64612.55329330084,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,16,08:00,(17),DEC-DHN-2026-06-20-16-Z_curtailable
G,69998.12544739575,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,17,08:30,(17),DEC-DHN-2026-06-20-17-Z_curtailable
G,83158.85443559191,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,18,09:00,(17),DEC-DHN-2026-06-20-18-Z_curtailable
G,87060.40530756654,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,19,09:30,(17),DEC-DHN-2026-06-20-19-Z_curtailable
G,84473.54169438977,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,20,10:00,(17),DEC-DHN-2026-06-20-20-Z_curtailable
G,84108.08442911177,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-G
B_ch,-0.0,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,21,10:30,(17),DEC-DHN-2026-06-20-21-Z_curtailable
G,88130.81115241251,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,22,11:00,(17),DEC-DHN-2026-06-20-22-Z_curtailable
G,93362.75005269276,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,23,11:30,(17),DEC-DHN-2026-06-20-23-Z_curtailable
G,100074.77840759743,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,24,12:00,(17),DEC-DHN-2026-06-20-24-Z_curtailable
G,105696.9478508344,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,25,12:30,(17),DEC-DHN-2026-06-20-25-Z_curtailable
G,95591.93238202724,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,26,13:00,(17),DEC-DHN-2026-06-20-26-Z_curtailable
G,94217.14396995072,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,27,13:30,(17),DEC-DHN-2026-06-20-27-Z_curtailable
G,92392.25215349994,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,28,14:00,(17),DEC-DHN-2026-06-20-28-Z_curtailable
G,94389.77323970996,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,29,14:30,(17),DEC-DHN-2026-06-20-29-Z_curtailable
G,97724.0454192941,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,30,15:00,(17),DEC-DHN-2026-06-20-30-Z_curtailable
G,92998.05810730916,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,31,15:30,(17),DEC-DHN-2026-06-20-31-Z_curtailable
G,87155.21193934725,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-B_ch
B_dis,-0.0,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,32,16:00,(17),DEC-DHN-2026-06-20-32-Z_curtailable
G,92264.9295026524,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,33,16:30,(17),DEC-DHN-2026-06-20-33-Z_curtailable
G,105272.93140211322,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,34,17:00,(17),DEC-DHN-2026-06-20-34-Z_curtailable
G,101368.26490090712,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,35,17:30,(17),DEC-DHN-2026-06-20-35-Z_curtailable
G,94955.9507035704,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,36,18:00,(17),DEC-DHN-2026-06-20-36-Z_curtailable
G,107248.79440914668,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,37,18:30,(17),DEC-DHN-2026-06-20-37-Z_curtailable
G,102705.45989615915,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-T_in
nu,0.0,kWh,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-nu
Z_critical,0.0,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-Z_critical
Z_shiftable,0.0,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-Z_shiftable
Z_curtailable,0.0,kW,Dhanmondi,2026-06-20,38,19:00,(17),DEC-DHN-2026-06-20-38-Z_curtailable
G,97465.73185964704,kW,Dhanmondi,2026-06-20,39,19:30,(17),DEC-DHN-2026-06-20-39-G
B_ch,0.0,kW,Dhanmondi,2026-06-20,39,19:30,(17),DEC-DHN-2026-06-20-39-B_ch
B_dis,0.0,kW,Dhanmondi,2026-06-20,39,19:30,(17),DEC-DHN-2026-06-20-39-B_dis
T_out,0.0,kW,Dhanmondi,2026-06-20,39,19:30,(17),DEC-DHN-2026-06-20-39-T_out
T_in,0.0,kW,Dhanmondi,2026-06-20,39,19:30,(17),DEC-DHN-2026-06-20-39-T_in
