substation,date,slot_index,clock,post_response_kw,soc_kwh,pi_tk_per_kwh,c1_slack_kw,id
Dhanmondi,2026-06-14,0,00:00,45316.98556113005,20000.0,8.39,0.0,LP-DHN-2026-06-14-00
Dhanmondi,2026-06-14,1,00:30,45604.44842599239,20000.0,8.39,0.0,LP-DHN-2026-06-14-01
Dhanmondi,2026-06-14,2,01:00,51789.85366741027,20000.0,8.39,0.0,LP-DHN-2026-06-14-02
Dhanmondi,2026-06-14,3,01:30,48306.25491548084,20000.0,8.39,0.0,LP-DHN-2026-06-14-03
Dhanmondi,2026-06-14,4,02:00,45550.36835565871,20000.0,8.39,0.0,LP-DHN-2026-06-14-04
Dhanmondi,2026-06-14,5,02:30,48998.513946586245,20000.0,8.39,0.0,LP-DHN-2026-06-14-05
Dhanmondi,2026-06-14,6,03:00,43659.94645730038,15000.0,8.39,0.0,LP-DHN-2026-06-14-06
Dhanmondi,2026-06-14,7,03:30,43996.79578624168,15000.0,8.39,0.0,LP-DHN-2026-06-14-07
Dhanmondi,2026-06-14,8,04:00,44868.36005355461,15000.0,8.39,0.0,LP-DHN-2026-06-14-08
Dhanmondi,2026-06-14,9,04:30,51406.88564155856,15000.0,8.39,0.0,LP-DHN-2026-06-14-09
Dhanmondi,2026-06-14,10,05:00,60543.83553884274,15000.0,8.39,0.0,LP-DHN-2026-06-14-10
Dhanmondi,2026-06-14,11,05:30,60611.37732181963,15000.0,8.39,0.0,LP-DHN-2026-06-14-11
Dhanmondi,2026-06-14,12,06:00,64312.178484850825,15000.0,8.39,0.0,LP-DHN-2026-06-14-12
Dhanmondi,2026-06-14,13,06:30,79785.28261770877,15000.0,8.39,0.0,LP-DHN-2026-06-14-13
Dhanmondi,2026-06-14,14,07:00,72539.54507245938,15000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-14
Dhanmondi,2026-06-14,15,07:30,86506.0884602161,15000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-15
Dhanmondi,2026-06-14,16,08:00,77985.32050038232,15000.0,8.39,-2.9103830456733704e-11,LP-DHN-2026-06-14-16
Dhanmondi,2026-06-14,17,08:30,76251.13065729132,15000.0,8.39,0.0,LP-DHN-2026-06-14-17
Dhanmondi,2026-06-14,18,09:00,95899.15255248552,15000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-14-18
Dhanmondi,2026-06-14,19,09:30,92071.2149569218,15000.0,8.39,0.0,LP-DHN-2026-06-14-19
Dhanmondi,2026-06-14,20,10:00,88044.8788312636,15000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-20
Dhanmondi,2026-06-14,21,10:30,95298.18311676804,15000.0,8.39,0.0,LP-DHN-2026-06-14-21
Dhanmondi,2026-06-14,22,11:00,98218.62259588038,15000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-22
Dhanmondi,2026-06-14,23,11:30,111620.07129089648,15000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-23
Dhanmondi,2026-06-14,24,12:00,111634.79911669872,15000.0,8.39,0.0,LP-DHN-2026-06-14-24
Dhanmondi,2026-06-14,25,12:30,114414.65805572266,15000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-14-25
Dhanmondi,2026-06-14,26,13:00,114453.93349516904,15000.0,8.39,0.0,LP-DHN-2026-06-14-26
Dhanmondi,2026-06-14,27,13:30,109986.60457724068,15000.0,8.39,0.0,LP-DHN-2026-06-14-27
Dhanmondi,2026-06-14,28,14:00,101519.10878773742,15000.0,8.39,0.0,LP-DHN-2026-06-14-28
Dhanmondi,2026-06-14,29,14:30,97107.8182712301,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-29
Dhanmondi,2026-06-14,30,15:00,95096.78928072394,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-30
Dhanmondi,2026-06-14,31,15:30,105327.84724673563,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-31
Dhanmondi,2026-06-14,32,16:00,103586.3807973341,10000.0,8.39,-2.9103830456733704e-11,LP-DHN-2026-06-14-32
Dhanmondi,2026-06-14,33,16:30,99662.13537814729,10000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-14-33
Dhanmondi,2026-06-14,34,17:00,103732.90610615618,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-34
Dhanmondi,2026-06-14,35,17:30,104469.74114575709,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-35
Dhanmondi,2026-06-14,36,18:00,111742.81248573362,10000.0,8.39,0.0,LP-DHN-2026-06-14-36
Dhanmondi,2026-06-14,37,18:30,119168.38151899872,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-37
Dhanmondi,2026-06-14,38,19:00,112533.35805251935,10000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-14-38
Dhanmondi,2026-06-14,39,19:30,122395.49753322604,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-39
Dhanmondi,2026-06-14,40,20:00,126008.16286805186,10000.0,8.39,0.0,LP-DHN-2026-06-14-40
Dhanmondi,2026-06-14,41,20:30,99714.76331298388,10000.0,8.39,-2.9103830456733704e-11,LP-DHN-2026-06-14-41
Dhanmondi,2026-06-14,42,21:00,95321.499038575,10000.0,8.39,0.0,LP-DHN-2026-06-14-42
Dhanmondi,2026-06-14,43,21:30,81486.3215661768,10000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-43
Dhanmondi,2026-06-14,44,22:00,74308.0951057287,8000.0,8.39,0.0,LP-DHN-2026-06-14-44
Dhanmondi,2026-06-14,45,22:30,67296.37943315403,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-14-45
Dhanmondi,2026-06-14,46,23:00,56804.27050943343,8000.0,8.39,0.0,LP-DHN-2026-06-14-46
Dhanmondi,2026-06-14,47,23:30,52241.44208185347,8000.0,8.39,0.0,LP-DHN-2026-06-14-47
Kalyanpur,2026-06-14,0,00:00,51753.28701285306,15000.0,8.39,0.0,LP-KLN-2026-06-14-00
Kalyanpur,2026-06-14,1,00:30,49204.55553160464,15000.0,8.39,0.0,LP-KLN-2026-06-14-01
Kalyanpur,2026-06-14,2,01:00,59251.368642014095,15000.0,8.39,0.0,LP-KLN-2026-06-14-02
Kalyanpur,2026-06-14,3,01:30,50617.76227817313,15000.0,8.39,0.0,LP-KLN-2026-06-14-03
Kalyanpur,2026-06-14,4,02:00,48179.20345786896,14000.0,8.39,0.0,LP-KLN-2026-06-14-04
Kalyanpur,2026-06-14,5,02:30,51331.78983716095,14000.0,8.39,7.275957614183426e-12,LP-KLN-2026-06-14-05
Kalyanpur,2026-06-14,6,03:00,47139.97647017566,14000.0,8.39,0.0,LP-KLN-2026-06-14-06
Kalyanpur,2026-06-14,7,03:30,44136.20250023715,14000.0,8.39,0.0,LP-KLN-2026-06-14-07
Kalyanpur,2026-06-14,8,04:00,50016.74078957022,14000.0,8.39,0.0,LP-KLN-2026-06-14-08
Kalyanpur,2026-06-14,9,04:30,47612.80532260164,14000.0,8.39,0.0,LP-KLN-2026-06-14-09
Kalyanpur,2026-06-14,10,05:00,64450.14025158527,14000.0,8.39,0.0,LP-KLN-2026-06-14-10
Kalyanpur,2026-06-14,11,05:30,70709.7955301821,14000.0,8.39,0.0,LP-KLN-2026-06-14-11
Kalyanpur,2026-06-14,12,06:00,83088.40922526778,14000.0,8.39,0.0,LP-KLN-2026-06-14-12
Kalyanpur,2026-06-14,13,06:30,88003.21172299677,14000.0,8.39,0.0,LP-KLN-2026-06-14-13
Kalyanpur,2026-06-14,14,07:00,92482.92377096156,14000.0,8.39,0.0,LP-KLN-2026-06-14-14
Kalyanpur,2026-06-14,15,07:30,98450.09983679252,14000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-14-15
Kalyanpur,2026-06-14,16,08:00,83634.10763075177,14000.0,8.39,0.0,LP-KLN-2026-06-14-16
Kalyanpur,2026-06-14,17,08:30,86063.18763123528,14000.0,8.39,0.0,LP-KLN-2026-06-14-17
Kalyanpur,2026-06-14,18,09:00,93130.57562241112,14000.0,8.39,0.0,LP-KLN-2026-06-14-18
Kalyanpur,2026-06-14,19,09:30,89217.00675512041,14000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-14-19
Kalyanpur,2026-06-14,20,10:00,87049.42413984782,10000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-14-20
Kalyanpur,2026-06-14,21,10:30,86690.61996011354,10000.0,8.39,0.0,LP-KLN-2026-06-14-21
Kalyanpur,2026-06-14,22,11:00,97551.48659688524,10000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-14-22
Kalyanpur,2026-06-14,23,11:30,99815.39922709376,10000.0,8.39,0.0,LP-KLN-2026-06-14-23
Kalyanpur,2026-06-14,24,12:00,113780.74701336883,10000.0,8.39,0.0,LP-KLN-2026-06-14-24
Kalyanpur,2026-06-14,25,12:30,109493.52724133336,10000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-14-25
Kalyanpur,2026-06-14,26,13:00,113554.20200715444,10000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-14-26
Kalyanpur,2026-06-14,27,13:30,121330.74184564756,10000.0,8.39,0.0,LP-KLN-2026-06-14-27
Kalyanpur,2026-06-14,28,14:00,111439.22772865772,10000.0,8.39,0.0,LP-KLN-2026-06-14-28
Kalyanpur,2026-06-14,29,14:30,101919.54667976697,10000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-14-29
Kalyanpur,2026-06-14,30,15:00,97565.62087620804,10000.0,8.39,0.0,LP-KLN-2026-06-14-30
Kalyanpur,2026-06-14,31,15:30,94897.04004405468,10000.0,8.39,0.0,LP-KLN-2026-06-14-31
Kalyanpur,2026-06-14,32,16:00,80495.77819540666,10000.0,8.39,0.0,LP-KLN-2026-06-14-32
Kalyanpur,2026-06-14,33,16:30,87448.68779896766,10000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-14-33
Kalyanpur,2026-06-14,34,17:00,115241.67267887991,10000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-14-34
Kalyanpur,2026-06-14,35,17:30,121927.87319307069,10000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-14-35
Kalyanpur,2026-06-14,36,18:00,108248.6481838712,10000.0,8.39,0.0,LP-KLN-2026-06-14-36
Kalyanpur,2026-06-14,37,18:30,124874.74803420602,10000.0,8.39,0.0,LP-KLN-2026-06-14-37
Kalyanpur,2026-06-14,38,19:00,120060.84042067916,10000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-14-38
Kalyanpur,2026-06-14,39,19:30,125604.41341692649,10000.0,8.39,0.0,LP-KLN-2026-06-14-39
Kalyanpur,2026-06-14,40,20:00,123797.93338047108,10000.0,8.39,0.0,LP-KLN-2026-06-14-40
Kalyanpur,2026-06-14,41,20:30,105713.5602757983,10000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-14-41
Kalyanpur,2026-06-14,42,21:00,96280.76659583257,6000.0,8.39,0.0,LP-KLN-2026-06-14-42
Kalyanpur,2026-06-14,43,21:30,80998.88857522806,6000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-14-43
Kalyanpur,2026-06-14,44,22:00,85421.55206139115,6000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-14-44
Kalyanpur,2026-06-14,45,22:30,67518.33649190211,6000.0,8.39,0.0,LP-KLN-2026-06-14-45
Kalyanpur,2026-06-14,46,23:00,57342.833847227725,6000.0,8.39,0.0,LP-KLN-2026-06-14-46
Kalyanpur,2026-06-14,47,23:30,66579.70673581815,6000.0,8.39,0.0,LP-KLN-2026-06-14-47
Dhanmondi,2026-06-15,0,00:00,43230.426137591,8000.0,8.39,0.0,LP-DHN-2026-06-15-00
Dhanmondi,2026-06-15,1,00:30,48693.67747579805,8000.0,8.39,-7.275957614183426e-12,LP-DHN-2026-06-15-01
Dhanmondi,2026-06-15,2,01:00,47365.51007896447,8000.0,8.39,7.275957614183426e-12,LP-DHN-2026-06-15-02
Dhanmondi,2026-06-15,3,01:30,48452.22560412009,8000.0,8.39,0.0,LP-DHN-2026-06-15-03
Dhanmondi,2026-06-15,4,02:00,48524.70219300516,8000.0,8.39,7.275957614183426e-12,LP-DHN-2026-06-15-04
Dhanmondi,2026-06-15,5,02:30,50824.81058538964,8000.0,8.39,0.0,LP-DHN-2026-06-15-05
Dhanmondi,2026-06-15,6,03:00,44089.65993059105,8000.0,8.39,0.0,LP-DHN-2026-06-15-06
Dhanmondi,2026-06-15,7,03:30,44297.09873973353,8000.0,8.39,0.0,LP-DHN-2026-06-15-07
Dhanmondi,2026-06-15,8,04:00,51216.63550495406,8000.0,8.39,-7.275957614183426e-12,LP-DHN-2026-06-15-08
Dhanmondi,2026-06-15,9,04:30,47995.88360077501,8000.0,8.39,0.0,LP-DHN-2026-06-15-09
Dhanmondi,2026-06-15,10,05:00,64654.16995052957,8000.0,8.39,0.0,LP-DHN-2026-06-15-10
Dhanmondi,2026-06-15,11,05:30,61410.322440715056,8000.0,8.39,0.0,LP-DHN-2026-06-15-11
Dhanmondi,2026-06-15,12,06:00,66475.2813895116,8000.0,8.39,0.0,LP-DHN-2026-06-15-12
Dhanmondi,2026-06-15,13,06:30,75350.03883910562,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-13
Dhanmondi,2026-06-15,14,07:00,73246.4829687331,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-14
Dhanmondi,2026-06-15,15,07:30,87581.79391229902,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-15
Dhanmondi,2026-06-15,16,08:00,77912.68424994076,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-16
Dhanmondi,2026-06-15,17,08:30,81330.58825152779,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-17
Dhanmondi,2026-06-15,18,09:00,97271.19541977489,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-18
Dhanmondi,2026-06-15,19,09:30,90634.43104939918,8000.0,8.39,0.0,LP-DHN-2026-06-15-19
Dhanmondi,2026-06-15,20,10:00,90372.97110575618,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-20
Dhanmondi,2026-06-15,21,10:30,87035.82802323917,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-21
Dhanmondi,2026-06-15,22,11:00,99653.64996900717,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-22
Dhanmondi,2026-06-15,23,11:30,104470.99576019136,8000.0,8.39,0.0,LP-DHN-2026-06-15-23
Dhanmondi,2026-06-15,24,12:00,116983.73112837462,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-24
Dhanmondi,2026-06-15,25,12:30,114824.38653313578,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-25
Dhanmondi,2026-06-15,26,13:00,118625.14373048482,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-15-26
Dhanmondi,2026-06-15,27,13:30,111769.91903291176,8000.0,8.39,0.0,LP-DHN-2026-06-15-27
Dhanmondi,2026-06-15,28,14:00,104080.52649117704,8000.0,8.39,0.0,LP-DHN-2026-06-15-28
Dhanmondi,2026-06-15,29,14:30,98904.776330527,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-29
Dhanmondi,2026-06-15,30,15:00,96989.94667646244,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-15-30
Dhanmondi,2026-06-15,31,15:30,98529.86086287968,8000.0,8.39,0.0,LP-DHN-2026-06-15-31
Dhanmondi,2026-06-15,32,16:00,88769.87975522211,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-32
Dhanmondi,2026-06-15,33,16:30,95855.46873326565,8000.0,8.39,0.0,LP-DHN-2026-06-15-33
Dhanmondi,2026-06-15,34,17:00,117645.1748918709,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-15-34
Dhanmondi,2026-06-15,35,17:30,118312.883960859,8000.0,8.39,0.0,LP-DHN-2026-06-15-35
Dhanmondi,2026-06-15,36,18:00,122170.72726930228,8000.0,8.39,0.0,LP-DHN-2026-06-15-36
Dhanmondi,2026-06-15,37,18:30,132750.50229096765,8000.0,8.39,0.0,LP-DHN-2026-06-15-37
Dhanmondi,2026-06-15,38,19:00,125507.73906692967,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-38
Dhanmondi,2026-06-15,39,19:30,125034.86758913228,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-15-39
Dhanmondi,2026-06-15,40,20:00,124911.65335930926,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-40
Dhanmondi,2026-06-15,41,20:30,114311.52655588146,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-15-41
Dhanmondi,2026-06-15,42,21:00,83620.04557456117,8000.0,8.39,-2.9103830456733704e-11,LP-DHN-2026-06-15-42
Dhanmondi,2026-06-15,43,21:30,73938.29251906181,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-15-43
Dhanmondi,2026-06-15,44,22:00,77900.60042142338,8000.0,8.39,0.0,LP-DHN-2026-06-15-44
Dhanmondi,2026-06-15,45,22:30,63795.55373132165,8000.0,8.39,0.0,LP-DHN-2026-06-15-45
Dhanmondi,2026-06-15,46,23:00,53758.24063623009,8000.0,8.39,7.275957614183426e-12,LP-DHN-2026-06-15-46
Dhanmondi,2026-06-15,47,23:30,53769.7162627859,8000.0,8.39,0.0,LP-DHN-2026-06-15-47
Kalyanpur,2026-06-15,0,00:00,51439.19754791746,6000.0,8.39,0.0,LP-KLN-2026-06-15-00
Kalyanpur,2026-06-15,1,00:30,52208.73639032465,6000.0,8.39,0.0,LP-KLN-2026-06-15-01
Kalyanpur,2026-06-15,2,01:00,55762.8224421701,6000.0,8.39,0.0,LP-KLN-2026-06-15-02
Kalyanpur,2026-06-15,3,01:30,49689.3212403434,6000.0,8.39,0.0,LP-KLN-2026-06-15-03
Kalyanpur,2026-06-15,4,02:00,49202.937070351625,6000.0,8.39,7.275957614183426e-12,LP-KLN-2026-06-15-04
Kalyanpur,2026-06-15,5,02:30,52164.794921188746,6000.0,8.39,0.0,LP-KLN-2026-06-15-05
Kalyanpur,2026-06-15,6,03:00,47797.12173462835,6000.0,8.39,0.0,LP-KLN-2026-06-15-06
Kalyanpur,2026-06-15,7,03:30,48035.91006034377,6000.0,8.39,7.275957614183426e-12,LP-KLN-2026-06-15-07
Kalyanpur,2026-06-15,8,04:00,54626.62070587147,6000.0,8.39,0.0,LP-KLN-2026-06-15-08
Kalyanpur,2026-06-15,9,04:30,50490.87926336133,6000.0,8.39,0.0,LP-KLN-2026-06-15-09
Kalyanpur,2026-06-15,10,05:00,65156.13617498095,6000.0,8.39,0.0,LP-KLN-2026-06-15-10
Kalyanpur,2026-06-15,11,05:30,77451.930469551,6000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-15-11
Kalyanpur,2026-06-15,12,06:00,78382.34853127158,6000.0,8.39,0.0,LP-KLN-2026-06-15-12
Kalyanpur,2026-06-15,13,06:30,88140.08044142647,6000.0,8.39,0.0,LP-KLN-2026-06-15-13
Kalyanpur,2026-06-15,14,07:00,91980.16584223667,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-14
Kalyanpur,2026-06-15,15,07:30,97328.8639323284,6000.0,8.39,0.0,LP-KLN-2026-06-15-15
Kalyanpur,2026-06-15,16,08:00,83851.66710719856,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-16
Kalyanpur,2026-06-15,17,08:30,84153.39187971619,6000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-15-17
Kalyanpur,2026-06-15,18,09:00,94788.73645910624,6000.0,8.39,0.0,LP-KLN-2026-06-15-18
Kalyanpur,2026-06-15,19,09:30,98490.92673196216,6000.0,8.39,0.0,LP-KLN-2026-06-15-19
Kalyanpur,2026-06-15,20,10:00,97689.47201205997,6000.0,8.39,0.0,LP-KLN-2026-06-15-20
Kalyanpur,2026-06-15,21,10:30,87691.58520083434,6000.0,8.39,0.0,LP-KLN-2026-06-15-21
Kalyanpur,2026-06-15,22,11:00,99228.68194075931,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-22
Kalyanpur,2026-06-15,23,11:30,108728.33467462334,6000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-15-23
Kalyanpur,2026-06-15,24,12:00,113040.22367316695,6000.0,8.39,0.0,LP-KLN-2026-06-15-24
Kalyanpur,2026-06-15,25,12:30,120145.8755247524,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-25
Kalyanpur,2026-06-15,26,13:00,114237.51352817568,6000.0,8.39,0.0,LP-KLN-2026-06-15-26
Kalyanpur,2026-06-15,27,13:30,110171.99045776328,6000.0,8.39,0.0,LP-KLN-2026-06-15-27
Kalyanpur,2026-06-15,28,14:00,106478.16021223836,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-28
Kalyanpur,2026-06-15,29,14:30,93553.81919284815,6000.0,8.39,0.0,LP-KLN-2026-06-15-29
Kalyanpur,2026-06-15,30,15:00,105921.89311499982,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-30
Kalyanpur,2026-06-15,31,15:30,90841.69068099458,6000.0,8.39,0.0,LP-KLN-2026-06-15-31
Kalyanpur,2026-06-15,32,16:00,84239.14067266586,6000.0,8.39,0.0,LP-KLN-2026-06-15-32
Kalyanpur,2026-06-15,33,16:30,87127.22447256462,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-33
Kalyanpur,2026-06-15,34,17:00,113274.85770320924,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-34
Kalyanpur,2026-06-15,35,17:30,122490.02632806708,6000.0,8.39,-1.4551915228366852e-11,LP-KLN-2026-06-15-35
Kalyanpur,2026-06-15,36,18:00,108492.90405230835,6000.0,8.39,0.0,LP-KLN-2026-06-15-36
Kalyanpur,2026-06-15,37,18:30,124531.948262583,6000.0,8.39,0.0,LP-KLN-2026-06-15-37
Kalyanpur,2026-06-15,38,19:00,123496.72314748591,6000.0,8.39,0.0,LP-KLN-2026-06-15-38
Kalyanpur,2026-06-15,39,19:30,130151.2730965174,6000.0,8.39,0.0,LP-KLN-2026-06-15-39
Kalyanpur,2026-06-15,40,20:00,125588.11791181924,6000.0,8.39,-2.9103830456733704e-11,LP-KLN-2026-06-15-40
Kalyanpur,2026-06-15,41,20:30,106827.92083455688,6000.0,8.39,0.0,LP-KLN-2026-06-15-41
Kalyanpur,2026-06-15,42,21:00,97373.70518762837,6000.0,8.39,0.0,LP-KLN-2026-06-15-42
Kalyanpur,2026-06-15,43,21:30,82476.23427130767,6000.0,8.39,0.0,LP-KLN-2026-06-15-43
Kalyanpur,2026-06-15,44,22:00,86427.07785126494,6000.0,8.39,0.0,LP-KLN-2026-06-15-44
Kalyanpur,2026-06-15,45,22:30,68251.99893403774,6000.0,8.39,0.0,LP-KLN-2026-06-15-45
Kalyanpur,2026-06-15,46,23:00,61941.87539268231,6000.0,8.39,1.4551915228366852e-11,LP-KLN-2026-06-15-46
Kalyanpur,2026-06-15,47,23:30,68289.68560617155,6000.0,8.39,0.0,LP-KLN-2026-06-15-47
Dhanmondi,2026-06-16,0,00:00,44303.764661010726,8000.0,8.39,0.0,LP-DHN-2026-06-16-00
Dhanmondi,2026-06-16,1,00:30,46105.19179943421,8000.0,8.39,0.0,LP-DHN-2026-06-16-01
Dhanmondi,2026-06-16,2,01:00,50490.280186709,8000.0,8.39,7.275957614183426e-12,LP-DHN-2026-06-16-02
Dhanmondi,2026-06-16,3,01:30,49174.69124872607,8000.0,8.39,0.0,LP-DHN-2026-06-16-03
Dhanmondi,2026-06-16,4,02:00,50196.12730382309,8000.0,8.39,0.0,LP-DHN-2026-06-16-04
Dhanmondi,2026-06-16,5,02:30,49903.74870629691,8000.0,8.39,0.0,LP-DHN-2026-06-16-05
Dhanmondi,2026-06-16,6,03:00,44256.99194668669,8000.0,8.39,-7.275957614183426e-12,LP-DHN-2026-06-16-06
Dhanmondi,2026-06-16,7,03:30,48165.84524193666,8000.0,8.39,0.0,LP-DHN-2026-06-16-07
Dhanmondi,2026-06-16,8,04:00,44627.07676196182,8000.0,8.39,0.0,LP-DHN-2026-06-16-08
Dhanmondi,2026-06-16,9,04:30,46128.20443676247,8000.0,8.39,0.0,LP-DHN-2026-06-16-09
Dhanmondi,2026-06-16,10,05:00,59526.4674712227,8000.0,8.39,0.0,LP-DHN-2026-06-16-10
Dhanmondi,2026-06-16,11,05:30,63235.63387055181,8000.0,8.39,-7.275957614183426e-12,LP-DHN-2026-06-16-11
Dhanmondi,2026-06-16,12,06:00,64695.66180004599,8000.0,8.39,0.0,LP-DHN-2026-06-16-12
Dhanmondi,2026-06-16,13,06:30,78884.09520452235,8000.0,8.39,0.0,LP-DHN-2026-06-16-13
Dhanmondi,2026-06-16,14,07:00,76892.54397233072,8000.0,8.39,0.0,LP-DHN-2026-06-16-14
Dhanmondi,2026-06-16,15,07:30,85799.04061642819,8000.0,8.39,0.0,LP-DHN-2026-06-16-15
Dhanmondi,2026-06-16,16,08:00,75771.07154885017,8000.0,8.39,0.0,LP-DHN-2026-06-16-16
Dhanmondi,2026-06-16,17,08:30,81831.79123759692,8000.0,8.39,0.0,LP-DHN-2026-06-16-17
Dhanmondi,2026-06-16,18,09:00,95604.17988058954,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-16-18
Dhanmondi,2026-06-16,19,09:30,90697.8807679302,8000.0,8.39,0.0,LP-DHN-2026-06-16-19
Dhanmondi,2026-06-16,20,10:00,91203.35926832716,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-16-20
Dhanmondi,2026-06-16,21,10:30,91136.5973169148,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-16-21
Dhanmondi,2026-06-16,22,11:00,101047.29540822154,8000.0,8.39,0.0,LP-DHN-2026-06-16-22
Dhanmondi,2026-06-16,23,11:30,111240.57379790922,8000.0,8.39,0.0,LP-DHN-2026-06-16-23
Dhanmondi,2026-06-16,24,12:00,116312.49097088026,8000.0,8.39,0.0,LP-DHN-2026-06-16-24
Dhanmondi,2026-06-16,25,12:30,117163.93666923548,8000.0,8.39,0.0,LP-DHN-2026-06-16-25
Dhanmondi,2026-06-16,26,13:00,118949.3345270286,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-16-26
Dhanmondi,2026-06-16,27,13:30,112187.1913059522,8000.0,8.39,0.0,LP-DHN-2026-06-16-27
Dhanmondi,2026-06-16,28,14:00,103176.50201085638,8000.0,8.39,0.0,LP-DHN-2026-06-16-28
Dhanmondi,2026-06-16,29,14:30,115103.77383418476,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-16-29
Dhanmondi,2026-06-16,30,15:00,109801.62266336994,8000.0,8.39,-1.4551915228366852e-11,LP-DHN-2026-06-16-30
Dhanmondi,2026-06-16,31,15:30,97984.19789243462,8000.0,8.39,0.0,LP-DHN-2026-06-16-31
Dhanmondi,2026-06-16,32,16:00,96830.98782069804,8000.0,8.39,1.4551915228366852e-11,LP-DHN-2026-06-16-32
Dhanmondi,2026-06-16,33,16:30,90252.80056764846,8000.0,8.39,0.0,LP-DHN-2026-06-16-33
Dhanmondi,2026-06-16,34,17:00,118111.6667798783,8000.0,8.39,2.9103830456733704e-11,LP-DHN-2026-06-16-34
